
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending June 9, 2012 (WEEK 23)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2012
Shigellosis cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2011

tab delimited data:
test
UNITED STATES	120	271	425	4,789	4,385	4	3	19	56	54	21	44	350	660	289						
NEW ENGLAND	-	3	22	34	94	-	0	1	-	-	-	0	1	4	3						
Conn.	-	0	4	11	19	-	0	0	-	-	-	0	0	-	-						
Maine	-	0	8	2	11	-	0	0	-	-	-	0	1	2	-						
Mass.	-	2	20	21	57	-	0	0	-	-	-	0	1	-	2						
N.H.	-	0	1	-	1	-	0	1	-	-	-	0	1	-	-						
R.I.	-	0	2	-	4	-	0	0	-	-	-	0	1	2	1						
Vt.	-	0	1	-	2	-	0	0	-	-	-	0	0	-	-						
MID. ATLANTIC	13	43	89	1,076	256	1	0	2	10	1	-	3	11	25	33						
N.J.	-	18	48	526	48	-	0	1	-	1	-	2	8	-	31						
N.Y. (Upstate)	12	9	41	215	63	1	0	1	3	-	-	0	3	4	-						
N.Y. City	-	13	28	278	102	-	0	0	-	-	-	0	2	8	-						
Pa.	1	2	11	57	43	-	0	2	7	-	-	0	3	13	2						
E.N. CENTRAL	7	18	42	414	306	-	0	2	1	4	-	1	9	31	32						
Ill.	-	4	16	34	77	-	0	0	-	-	-	1	4	13	19						
Ind.	-	1	6	20	35	-	0	1	1	2	-	0	3	9	9						
Mich.	-	4	11	79	67	-	0	0	-	-	-	0	1	1	-						
Ohio	7	9	27	281	95	-	0	2	-	-	-	0	2	8	3						
Wis.	-	0	4	-	32	-	0	0	-	2	-	0	2	-	1						
W.N. CENTRAL	1	6	15	94	184	2	0	4	8	-	4	5	25	121	48						
Iowa	-	0	3	11	6	-	0	0	-	-	-	0	2	4	1						
Kans.	-	2	8	28	29	-	0	0	-	-	-	0	0	-	-						
Minn.	-	0	6	-	28	-	0	0	-	-	-	0	3	-	-						
Mo.	-	2	7	36	114	2	0	2	8	-	4	5	20	116	47						
Nebr.	1	0	7	18	3	-	0	3	-	-	-	0	1	1	-						
N. Dak.	-	0	1	-	-	-	0	1	-	-	-	0	0	-	-						
S. Dak.	-	0	2	1	4	-	0	1	-	-	-	0	0	-	-						
S. ATLANTIC	56	78	135	1,319	1,526	1	1	12	24	39	8	10	57	153	70						
Del.	-	0	2	1	1	-	0	0	-	-	-	0	4	11	8						
D.C.	-	0	5	10	7	-	0	0	-	1	-	0	1	1	-						
Fla.	49	49	97	864	1,050	-	0	2	2	2	-	0	3	11	1						
Ga.	2	15	25	245	247	-	1	9	19	31	-	0	0	-	-						
Md.	2	2	15	105	40	-	0	1	-	2	1	0	3	13	3						
N.C.	3	2	9	50	119	-	0	4	-	-	-	0	47	27	25						
S.C.	-	1	54	14	22	-	0	2	-	3	-	0	2	4	8						
Va.	-	1	7	29	36	1	0	1	3	-	7	5	14	86	25						
W. Va.	-	0	1	1	4	-	0	0	-	-	-	0	1	-	-						
E.S. CENTRAL	10	21	52	507	313	-	0	2	1	1	7	7	26	198	76						
Ala.	4	6	22	134	78	-	0	1	1	-	-	1	8	34	17						
Ky.	3	5	21	180	106	-	0	1	-	-	-	0	3	10	-						
Miss.	1	5	24	115	58	-	0	0	-	1	-	0	2	2	5						
Tenn.	2	4	11	78	71	-	0	2	-	-	7	5	20	152	54						
W.S. CENTRAL	24	64	189	869	975	-	0	6	2	-	2	8	292	97	9						
Ark.	2	1	5	20	39	-	0	3	1	-	2	7	63	79	1						
La.	-	7	25	63	145	-	0	0	-	-	-	0	2	1	-						
Okla.	-	5	55	129	40	-	0	5	-	-	-	0	260	3	4						
Tex.	22	44	122	657	751	-	0	1	1	-	-	1	13	14	4						
MOUNTAIN	5	12	41	152	326	-	0	3	5	9	-	1	7	27	17						
Ariz.	5	6	28	105	98	-	0	3	5	9	-	0	6	18	14						
Colo.	-	1	8	18	34	-	0	0	-	-	-	0	1	2	1						
Idaho	-	0	3	2	8	-	0	0	-	-	-	0	2	3	-						
Mont.	-	0	5	5	93	-	0	0	-	-	-	0	1	-	-						
Nev.	-	0	4	2	10	-	0	0	-	-	-	0	1	-	-						
N. Mex.	-	1	7	13	57	-	0	0	-	-	-	0	1	1	-						
Utah	-	1	3	7	25	-	0	1	-	-	-	0	1	2	1						
Wyo.	-	0	1	-	1	-	0	0	-	-	-	0	2	1	1						
