
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending January 15, 2011 (WEEK 02)*

column labels in same order that data fields appears in each record below:
Reporting Area
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2011
Legionellosis cummulative for 2010
Lyme disease current week
Lyme disease previous 52 weeks median 
Lyme disease previous 52 weeks maximum 
Lyme disease cummulative for 2011
Lyme disease cummulative for 2010
Malaria current week
Malaria previous 52 weeks median 
Malaria previous 52 weeks maximum 
Malaria cummulative for 2011
Malaria cummulative for 2010

tab delimited data:
test
UNITED STATES	28	56	116	53	93	28	397	1,670	89	531	15	26	80	24	37						
NEW ENGLAND	-	4	15	-	5	-	126	503	1	188	-	1	5	-	2						
Conn.	-	1	6	-	-	-	47	212	-	97	-	0	1	-	-						
Maine	-	0	4	-	-	-	11	65	-	1	-	0	1	-	-						
Mass.	-	2	10	-	2	-	41	223	-	61	-	1	4	-	2						
N.H.	-	0	5	-	1	-	24	68	1	25	-	0	2	-	-						
R.I.	-	0	4	-	1	-	1	40	-	-	-	0	1	-	-						
Vt.	-	0	2	-	1	-	4	27	-	4	-	0	1	-	-						
MID. ATLANTIC	7	14	47	11	20	19	171	739	58	230	2	7	17	4	12						
N.J.	-	1	11	-	3	-	49	220	-	71	-	0	1	-	-						
N.Y. (Upstate)	3	5	19	3	5	1	38	200	2	4	1	1	6	1	4						
N.Y. City	-	2	17	2	5	-	2	7	-	9	-	4	14	2	5						
Pa.	4	6	18	6	7	18	86	385	56	146	1	1	3	1	3						
E.N. CENTRAL	6	12	44	11	16	-	26	324	-	21	2	2	9	3	3						
Ill.	-	2	15	-	5	-	1	17	-	-	-	0	7	-	2						
Ind.	2	2	6	2	1	-	1	7	-	1	-	0	2	-	-						
Mich.	1	2	20	3	3	-	1	13	-	-	-	0	4	-	-						
Ohio	3	4	15	6	6	-	0	9	-	1	2	1	5	3	1						
Wis.	-	1	11	-	1	-	21	297	-	19	-	0	1	-	-						
W.N. CENTRAL	-	2	9	1	1	-	1	11	-	-	-	1	4	-	1						
Iowa	-	0	2	-	-	-	0	10	-	-	-	0	2	-	1						
Kans.	-	0	2	-	-	-	0	1	-	-	-	0	2	-	-						
Minn.	-	0	8	-	-	-	0	0	-	-	-	0	3	-	-						
Mo.	-	0	4	1	1	-	0	1	-	-	-	0	3	-	-						
Nebr.	-	0	2	-	-	-	0	2	-	-	-	0	2	-	-						
N. Dak.	-	0	1	-	-	-	0	5	-	-	-	0	1	-	-						
S. Dak.	-	0	2	-	-	-	0	1	-	-	-	0	2	-	-						
S. ATLANTIC	2	10	27	6	14	8	56	174	26	84	8	7	44	14	13						
Del.	-	0	3	-	2	-	11	32	3	23	-	0	1	-	-						
D.C.	-	0	4	-	-	-	0	4	-	-	-	0	2	-	-						
Fla.	1	3	9	3	2	-	2	10	1	2	2	3	7	4	3						
Ga.	-	1	4	-	1	-	0	2	-	1	-	0	6	2	2						
Md.	1	2	6	3	8	3	24	101	11	29	6	1	24	6	4						
N.C.	-	0	7	-	-	-	1	9	-	2	-	0	13	-	2						
S.C.	-	0	2	-	-	-	0	3	-	-	-	0	1	-	-						
Va.	-	1	10	-	1	5	16	76	11	26	-	1	5	2	2						
W. Va.	-	0	3	-	-	-	0	29	-	1	-	0	1	-	-						
E.S. CENTRAL	-	2	10	3	8	-	0	4	-	4	-	0	3	-	1						
Ala.	-	0	2	-	-	-	0	1	-	-	-	0	1	-	1						
Ky.	-	0	4	2	3	-	0	1	-	-	-	0	1	-	-						
Miss.	-	0	3	-	-	-	0	0	-	-	-	0	2	-	-						
Tenn.	-	1	6	1	5	-	0	4	-	4	-	0	2	-	-						
W.S. CENTRAL	-	3	8	1	2	-	2	9	-	1	-	1	7	-	3						
Ark.	-	0	2	-	-	-	0	0	-	-	-	0	1	-	-						
La.	-	0	2	-	1	-	0	1	-	-	-	0	1	-	1						
Okla.	-	0	3	-	-	-	0	0	-	-	-	0	1	-	-						
Tex.	-	2	7	1	1	-	2	9	-	1	-	1	7	-	2						
MOUNTAIN	-	3	10	-	4	-	0	3	-	2	1	1	4	1	1						
Ariz.	-	1	7	-	2	-	0	1	-	-	1	0	3	1	-						
Colo.	-	0	2	-	1	-	0	1	-	-	-	0	3	-	-						
Idaho	-	0	1	-	-	-	0	2	-	1	-	0	1	-	-						
Mont.	-	0	1	-	-	-	0	1	-	-	-	0	1	-	-						
Nev.	-	0	2	-	1	-	0	1	-	-	-	0	1	-	-						
N. Mex.	-	0	2	-	-	-	0	2	-	-	-	0	1	-	-						
Utah	-	0	2	-	-	-	0	1	-	1	-	0	1	-	1						
Wyo.	-	0	2	-	-	-	0	0	-	-	-	0	0	-	-						
PACIFIC	13	5	19	20	23	1	4	10	4	1	2	3	10	2	1						
Alaska	-	0	2	-	-	-	0	1	-	-	-	0	1	-	-						
Calif.	13	4	19	20	23	1	3	7	4	-	2	2	9	2	1						
Hawaii	-	0	1	-	-	N	0	0	N	N	-	0	1	-	-						
Oreg.	-	0	3	-	-	-	1	4	-	1	-	0	3	-	-						
Wash.	-	0	4	-	-	-	0	3	-	-	-	0	5	-	-						
Amer. Samoa	-	0	0	-	-	N	0	0	N	N	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	1	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	0	-	-	N	0	0	N	N	-	0	2	-	1						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2010 and 2011 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


