
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending March 3, 2007 (WEEK 09)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2006
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years current week
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2006
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2007
Syphillis, primary & secondary cummulative for 2006

tab delimited data:
test
UNITED STATES	61	42	105	504	546	9	6	19	64	68	98	181	239	1,188	1,455						
NEW ENGLAND	-	0	4	10	5	-	0	1	-	1	-	4	11	27	32						
Conn.	-	0	0	-	-	-	0	0	-	-	-	0	6	4	4						
Maine	-	0	2	3	2	-	0	1	-	-	-	0	2	-	3						
Mass.	-	0	0	-	-	-	0	0	-	-	-	2	7	16	19						
N.H.	-	0	0	-	-	-	0	0	-	-	-	0	2	4	4						
R.I.	-	0	2	3	-	-	0	1	-	-	-	0	3	3	1						
Vt.	-	0	2	4	3	-	0	1	-	1	-	0	1	-	1						
MID. ATLANTIC	2	3	8	30	25	4	0	4	8	2	35	23	37	247	166						
N.J.	-	0	0	-	-	-	0	0	-	-	2	3	8	25	28						
N.Y. (Upstate)	2	1	5	10	6	4	0	3	5	-	7	3	14	21	20						
N.Y. City	-	0	0	-	-	-	0	0	-	-	26	11	29	167	82						
Pa.	-	2	6	20	19	-	0	2	3	2	-	5	12	34	36						
E.N. CENTRAL	24	10	40	143	111	1	1	8	16	20	10	15	32	92	165						
Ill.	-	0	2	-	7	-	0	1	-	2	1	7	13	15	94						
Ind.	1	2	29	20	15	-	0	5	3	6	-	1	5	5	16						
Mich.	-	0	3	-	7	-	0	1	-	1	2	2	10	22	13						
Ohio	23	5	38	123	82	1	1	5	13	11	7	4	9	42	34						
Wis.	N	0	0	N	N	-	0	0	-	-	-	1	4	8	8						
W.N. CENTRAL	2	1	51	16	10	-	0	10	1	1	1	5	13	30	36						
Iowa	-	0	0	-	-	-	0	0	-	-	-	0	3	-	2						
Kans.	1	0	1	2	-	-	0	0	-	-	1	0	3	4	5						
Minn.	-	0	50	-	-	-	0	10	-	-	-	1	5	15	9						
Mo.	1	1	3	14	10	-	0	1	-	1	-	3	9	11	19						
Nebr.	-	0	1	-	-	-	0	0	-	-	-	0	2	-	1						
N. Dak.	-	0	0	-	-	-	0	0	-	-	-	0	1	-	-						
S. Dak.	-	0	3	-	-	-	0	1	1	-	-	0	3	-	-						
S. ATLANTIC	29	21	49	239	323	3	2	8	32	25	7	42	122	246	311						
Del.	-	0	0	-	-	-	0	1	1	-	-	0	3	2	6						
D.C.	-	0	3	2	8	-	0	2	-	-	-	2	7	23	24						
Fla.	17	12	29	129	128	3	2	8	27	24	-	14	23	68	126						
Ga.	12	7	24	101	167	-	0	1	-	1	-	7	91	6	18						
Md.	-	0	0	-	-	-	0	0	-	-	-	5	14	45	46						
N.C.	-	0	0	-	-	-	0	0	-	-	4	5	21	50	53						
S.C.	-	0	0	-	-	-	0	0	-	-	-	1	5	15	15						
Va.	N	0	0	N	N	-	0	0	-	-	3	4	17	37	23						
W. Va.	-	1	14	7	20	-	0	1	4	-	-	0	2	-	-						
E.S. CENTRAL	2	2	11	29	45	-	0	2	4	6	17	14	29	110	95						
Ala.	N	0	0	N	N	-	0	0	-	-	-	5	18	26	48						
Ky.	1	0	3	7	9	-	0	2	-	-	7	1	9	18	6						
Miss.	-	0	0	-	-	-	0	0	-	-	2	1	8	19	14						
Tenn.	1	2	10	22	36	-	0	2	4	6	8	5	12	47	27						
W.S. CENTRAL	2	1	5	28	3	1	0	1	1	2	25	29	57	246	230						
Ark.	-	0	3	1	3	-	0	0	-	2	6	1	7	21	14						
La.	-	0	2	8	-	-	0	1	-	-	5	5	30	48	28						
Okla.	2	0	4	19	-	1	0	0	1	-	-	1	4	14	13						
Tex.	-	0	0	-	-	-	0	0	-	-	14	21	32	163	175						
MOUNTAIN	-	1	7	9	24	-	0	5	2	11	1	8	26	31	75						
Ariz.	-	0	0	-	-	-	0	0	-	-	-	3	16	11	34						
Colo.	-	0	0	-	-	-	0	0	-	-	-	1	5	1	10						
Idaho	N	0	0	N	N	-	0	0	-	-	-	0	1	-	1						
Mont.	-	0	0	-	-	-	0	0	-	-	-	0	1	-	-						
Nev.	-	0	2	5	2	-	0	1	1	-	1	1	12	10	21						
N. Mex.	-	0	0	-	-	-	0	0	-	-	-	1	5	9	7						
Utah	-	0	7	3	14	-	0	4	1	8	-	0	2	-	2						
Wyo.	-	0	3	1	8	-	0	2	-	3	-	0	0	-	-						
PACIFIC	-	0	0	-	-	-	0	0	-	-	2	37	52	159	345						
Alaska	-	0	0	-	-	-	0	0	-	-	-	0	4	1	1						
Calif.	N	0	0	N	N	-	0	0	-	-	1	33	45	138	300						
Hawaii	-	0	0	-	-	-	0	0	-	-	-	0	2	1	4						
Oreg.	N	0	0	N	N	-	0	0	-	-	1	0	6	3	3						
Wash.	N	0	0	N	N	-	0	0	-	-	-	2	11	16	37						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	N	0	0	N	N	-	0	0	-	-	-	0	0	-	-						
P.R.	N	0	0	N	N	-	0	0	-	-	4	2	11	17	24						
V.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2006 and 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease caused by drug-resistant Streptococcus pneumoniae (DRSP) 
(NNDSS event code 11720).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


