
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending May 16, 2009 (WEEK 19)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2009
Chlamydia† cummulative for 2008
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2009
Coccidioidomycosis cummulative for 2008
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2009
Cryptosporidiosis cummulative for 2008

tab delimited data:
test
UNITED STATES	10,574	22,617	25,548	372,487	425,102	43	129	333	2,589	2,446	66	109	481	1,468	1,458						
NEW ENGLAND	535	744	1,655	14,365	12,943	-	0	0	-	1	1	5	23	85	128						
Conn.	231	230	1,306	4,285	3,261	N	0	0	N	N	-	0	9	9	41						
Maine	55	48	72	949	932	N	0	0	N	N	-	1	6	9	6						
Mass.	192	326	950	6,983	6,434	N	0	0	N	N	-	2	13	35	38						
N.H.	4	34	63	410	758	-	0	0	-	1	-	1	4	15	23						
R.I.	31	53	244	1,306	1,141	-	0	0	-	-	-	0	3	2	3						
Vt.	22	21	53	432	417	N	0	0	N	N	1	1	7	15	17						
MID. ATLANTIC	2,602	2,888	6,734	55,605	54,559	-	0	0	-	-	11	13	35	179	186						
N.J.	331	383	769	6,310	8,410	N	0	0	N	N	-	0	4	1	15						
N.Y. (Upstate)	512	584	4,563	11,169	9,476	N	0	0	N	N	2	4	17	49	48						
N.Y. City	1,214	1,097	3,130	23,006	21,178	N	0	0	N	N	-	1	8	24	36						
Pa.	545	796	1,072	15,120	15,495	N	0	0	N	N	9	5	15	105	87						
E.N. CENTRAL	1,047	3,337	4,273	54,188	71,114	-	0	3	13	19	11	26	125	328	328						
Ill.	-	1,062	1,356	14,519	21,477	N	0	0	N	N	-	2	13	18	32						
Ind.	413	398	713	8,447	8,103	N	0	0	N	N	-	3	17	52	39						
Mich.	413	827	1,253	16,417	17,426	-	0	3	5	15	1	5	13	67	70						
Ohio	69	783	1,300	8,599	16,681	-	0	2	8	4	8	6	59	110	76						
Wis.	152	307	439	6,206	7,427	N	0	0	N	N	2	8	46	81	111						
W.N. CENTRAL	469	1,317	1,548	23,341	24,161	-	0	1	1	-	16	16	68	207	224						
Iowa	130	192	257	3,601	3,160	N	0	0	N	N	5	4	30	45	48						
Kans.	241	187	401	3,709	3,195	N	0	0	N	N	1	1	8	22	19						
Minn.	-	265	314	3,928	5,404	-	0	0	-	-	4	4	14	46	56						
Mo.	-	496	581	9,208	8,855	-	0	1	1	-	2	3	13	38	48						
Nebr.	23	97	254	1,620	1,819	N	0	0	N	N	3	2	8	25	35						
N. Dak.	-	25	60	156	707	N	0	0	N	N	-	0	9	1	-						
S. Dak.	75	56	85	1,119	1,021	N	0	0	N	N	1	1	9	30	18						
S. ATLANTIC	1,800	4,583	5,730	64,921	81,082	-	0	1	4	2	9	21	49	294	264						
Del.	64	71	180	1,782	1,344	-	0	1	1	-	-	0	1	-	6						
D.C.	-	124	229	2,447	2,607	-	0	0	-	-	-	0	2	-	6						
Fla.	486	1,384	1,906	26,917	26,858	N	0	0	N	N	4	8	35	94	118						
Ga.	4	676	1,909	6,282	14,362	N	0	0	N	N	4	6	13	124	81						
Md.	331	445	772	7,621	8,394	-	0	1	3	2	-	1	5	9	6						
N.C.	-	819	1,814	-	5,969	N	0	0	N	N	1	0	16	36	9						
S.C.	334	534	887	7,787	9,735	N	0	0	N	N	-	1	6	15	11						
Va.	581	618	903	10,734	10,556	N	0	0	N	N	-	1	4	11	18						
W. Va.	-	67	101	1,351	1,257	N	0	0	N	N	-	0	3	5	9						
E.S. CENTRAL	1,276	1,668	2,161	31,152	29,744	-	0	0	-	-	2	3	9	47	41						
Ala.	-	463	553	6,937	9,280	N	0	0	N	N	-	1	6	10	18						
Ky.	166	243	380	3,938	3,835	N	0	0	N	N	-	1	4	14	7						
Miss.	470	424	841	9,114	6,530	N	0	0	N	N	-	0	2	4	3						
Tenn.	640	559	796	11,163	10,099	N	0	0	N	N	2	1	5	19	13						
W.S. CENTRAL	539	2,856	4,001	38,437	54,316	-	0	1	-	2	3	8	272	60	64						
Ark.	417	276	395	5,606	5,300	N	0	0	N	N	-	1	10	10	11						
La.	102	401	1,090	4,838	7,157	-	0	1	-	2	-	1	5	6	12						
Okla.	20	199	1,753	2,225	5,029	N	0	0	N	N	3	2	16	23	13						
Tex.	-	1,900	2,532	25,768	36,830	N	0	0	N	N	-	5	258	21	28						
MOUNTAIN	463	1,344	2,145	21,769	27,060	28	91	211	1,788	1,649	-	8	38	95	114						
Ariz.	95	460	627	6,355	8,947	26	89	209	1,756	1,610	-	1	10	10	12						
Colo.	-	323	986	4,794	6,614	N	0	0	N	N	-	2	12	28	21						
Idaho	33	69	314	1,357	1,392	N	0	0	N	N	-	1	5	13	23						
Mont.	13	58	87	1,118	1,150	N	0	0	N	N	-	0	4	10	13						
Nev.	160	177	365	3,775	3,646	2	1	7	25	17	-	0	4	6	5						
N. Mex.	131	159	540	2,452	2,621	-	0	2	2	14	-	2	23	19	23						
Utah	-	92	251	1,100	2,185	-	0	1	5	8	-	0	6	1	10						
Wyo.	31	33	97	818	505	-	0	1	-	-	-	0	2	8	7						
PACIFIC	1,843	3,665	4,607	68,709	70,123	15	37	172	783	773	13	9	31	173	109						
Alaska	103	89	199	1,718	1,728	N	0	0	N	N	-	0	1	2	1						
Calif.	1,219	2,869	3,585	54,289	54,345	15	37	172	783	773	11	6	14	96	69						
Hawaii	-	112	247	1,828	2,139	N	0	0	N	N	-	0	1	1	1						
Oreg.	251	187	631	3,576	3,861	N	0	0	N	N	-	1	29	56	19						
Wash.	270	403	557	7,298	8,050	N	0	0	N	N	2	2	10	18	19						
Amer. Samoa	-	0	8	-	62	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	5	24	-	52	-	0	0	-	-	-	0	0	-	-						
P.R.	-	138	269	2,663	2,469	N	0	0	N	N	N	0	0	N	N						
V.I.	-	9	40	106	253	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2008 and 2009 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


