
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending October 23, 1999 (WEEK 42)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1999
AIDS § cummulative for 1998
Chlamydia† cummulative for 1999
Chlamydia† cummulative for 1998
Cryptosporidiosis cummulative for 1999
Cryptosporidiosis cummulative for 1998
Escherichia coli O157:H7 NETSS cummulative for 1999
Escherichia coli O157:H7 NETSS cummulative for 1998
Escherichia coli O157:H7 PHLIS cummulative for 1999
Escherichia coli O157:H7 PHLIS cummulative for 1998

tab delimited data:
test
UNITED STATES	34,088	37,409	458,235	475,663	1,776	3,208	2,671	2,439	1,848	1,915											
NEW ENGLAND	1,698	1,444	16,195	16,417	122	137	276	285	278	239											
Maine	54	24	738	812	24	29	34	33	-	-											
N.H.	36	25	750	803	17	14	28	42	29	42											
Vt.	13	18	387	338	33	22	31	19	18	17											
Mass.	1,116	766	7,438	6,783	44	65	156	132	156	136											
R.I.	77	105	1,857	1,858	4	7	27	11	6	1											
Conn.	402	506	5,025	5,823	-	-	U	48	69	43											
MID. ATLANTIC	8,684	10,309	50,747	49,402	275	483	222	261	60	83											
Upstate N.Y.	952	1,248	N	N	131	287	172	187	-	-											
N.Y. City	4,588	5,843	21,963	21,348	112	174	8	12	15	12											
N.J.	1,619	1,839	8,632	9,585	22	22	42	62	32	50											
Pa.	1,525	1,379	20,152	18,469	10	N	N	N	13	21											
E.N. CENTRAL	2,280	2,651	67,472	80,335	399	651	574	387	421	317											
Ohio	345	567	19,151	21,807	54	63	199	103	167	60											
Ind.	258	412	8,856	8,905	33	51	82	81	52	47											
Ill.	1,108	986	21,692	21,629	17	75	188	102	81	73											
Mich.	456	530	17,773	16,763	42	36	105	101	73	62											
Wis.	113	156	U	11,231	253	426	N	N	48	75											
W.N. CENTRAL	770	685	26,710	28,234	182	245	520	410	360	368											
Minn.	138	135	5,529	5,675	69	79	207	178	155	194											
Iowa	69	58	3,438	3,637	51	61	102	84	67	54											
Mo.	370	313	9,298	10,180	24	21	42	41	55	59											
N. Dak.	6	5	325	831	16	28	16	10	14	15											
S. Dak.	14	13	1,293	1,240	7	19	42	25	57	33											
Nebr.	60	60	2,601	2,278	14	31	90	43	-	-											
Kans.	113	101	4,226	4,393	1	6	21	29	12	13											
S. ATLANTIC	9,423	9,742	95,743	91,406	324	284	280	200	142	156											
Del.	129	112	2,207	2,080	-	3	6	-	3	2											
Md.	1,113	1,386	8,200	6,043	15	18	30	35	2	14											
D.C.	412	692	N	N	8	21	-	1	U	U											
Va.	608	769	11,398	11,199	21	20	66	N	48	51											
W. Va.	53	68	1,204	1,971	3	1	10	8	7	8											
N.C.	629	703	18,284	17,661	20	N	61	46	48	47											
S.C.	797	637	9,885	13,833	-	-	19	11	14	8											
Ga.	1,382	980	21,374	19,100	121	92	28	66	-	-											
Fla.	4,300	4,395	23,191	19,519	136	129	60	33	20	26											
E.S. CENTRAL	1,536	1,540	37,113	33,034	24	24	107	106	56	61											
Ky.	214	246	6,084	5,166	6	10	38	33	-	-											
Tenn.	588	570	11,502	11,011	6	8	43	47	36	39											
Ala.	405	417	10,365	8,200	10	N	21	21	16	18											
Miss.	329	307	9,162	8,657	2	6	5	5	4	4											
W.S. CENTRAL	3,524	4,667	67,148	72,268	66	887	90	83	101	92											
Ark.	132	176	4,751	3,145	1	6	12	10	8	10											
La.	663	756	10,879	11,978	22	15	9	4	13	7											
Okla.	101	238	6,432	7,940	9	N	21	13	17	8											
Tex.	2,628	3,497	45,086	49,205	34	866	48	56	63	67											
MOUNTAIN	1,343	1,289	25,725	26,438	86	118	251	317	152	224											
Mont.	8	26	1,262	1,043	10	10	22	15	-	5											
Idaho	19	19	1,375	1,623	7	17	39	36	20	24											
Wyo.	10	3	630	566	1	2	14	53	5	55											
Colo.	235	254	4,944	6,520	11	16	90	71	81	57											
N. Mex.	74	188	2,992	2,866	38	46	11	17	5	18											
Ariz.	697	502	10,201	9,436	12	18	28	43	19	26											
Utah	116	101	1,752	1,706	N	N	32	67	20	21											
Nev.	184	196	2,569	2,678	7	9	15	15	2	18											
PACIFIC	4,830	5,082	71,382	78,129	298	379	351	390	278	375											
Wash.	285	331	9,534	8,875	N	N	136	84	119	116											
Oreg.	151	138	5,041	4,480	87	63	71	99	66	93											
Calif.	4,319	4,452	52,994	61,204	211	313	135	201	82	152											
Alaska	13	17	1,528	1,511	-	-	1	6	1	-											
Hawaii	62	144	2,285	2,059	-	3	8	-	10	14											
Guam	5	-	302	341	-	-	N	N	U	U											
P.R.	1,013	1,421	U	U	-	N	5	5	U	U											
V.I.	25	25	U	U	U	U	U	U	U	U											
Amer. Samoa	-	-	U	U	U	U	U	U	U	U											
C.N.M.I.	-	-	U	U	U	U	U	U	U	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 1999 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


