
TABLE II. (Part 10)  Provisional cases of selected notifiable diseases, United States, week ending November 17, 2012 (WEEK 46)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease †, all ages current week
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2012
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2011
Streptococcus pneumoniae, invasive disease †, age <5 years current week
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2012
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2011
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2012
Syphillis, primary & secondary cummulative for 2011

tab delimited data:
test
UNITED STATES	132	272	803	10,666	14,102	13	20	58	762	1,020	46	279	336	12,141	12,254						
NEW ENGLAND	-	11	27	491	700	-	0	4	35	46	5	8	23	376	341						
Conn.	-	5	13	234	308	-	0	2	11	11	-	0	13	37	40						
Maine	-	2	7	83	116	-	0	1	2	4	-	0	5	14	12						
Mass.	-	0	4	29	34	-	0	2	15	17	2	6	13	253	227						
N.H.	-	1	6	58	94	-	0	1	6	5	3	0	2	28	17						
R.I.	-	0	5	40	84	-	0	1	1	3	-	1	6	40	37						
Vt.	-	1	4	47	64	-	0	1	-	6	-	0	1	4	8						
MID. ATLANTIC	15	39	157	1,556	2,136	1	2	11	78	106	4	34	49	1,456	1,485						
N.J.	-	2	26	258	579	-	0	2	10	39	-	4	8	147	213						
N.Y. (Upstate)	10	19	108	745	932	1	1	10	49	38	2	4	12	182	157						
N.Y. City	5	13	24	553	625	-	0	2	19	29	1	17	25	733	796						
Pa.	N	0	0	N	N	N	0	0	N	N	1	9	17	394	319						
E.N. CENTRAL	22	56	101	2,283	2,779	1	3	10	147	160	2	29	62	1,232	1,633						
Ill.	N	0	0	N	N	-	0	0	-	-	-	10	54	457	766						
Ind.	-	12	33	499	679	-	0	2	24	37	-	3	10	185	155						
Mich.	3	11	25	437	605	-	0	3	27	33	-	4	13	185	262						
Ohio	19	22	46	977	1,070	1	2	6	76	70	2	7	15	331	394						
Wis.	-	9	29	370	425	-	0	2	20	20	-	2	5	74	56						
W.N. CENTRAL	-	14	58	581	630	-	1	4	48	53	-	5	14	253	296						
Iowa	N	0	0	N	N	N	0	0	N	N	-	1	4	50	20						
Kans.	N	0	0	N	N	N	0	0	N	N	-	0	4	22	23						
Minn.	-	9	26	378	483	-	0	3	28	40	-	1	4	39	125						
Mo.	N	0	0	N	N	-	0	0	-	-	-	2	9	124	119						
Nebr.	-	2	8	106	104	-	0	2	10	12	-	0	2	4	8						
N. Dak.	-	0	38	25	43	-	0	2	1	1	-	0	1	2	1						
S. Dak.	-	1	5	72	-	-	0	2	9	-	-	0	2	12	-						
S. ATLANTIC	42	58	193	2,453	3,412	5	4	21	191	270	15	65	102	2,934	3,028						
Del.	-	0	5	26	43	-	0	1	1	-	1	0	6	38	18						
D.C.	-	0	5	45	43	-	0	1	3	5	-	3	9	149	149						
Fla.	18	18	48	820	1,166	2	1	8	63	114	1	25	36	1,144	1,113						
Ga.	20	15	48	700	994	3	2	5	65	73	5	11	59	580	572						
Md.	4	7	22	295	516	-	0	5	26	39	-	7	15	324	396						
N.C.	N	0	0	N	N	N	0	0	N	N	-	6	21	280	386						
S.C.	-	6	16	270	392	-	0	3	16	26	-	4	10	194	201						
Va.	N	0	0	N	N	-	0	0	-	-	8	3	40	222	191						
W. Va.	-	5	83	297	258	-	0	8	17	13	-	0	2	3	2						
E.S. CENTRAL	9	17	50	755	1,024	-	1	5	43	80	8	15	32	681	715						
Ala.	-	0	0	-	-	-	0	0	-	-	1	4	10	188	208						
Ky.	-	3	9	149	196	-	0	1	7	21	6	2	9	123	109						
Miss.	-	0	0	-	-	-	0	0	-	-	-	3	21	149	156						
Tenn.	9	12	47	606	828	-	1	4	36	59	1	5	14	221	242						
W.S. CENTRAL	33	26	188	1,262	1,676	4	3	12	114	159	-	42	59	1,873	1,679						
Ark.	7	3	14	139	190	1	0	3	13	12	-	3	15	158	170						
La.	-	3	18	148	201	-	0	2	11	19	-	6	13	248	391						
Okla.	N	0	0	N	N	-	0	0	-	-	-	1	5	68	76						
Tex.	26	20	156	975	1,285	3	2	11	90	128	-	30	44	1,399	1,042						
MOUNTAIN	10	26	48	1,163	1,607	1	2	6	88	134	-	11	23	536	558						
Ariz.	7	13	27	567	676	-	1	3	40	53	-	4	11	167	236						
Colo.	-	6	19	290	443	-	0	3	22	33	-	4	10	166	111						
Idaho	N	0	0	N	N	-	0	0	-	-	-	0	3	19	11						
Mont.	-	0	0	-	-	N	0	0	N	N	-	0	1	-	6						
Nev.	-	0	0	-	-	-	0	0	-	-	-	2	8	89	121						
N. Mex.	3	5	14	216	286	1	0	4	15	22	-	1	5	73	60						
Utah	-	1	9	64	182	-	0	2	10	26	-	0	2	19	13						
Wyo.	-	0	3	26	20	-	0	1	1	-	-	0	1	3	-						
PACIFIC	1	2	8	122	138	1	0	2	18	12	12	63	96	2,800	2,519						
Alaska	1	2	8	120	132	1	0	2	18	10	-	0	2	9	3						
Calif.	N	0	0	N	N	N	0	0	N	N	7	53	79	2,351	2,133						
Hawaii	-	0	1	2	6	-	0	0	-	2	-	0	3	6	11						
Oreg.	N	0	0	N	N	N	0	0	N	N	3	3	11	178	81						
Wash.	N	0	0	N	N	N	0	0	N	N	2	6	12	256	291						
Amer. Samoa	N	0	0	N	N	-	0	0	-	-	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	0	-	-	-	0	0	-	-	7	6	16	263	209						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting year 2012 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Includes drug resistant and susceptible cases of invasive Streptococcus pneumoniae disease among
children <5 years and among all ages.  Case definition: Isolation of S. pneumoniae from a normally
sterile body site (e.g. blood or cerebrospinal fluid).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


