
TABLE II. (Part 10)  Provisional cases of selected notifiable diseases, United States, week ending April 21, 2012 (WEEK 16)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease †, all ages current week
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2012
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2011
Streptococcus pneumoniae, invasive disease †, age <5 years current week
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2012
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2011
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2012
Syphillis, primary & secondary cummulative for 2011

tab delimited data:
test
UNITED STATES	158	277	567	5,036	6,679	9	20	45	323	472	86	265	308	3,371	4,168						
NEW ENGLAND	3	13	28	223	363	-	1	4	17	20	2	7	23	123	125						
Conn.	-	6	13	105	173	-	0	2	3	6	-	0	12	9	16						
Maine	3	2	8	38	47	-	0	1	1	2	-	0	2	5	6						
Mass.	-	0	3	16	15	-	0	2	9	8	1	5	10	76	81						
N.H.	-	2	6	31	47	-	0	1	4	-	-	0	2	12	9						
R.I.	-	1	5	12	54	-	0	1	-	1	1	0	7	20	9						
Vt.	-	1	6	21	27	-	0	2	-	3	-	0	2	1	4						
MID. ATLANTIC	32	32	71	822	682	-	2	11	34	53	9	29	45	373	526						
N.J.	-	11	26	181	334	-	0	2	8	24	-	3	11	28	69						
N.Y. (Upstate)	28	2	37	393	31	-	1	10	18	18	4	4	12	57	55						
N.Y. City	4	12	25	248	317	-	0	6	8	11	-	14	24	170	280						
Pa.	N	0	0	N	N	N	0	0	N	N	5	7	17	118	122						
E.N. CENTRAL	51	61	101	1,059	1,372	4	3	10	59	74	6	33	49	285	574						
Ill.	N	0	0	N	N	-	0	0	-	-	6	15	26	96	271						
Ind.	1	12	33	169	361	-	1	2	7	18	-	3	8	58	48						
Mich.	4	13	25	218	288	1	0	2	14	17	-	4	13	40	91						
Ohio	42	25	46	509	535	3	1	7	26	31	-	7	15	75	146						
Wis.	4	8	22	163	188	-	0	2	12	8	-	1	6	16	18						
W.N. CENTRAL	4	13	34	174	237	-	1	3	10	19	-	4	13	6	113						
Iowa	N	0	0	N	N	N	0	0	N	N	-	0	3	4	7						
Kans.	N	0	0	N	N	N	0	0	N	N	-	0	4	-	5						
Minn.	-	10	26	112	184	-	1	3	6	15	-	2	8	-	47						
Mo.	N	0	0	N	N	-	0	0	-	-	-	1	8	-	50						
Nebr.	4	2	8	62	53	-	0	2	4	4	-	0	2	1	4						
N. Dak.	-	0	25	-	-	-	0	1	-	-	-	0	1	1	-						
S. Dak.	N	0	0	N	N	-	0	0	-	-	-	0	0	-	-						
S. ATLANTIC	20	62	118	1,200	1,770	2	5	15	79	127	29	66	103	948	1,017						
Del.	-	1	5	16	27	-	0	0	-	-	-	0	6	19	4						
D.C.	-	0	5	2	24	-	0	1	1	3	5	3	9	64	55						
Fla.	-	21	48	391	675	-	2	8	27	60	4	25	36	371	362						
Ga.	9	19	36	374	448	2	1	6	28	31	10	11	64	154	169						
Md.	6	7	22	131	273	-	1	5	10	17	3	8	17	100	142						
N.C.	N	0	0	N	N	N	0	0	N	N	5	7	21	113	138						
S.C.	4	7	16	154	231	-	0	2	5	13	2	4	11	65	78						
Va.	N	0	0	N	N	-	0	0	-	-	-	4	13	62	68						
W. Va.	1	4	43	132	92	-	0	4	8	3	-	0	2	-	1						
E.S. CENTRAL	11	23	48	391	525	1	2	5	24	35	8	15	33	173	220						
Ala.	N	0	0	N	N	N	0	0	N	N	-	4	10	33	66						
Ky.	6	4	9	91	104	-	0	1	3	12	3	2	8	30	30						
Miss.	N	0	0	N	N	-	0	0	-	-	4	3	22	57	40						
Tenn.	5	18	45	300	421	1	1	4	21	23	1	5	11	53	84						
W.S. CENTRAL	26	31	163	611	759	2	3	10	50	72	29	39	53	616	512						
Ark.	3	4	14	74	104	-	0	3	6	10	-	4	15	76	49						
La.	1	2	14	65	93	-	0	2	5	8	1	8	25	82	100						
Okla.	N	0	0	N	N	-	0	0	-	-	-	1	6	15	16						
Tex.	22	25	149	472	562	2	2	10	39	54	28	24	38	443	347						
MOUNTAIN	8	28	47	514	906	-	2	5	40	69	1	11	20	128	190						
Ariz.	6	11	27	306	409	-	1	4	24	26	1	5	11	59	76						
Colo.	-	8	18	96	234	-	0	3	9	16	-	2	6	32	38						
Idaho	N	0	0	N	N	-	0	0	-	-	-	0	4	6	2						
Mont.	N	0	0	N	N	N	0	0	N	N	-	0	1	-	5						
Nev.	N	0	0	N	N	N	0	0	N	N	-	2	7	17	45						
N. Mex.	2	5	12	103	162	-	0	2	7	14	-	1	4	10	20						
Utah	-	2	9	-	90	-	0	2	-	13	-	0	2	4	4						
Wyo.	-	0	3	9	11	-	0	0	-	-	-	0	0	-	-						
PACIFIC	3	2	9	42	65	-	0	2	10	3	2	54	74	719	891						
Alaska	3	2	9	41	64	-	0	2	10	3	-	0	2	3	-						
Calif.	N	0	0	N	N	N	0	0	N	N	-	47	64	628	739						
Hawaii	-	0	1	1	1	-	0	1	-	-	-	0	3	1	6						
Oreg.	N	0	0	N	N	N	0	0	N	N	1	2	7	41	26						
Wash.	N	0	0	N	N	N	0	0	N	N	1	5	12	46	120						
Amer. Samoa	N	0	0	N	N	-	0	0	-	-	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
P.R.	-	0	0	-	-	-	0	0	-	-	8	4	15	68	66						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2011 and 2012 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Includes drug resistant and susceptible cases of invasive Streptococcus pneumoniae disease among
children <5 years and among all ages.  Case definition: Isolation of S. pneumoniae from a normally
sterile body site (e.g. blood or cerebrospinal fluid).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


