
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending April 29, 2006 (WEEK 17)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shiga toxin-producing E. coli(STEC)† current week
Shiga toxin-producing E. coli(STEC)† previous 52 weeks median 
Shiga toxin-producing E. coli(STEC)† previous 52 weeks maximum 
Shiga toxin-producing E. coli(STEC)† cummulative for 2006
Shiga toxin-producing E. coli(STEC)† cummulative for 2005
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2006
Shigellosis cummulative for 2005
Streptococcal disease, invasive, group A current week
Streptococcal disease, invasive, group A previous 52 weeks median 
Streptococcal disease, invasive, group A previous 52 weeks maximum 
Streptococcal disease, invasive, group A cummulative for 2006
Streptococcal disease, invasive, group A cummulative for 2005

tab delimited data:
test
UNITED STATES	19	44	212	293	421	94	296	613	2,530	3,382	74	80	269	1,875	1,764						
NEW ENGLAND	-	3	14	27	42	2	5	17	74	64	-	4	9	66	73						
Conn.	-	0	11	11	14	-	0	10	10	15	U	0	0	U	U						
Maine	-	0	5	-	7	-	0	3	-	3	-	0	2	6	2						
Mass.	-	2	7	14	15	2	4	11	56	34	-	2	7	41	46						
N.H.	-	0	2	2	3	-	0	4	4	4	-	0	3	13	5						
R.I.	-	0	2	-	1	-	0	6	3	2	-	0	3	3	6						
Vt.	-	0	4	2	2	-	0	4	1	6	-	0	4	3	14						
MID. ATLANTIC	-	5	101	4	45	2	18	70	187	369	16	14	44	315	408						
N.J.	-	1	6	-	13	-	5	18	50	95	-	2	8	10	88						
N.Y. (Upstate)	2	2	98	19	17	2	4	58	71	90	10	4	33	135	132						
N.Y. City	-	0	2	4	-	-	6	14	38	162	-	3	8	35	76						
Pa.	-	2	8	-	15	-	2	48	28	22	6	6	13	135	112						
E.N. CENTRAL	2	9	33	73	74	10	18	79	244	285	7	14	37	353	387						
Ill.	-	1	8	-	24	-	6	26	56	70	-	3	9	56	105						
Ind.	-	1	7	9	9	4	1	56	42	32	1	2	11	50	43						
Mich.	1	0	4	19	-	2	3	10	64	101	2	4	11	103	102						
Ohio	1	2	14	24	25	4	3	11	53	20	4	4	19	118	88						
Wis.	-	3	15	21	16	-	3	10	29	62	-	1	4	26	49						
W.N. CENTRAL	3	8	35	51	63	6	39	65	234	215	-	5	57	149	113						
Iowa	-	1	10	10	11	-	1	7	10	39	N	0	0	N	N						
Kans.	-	0	4	-	10	4	4	20	27	11	-	0	5	32	17						
Minn.	3	3	19	38	10	1	2	6	22	18	-	0	52	67	41						
Mo.	1	2	7	19	16	1	22	45	128	117	-	1	5	28	33						
Nebr.	-	1	4	5	13	-	2	10	24	20	-	0	4	13	9						
N. Dak.	-	0	2	-	1	-	0	2	4	2	-	0	3	5	3						
S. Dak.	-	0	5	3	2	-	2	17	19	8	-	0	3	4	10						
S. ATLANTIC	5	7	39	49	90	38	51	122	716	505	23	19	41	436	324						
Del.	-	0	2	1	-	-	0	2	-	5	-	0	2	3	-						
D.C.	-	0	1	-	-	-	0	2	3	4	-	0	2	4	3						
Fla.	3	1	29	20	50	23	22	66	300	225	6	5	12	101	88						
Ga.	-	0	6	-	8	13	13	34	258	135	10	4	9	103	68						
Md.	1	1	5	2	7	1	2	8	34	19	2	3	12	84	65						
N.C.	-	1	11	21	12	-	2	22	65	54	2	1	21	61	45						
S.C.	-	0	2	3	1	1	2	9	41	36	1	0	6	27	19						
Va.	-	1	9	-	12	-	2	9	15	27	2	2	11	45	27						
W. Va.	-	0	2	-	-	-	0	1	-	-	-	0	4	8	9						
E.S. CENTRAL	-	2	12	14	22	7	17	50	182	435	6	3	10	87	76						
Ala.	-	0	3	-	6	-	3	20	38	89	N	0	0	N	N						
Ky.	-	1	9	10	4	4	6	31	95	34	-	0	5	21	21						
Miss.	-	0	2	-	-	-	1	7	22	36	-	0	0	-	-						
Tenn.	-	1	4	21	12	3	3	46	27	276	6	3	9	66	55						
W.S. CENTRAL	1	2	43	3	16	7	66	250	253	789	3	7	50	176	98						
