
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending March 16, 2002 (WEEK 11)*

column labels in same order that data fields appears in each record below:
Reporting Area
Haemophilus influenzae, Invasive, Age < 5 years, non-Serotype B cummulative for 2002
Haemophilus influenzae, Invasive, Age < 5 years, non-Serotype B cummulative for 2001
Haemophilus influenzae, Invasive, Age < 5 years, Unknown Serotype cummulative for 2002
Haemophilus influenzae, Invasive, Age < 5 years, Unknown Serotype cummulative for 2001
Hepatitis (Viral), Type A cummulative for 2002
Hepatitis (Viral), Type A cummulative for 2001
Hepatitis (Viral), Type B cummulative for 2002
Hepatitis (Viral), Type B cummulative for 2001
Hepatitis (Viral), Type C; Non-A, Non-B cummulative for 2002
Hepatitis (Viral), Type C; Non-A, Non-B cummulative for 2001

tab delimited data:
test
UNITED STATES	53	66	2	5	1,556	2,680	1,059	1,292	271	1,107											
NEW ENGLAND	5	4	-	-	79	92	30	26	4	16											
Maine	-	-	-	-	3	1	1	1	-	-											
N.H.	-	-	-	-	3	2	3	3	-	-											
Vt.	-	-	-	-	-	2	2	1	4	3											
Mass.	3	4	-	-	38	36	23	4	-	13											
R.I.	-	-	-	-	4	3	1	4	-	-											
Conn.	2	-	-	-	31	48	-	13	-	-											
MID. ATLANTIC	4	9	-	-	145	275	198	306	61	535											
Upstate N.Y.	1	-	-	-	4	32	5	16	1	8											
N.Y. City	3	4	-	-	79	91	127	139	-	-											
N.J.	-	1	-	-	13	110	25	101	58	511											
Pa.	-	4	-	-	49	42	41	50	2	16											
E.N. CENTRAL	4	12	-	-	185	665	165	131	24	69											
Ohio	3	3	-	-	66	58	24	26	4	4											
Ind.	1	-	-	-	9	12	4	3	-	-											
Ill.	-	7	-	-	46	485	11	9	1	20											
Mich.	-	-	-	-	48	91	126	93	19	45											
Wis.	-	2	-	-	16	19	-	-	-	-											
W.N. CENTRAL	1	-	1	1	69	112	44	39	92	261											
Minn.	1	-	-	-	5	5	2	1	-	-											
Iowa	-	-	-	-	21	9	5	5	1	-											
Mo.	-	-	1	1	13	35	31	24	91	259											
N. Dak.	-	-	-	-	-	-	-	-	-	-											
S. Dak.	-	-	-	-	2	1	-	1	-	-											
Nebr.	-	-	-	-	-	17	-	4	-	1											
Kans.	-	-	-	-	28	45	6	4	-	1											
S. ATLANTIC	16	19	-	2	455	374	303	296	20	17											
Del.	-	-	-	-	2	1	1	4	3	1											
Md.	-	1	-	-	71	55	20	27	3	4											
D.C.	-	-	-	-	20	12	2	3	-	-											
Va.	2	4	-	-	11	30	26	24	-	-											
W. Va.	-	-	-	-	5	-	6	3	-	-											
N.C.	1	1	-	2	75	23	40	51	3	4											
S.C.	1	-	-	-	13	13	7	1	1	2											
Ga.	6	7	-	-	67	137	137	123	1	1											
Fla.	6	6	-	-	191	103	64	60	9	5											
E.S. CENTRAL	4	2	-	1	36	65	32	89	28	17											
Ky.	-	-	-	-	13	8	7	14	1	1											
Tenn.	2	1	-	-	-	31	-	28	8	13											
Ala.	2	-	-	1	7	21	12	25	2	-											
Miss.	-	1	-	-	16	5	13	22	17	3											
W.S. CENTRAL	4	1	-	-	24	470	53	59	1	151											
Ark.	-	-	-	-	11	16	26	17	-	1											
La.	-	-	-	-	3	19	2	22	1	68											
Okla.	4	1	-	-	9	38	1	17	-	1											
Tex.	-	-	-	-	1	397	24	3	-	81											
MOUNTAIN	10	8	1	1	147	193	83	114	17	14											
Mont.	-	-	-	-	5	4	2	1	-	-											
Idaho	-	-	-	-	-	23	-	4	-	1											
Wyo.	-	-	-	-	3	1	5	-	4	2											
Colo.	1	-	-	-	25	24	20	24	9	2											
N. Mex.	4	4	-	1	4	6	10	35	-	6											
Ariz.	4	4	-	-	81	93	35	35	-	-											
Utah	-	-	-	-	12	16	5	4	-	-											
Nev.	1	-	1	-	17	26	6	11	4	3											
PACIFIC	5	11	-	-	416	434	151	232	24	27											
Wash.	-	-	-	-	22	15	9	15	2	7											
Oreg.	4	-	-	-	30	4	29	6	7	1											
Calif.	-	10	-	-	359	404	111	203	15	19											
Alaska	1	-	-	-	5	10	2	2	-	-											
Hawaii	-	1	-	-	-	1	-	6	-	-											
Guam	-	-	-	-	-	-	-	-	-	-											
P.R.	-	-	-	-	12	26	6	41	-	1											
V.I.	-	-	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	4	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2001 and 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


