
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending November 5, 2011 (WEEK 44)*

column labels in same order that data fields appears in each record below:
Reporting Area
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2011
Rabies, animal cummulative for 2010
Salmonellosis current week
Salmonellosis previous 52 weeks median 
Salmonellosis previous 52 weeks maximum 
Salmonellosis cummulative for 2011
Salmonellosis cummulative for 2010
Shiga toxin-producing E. coli(STEC)† current week
Shiga toxin-producing E. coli(STEC)† previous 52 weeks median 
Shiga toxin-producing E. coli(STEC)† previous 52 weeks maximum 
Shiga toxin-producing E. coli(STEC)† cummulative for 2011
Shiga toxin-producing E. coli(STEC)† cummulative for 2010

tab delimited data:
test
UNITED STATES	39	60	119	2,592	3,844	587	910	1,839	40,126	46,570	48	92	264	4,328	4,548						
NEW ENGLAND	7	4	16	216	269	8	34	107	1,805	2,135	1	3	12	186	193						
Conn.	-	2	10	100	120	-	8	30	405	491	-	0	4	47	60						
Maine	-	1	6	57	56	-	2	8	114	114	1	0	3	28	18						
Mass.	-	0	0	-	-	8	19	45	937	1,158	-	1	9	69	75						
N.H.	-	0	3	17	16	-	3	8	145	157	-	0	3	23	20						
R.I.	6	0	4	21	28	-	0	62	135	146	-	0	2	4	3						
Vt.	1	0	2	21	49	-	1	8	69	69	-	0	3	15	17						
MID. ATLANTIC	7	16	35	738	946	38	90	205	4,659	5,212	3	11	36	523	501						
N.J.	-	0	0	-	-	-	16	48	797	1,073	-	2	6	96	110						
N.Y. (Upstate)	7	7	20	328	450	25	25	67	1,234	1,271	2	3	12	184	174						
N.Y. City	-	0	3	9	142	-	19	42	991	1,185	-	2	6	79	65						
Pa.	-	8	21	401	354	13	31	111	1,637	1,683	1	3	18	164	152						
E.N. CENTRAL	2	2	17	167	224	25	86	150	3,822	5,205	2	12	48	752	730						
Ill.	-	0	6	46	113	-	29	75	1,344	1,755	-	3	13	169	139						
Ind.	-	0	7	26	-	-	9	19	350	672	-	2	8	86	125						
Mich.	-	1	6	52	66	2	14	42	727	846	1	2	19	149	137						
Ohio	2	0	5	43	45	23	21	46	1,081	1,169	1	3	10	166	124						
Wis.	N	0	0	N	N	-	7	45	320	763	-	2	20	182	205						
W.N. CENTRAL	-	2	40	73	229	26	43	103	2,063	2,659	12	12	39	673	813						
Iowa	-	0	1	-	26	-	9	19	397	484	-	2	15	172	162						
Kans.	-	0	4	29	58	7	7	26	403	397	1	2	8	94	66						
Minn.	-	0	34	-	25	-	0	16	-	657	-	0	7	-	257						
Mo.	-	0	1	-	61	17	16	46	863	718	11	5	30	258	210						
Nebr.	-	0	3	31	45	2	4	13	224	221	-	1	7	91	69						
N. Dak.	-	0	6	13	14	-	0	15	37	47	-	0	4	12	17						
S. Dak.	-	0	0	-	-	-	3	17	139	135	-	1	4	46	32						
S. ATLANTIC	20	18	93	952	1,015	265	278	721	12,359	13,311	6	13	27	551	611						
