
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending October 7, 2006 (WEEK 40)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A current week
Hepatitis (Viral Acute), Type A previous 52 weeks median 
Hepatitis (Viral Acute), Type A previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A cummulative for 2006
Hepatitis (Viral Acute), Type A cummulative for 2005
Hepatitis (Viral Acute), Type B current week
Hepatitis (Viral Acute), Type B previous 52 weeks median 
Hepatitis (Viral Acute), Type B previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B cummulative for 2006
Hepatitis (Viral Acute), Type B cummulative for 2005
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2006
Legionellosis cummulative for 2005

tab delimited data:
test
UNITED STATES	17	69	245	2,463	3,245	45	84	597	3,064	4,035	37	44	127	1,636	1,574						
NEW ENGLAND	-	3	20	144	371	-	1	9	49	119	9	2	12	99	106						
Conn.	-	1	2	34	43	-	0	3	-	39	9	0	8	38	22						
Maine	-	0	2	6	3	-	0	2	15	12	-	0	2	7	5						
Mass.	-	1	13	51	234	-	0	5	14	39	-	1	6	27	49						
N.H.	-	0	16	36	75	-	0	2	11	24	-	0	1	1	8						
R.I.	-	0	4	9	10	-	0	4	8	1	-	0	10	20	16						
Vt.	-	0	2	8	6	-	0	1	1	4	-	0	3	6	6						
MID. ATLANTIC	4	7	18	270	525	3	8	55	317	527	16	13	42	553	537						
N.J.	-	2	7	61	109	-	2	8	80	195	-	1	10	61	91						
N.Y. (Upstate)	4	1	14	67	81	-	1	43	49	45	11	5	29	230	137						
N.Y. City	-	2	12	92	252	-	2	4	60	110	-	1	9	46	83						
Pa.	-	1	5	50	83	3	3	9	128	177	5	4	17	216	226						
E.N. CENTRAL	2	7	12	224	284	2	8	24	311	438	2	8	25	335	326						
Ill.	-	1	4	50	103	-	2	7	57	124	-	1	4	21	46						
Ind.	1	0	5	23	14	-	0	17	42	33	-	0	3	24	21						
Mich.	-	2	8	78	88	1	3	7	105	143	-	2	7	86	89						
Ohio	1	1	4	45	41	1	2	10	101	104	2	4	19	171	141						
Wis.	-	1	5	28	38	-	0	4	6	34	-	0	5	33	29						
W.N. CENTRAL	1	2	30	103	70	-	4	22	125	213	-	1	15	52	63						
Iowa	-	0	2	8	18	-	0	3	14	21	-	0	3	10	4						
Kans.	-	0	5	24	13	-	0	2	8	24	-	0	2	3	2						
Minn.	-	0	29	9	3	-	0	13	17	29	-	0	11	11	16						
Mo.	1	1	3	39	28	-	2	7	74	111	-	0	3	18	24						
Nebr.	-	0	3	15	8	-	0	1	11	22	-	0	2	6	3						
N. Dak.	-	0	2	-	-	-	0	0	-	-	-	0	1	-	2						
S. Dak.	-	0	3	8	-	-	0	1	1	6	-	0	6	4	12						
S. ATLANTIC	6	11	29	419	572	12	23	66	889	1,081	6	9	19	322	304						
Del.	-	0	2	10	5	-	1	4	35	25	-	0	2	8	13						
D.C.	-	0	2	6	3	-	0	2	5	10	-	0	5	16	9						
Fla.	4	4	13	165	228	8	8	19	322	370	2	3	9	130	84						
Ga.	-	1	7	50	108	1	3	7	124	166	-	0	4	15	27						
Md.	1	1	6	53	58	-	3	10	128	121	4	1	6	65	87						
N.C.	-	0	20	67	70	-	0	23	123	128	-	0	5	29	24						
S.C.	-	0	2	17	34	3	2	7	63	121	-	0	1	2	11						
Va.	1	1	11	46	63	-	1	18	43	113	-	1	7	49	35						
W. Va.	-	0	3	5	3	-	0	18	46	27	-	0	3	8	14						
E.S. CENTRAL	2	2	8	97	216	4	6	15	249	284	1	1	9	67	62						
Ala.	-	0	3	13	40	-	1	8	78	67	-	0	2	9	12						
Ky.	-	0	5	29	22	1	1	5	57	54	1	0	4	23	21						
Miss.	-	0	1	5	17	-	0	2	11	44	-	0	1	1	3						
Tenn.	2	1	5	50	137	3	2	8	103	119	-	1	7	34	26						
W.S. CENTRAL	2	4	77	138	376	17	14	315	578	478	-	1	32	43	38						
Ark.	-	0	9	35	16	1	1	4	37	53	-	0	3	3	5						
