
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending April 26, 2008 (WEEK 17)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2008
Chlamydia† cummulative for 2007
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2008
Coccidioidomycosis cummulative for 2007
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2008
Cryptosporidiosis cummulative for 2007

tab delimited data:
test
UNITED STATES	11,657	20,994	24,272	315,796	350,054	27	134	308	2,116	2,480	32	84	978	995	929						
NEW ENGLAND	590	680	1,517	11,072	10,665	-	0	1	1	1	-	5	16	65	93						
Conn.	-	214	1,093	2,659	2,635	N	0	0	N	N	-	0	5	5	42						
Maine	31	50	67	846	840	N	0	0	N	N	-	1	5	5	8						
Mass.	479	311	661	5,926	5,181	N	0	0	N	N	-	2	11	28	19						
N.H.	15	39	73	610	626	-	0	1	1	1	-	1	5	11	14						
R.I.	65	62	98	1,025	1,090	-	0	0	-	-	-	0	3	3	4						
Vt.	-	10	32	6	293	N	0	0	N	N	-	1	4	13	6						
MID. ATLANTIC	2,266	2,775	4,830	46,834	45,445	-	0	0	-	-	2	12	119	126	108						
N.J.	295	403	522	6,097	7,158	N	0	0	N	N	-	0	7	3	8						
N.Y. (Upstate)	599	557	2,044	8,529	7,844	N	0	0	N	N	2	4	20	37	29						
N.Y. City	1,247	959	3,206	19,114	16,572	N	0	0	N	N	-	2	10	24	24						
Pa.	125	796	1,754	13,094	13,871	N	0	0	N	N	-	6	103	62	47						
E.N. CENTRAL	1,307	3,406	4,863	48,212	58,338	-	1	3	14	11	5	20	134	223	217						
Ill.	-	1,016	2,209	9,695	16,172	N	0	0	N	N	-	3	13	21	25						
Ind.	225	392	651	6,480	7,064	N	0	0	N	N	-	2	41	30	14						
Mich.	954	734	1,168	14,738	12,745	-	0	2	10	9	-	4	11	54	50						
Ohio	45	872	1,824	11,273	15,869	-	0	1	4	2	5	5	60	69	60						
Wis.	83	383	611	6,026	6,488	N	0	0	N	N	-	7	59	49	68						
W.N. CENTRAL	450	1,205	1,474	19,103	20,408	-	0	77	-	3	19	16	125	182	117						
Iowa	108	164	251	2,794	2,814	N	0	0	N	N	-	3	61	38	21						
Kans.	234	151	393	2,311	2,576	N	0	0	N	N	2	2	16	18	13						
Minn.	4	258	324	3,916	4,423	-	0	77	-	-	5	4	34	46	31						
Mo.	-	464	551	7,270	7,562	-	0	1	-	3	12	3	14	42	21						
Nebr.	42	89	183	1,387	1,618	N	0	0	N	N	-	2	24	22	6						
N. Dak.	-	32	65	506	609	N	0	0	N	N	-	0	6	1	1						
S. Dak.	62	52	81	919	806	N	0	0	N	N	-	2	16	15	24						
S. ATLANTIC	2,617	3,756	6,544	58,170	67,292	-	0	1	2	2	5	20	65	210	212						
Del.	74	64	144	1,230	1,135	-	0	0	-	-	-	0	4	5	2						
D.C.	-	113	200	1,607	1,843	-	0	0	-	-	-	0	3	5	3						
Fla.	945	1,275	1,556	21,666	15,635	N	0	0	N	N	3	9	35	102	99						
Ga.	8	357	1,502	423	13,603	N	0	0	N	N	2	4	15	59	50						
Md.	375	466	675	7,057	5,599	-	0	1	2	2	-	0	3	3	9						
N.C.	188	206	4,656	7,374	9,405	N	0	0	N	N	-	1	18	9	13						
S.C.	458	506	3,123	8,709	10,800	N	0	0	N	N	-	1	15	11	14						
Va.	553	485	1,061	9,099	8,241	N	0	0	N	N	-	1	5	11	20						
W. Va.	16	63	96	1,005	1,031	N	0	0	N	N	-	0	5	5	2						
E.S. CENTRAL	568	1,490	2,393	24,198	28,235	-	0	0	-	-	-	4	65	32	45						
Ala.	-	479	605	6,479	8,352	N	0	0	N	N	-	1	14	15	17						
Ky.	-	203	357	3,326	2,412	N	0	0	N	N	-	1	40	4	14						
Miss.	-	296	1,048	5,314	7,884	N	0	0	N	N	-	0	11	3	8						
Tenn.	568	503	715	9,079	9,587	N	0	0	N	N	-	1	18	10	6						
W.S. CENTRAL	2,026	2,621	3,784	45,738	38,164	-	0	1	1	-	-	6	28	55	49						
Ark.	262	212	455	4,692	2,952	N	0	0	N	N	-	0	8	6	3						
La.	257	311	851	3,840	6,445	-	0	1	1	-	-	1	4	3	16						
Okla.	206	244	418	4,028	4,204	N	0	0	N	N	-	1	11	13	11						
Tex.	1,301	1,778	3,398	33,178	24,563	N	0	0	N	N	-	3	16	33	19						
MOUNTAIN	109	1,358	1,830	10,534	23,989	15	88	171	1,435	1,655	1	9	571	84	67						
Ariz.	66	419	668	901	7,648	15	84	169	1,406	1,610	-	1	4	12	12						
Colo.	21	300	488	1,653	5,945	N	0	0	N	N	1	2	26	16	18						
Idaho	-	56	233	1,085	1,383	N	0	0	N	N	-	2	72	20	3						
Mont.	-	48	363	871	928	N	0	0	N	N	-	1	7	10	4						
Nev.	22	179	291	2,224	3,092	-	1	6	16	15	-	0	6	3	3						
N. Mex.	-	159	394	2,016	2,994	-	0	3	10	11	-	2	9	9	19						
Utah	-	124	216	1,773	1,593	-	0	7	3	19	-	1	488	8	1						
Wyo.	-	18	34	11	406	-	0	1	-	-	-	0	8	6	7						
PACIFIC	1,724	3,359	4,055	51,935	57,518	12	40	217	663	808	-	2	20	18	21						
Alaska	87	91	137	1,308	1,567	N	0	0	N	N	-	0	2	1	-						
