
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending November 19, 2011 (WEEK 46)*

column labels in same order that data fields appears in each record below:
Reporting Area
Giardiasis current week
Giardiasis previous 52 weeks median 
Giardiasis previous 52 weeks maximum 
Giardiasis cummulative for 2011
Giardiasis cummulative for 2010
Gonorrhea current week
Gonorrhea previous 52 weeks median 
Gonorrhea previous 52 weeks maximum 
Gonorrhea cummulative for 2011
Gonorrhea cummulative for 2010
Haemophilus influenzae, invasive, All ages, all serotypes † current week
Haemophilus influenzae, invasive, All ages, all serotypes † previous 52 weeks median 
Haemophilus influenzae, invasive, All ages, all serotypes † previous 52 weeks maximum 
Haemophilus influenzae, invasive, All ages, all serotypes † cummulative for 2011
Haemophilus influenzae, invasive, All ages, all serotypes † cummulative for 2010

tab delimited data:
test
UNITED STATES	160	289	445	13,338	17,795	2,770	6,053	7,484	267,920	271,897	28	65	141	2,732	2,662						
NEW ENGLAND	4	27	62	1,352	1,512	28	106	206	4,728	4,878	-	4	12	191	167						
Conn.	-	4	9	195	263	22	45	150	2,024	2,133	-	1	6	50	40						
Maine	-	3	10	163	197	-	4	17	220	146	-	0	2	24	11						
Mass.	-	12	27	622	656	-	47	80	2,036	2,150	-	2	6	89	85						
N.H.	-	2	8	105	149	2	2	7	112	138	-	0	2	13	11						
R.I.	-	1	10	65	74	4	6	16	293	263	-	0	2	9	12						
Vt.	4	3	19	202	173	-	0	8	43	48	-	0	3	6	8						
MID. ATLANTIC	52	57	103	2,652	3,028	377	771	1,074	34,899	32,393	7	14	32	621	509						
N.J.	-	3	14	135	437	55	153	258	7,314	5,178	-	2	7	87	92						
N.Y. (Upstate)	39	20	72	1,048	1,050	152	114	271	5,145	5,068	4	3	18	159	137						
N.Y. City	5	16	29	760	840	70	246	469	10,640	10,846	-	3	7	146	83						
Pa.	8	16	29	709	701	100	257	365	11,800	11,301	3	5	11	229	197						
E.N. CENTRAL	17	47	73	2,113	2,979	351	1,026	2,091	46,541	50,364	4	11	22	479	443						
Ill.	-	9	19	382	635	9	278	362	11,907	13,964	-	3	10	132	155						
Ind.	-	5	11	189	364	-	119	1,018	5,639	5,055	-	2	7	84	92						
Mich.	2	10	20	454	635	258	239	499	11,182	12,168	-	1	4	63	31						
Ohio	14	16	30	713	770	38	309	398	13,846	14,691	4	3	7	144	105						
Wis.	1	8	17	375	575	46	92	119	3,967	4,486	-	1	5	56	60						
W.N. CENTRAL	11	22	50	1,020	1,945	27	303	364	13,386	13,274	-	3	10	137	198						
Iowa	4	4	15	244	266	1	37	53	1,693	1,592	-	0	1	2	1						
Kans.	-	2	8	90	198	2	42	57	1,833	1,827	-	0	2	18	22						
Minn.	-	0	16	-	780	-	37	53	1,650	1,921	-	0	5	-	70						
Mo.	6	8	23	391	386	-	149	186	6,429	6,288	-	1	5	79	75						
Nebr.	1	3	11	164	194	24	25	50	1,152	1,051	-	0	3	26	20						
N. Dak.	-	0	12	36	28	-	4	8	174	177	-	0	6	11	10						
S. Dak.	-	1	8	95	93	-	9	20	455	418	-	0	1	1	-						
S. ATLANTIC	44	50	98	2,413	3,585	1,503	1,483	1,862	67,251	67,964	4	15	31	638	670						
Del.	-	0	3	30	31	25	16	31	719	877	-	0	2	4	5						
D.C.	-	0	3	29	52	25	38	68	1,758	1,880	-	0	1	-	5						
Fla.	33	23	50	1,101	1,911	277	377	465	17,503	18,144	3	5	12	203	163						
Ga.	-	12	51	631	738	256	312	874	13,800	13,612	-	3	7	115	150						
Md.	10	5	13	264	240	-	120	246	5,028	6,370	-	2	5	82	60						
N.C.	N	0	0	N	N	410	321	548	14,938	12,707	1	1	7	70	115						
S.C.	1	2	8	104	131	148	146	257	7,236	7,112	-	1	5	63	73						
Va.	-	5	32	232	440	355	111	236	5,556	6,762	-	2	8	84	74						
W. Va.	-	0	8	22	42	7	16	29	713	500	-	0	9	17	25						
E.S. CENTRAL	2	3	9	153	202	127	515	1,007	23,303	22,087	-	3	11	165	155						
Ala.	2	3	9	153	202	-	162	409	7,825	6,941	-	1	4	47	24						
Ky.	N	0	0	N	N	60	76	712	3,968	3,379	-	0	4	22	33						
Miss.	N	0	0	N	N	3	117	197	4,903	5,371	-	0	3	16	11						
Tenn.	N	0	0	N	N	64	147	223	6,607	6,396	-	2	5	80	87						
W.S. CENTRAL	-	5	15	233	369	143	921	1,319	40,672	43,751	10	2	26	125	120						
Ark.	-	2	9	113	122	75	89	138	4,190	4,202	1	0	3	30	17						
La.	-	2	10	120	185	68	125	372	5,630	7,478	-	0	4	40	27						
Okla.	-	0	0	-	62	-	98	384	4,727	3,836	9	1	19	54	68						
Tex.	N	0	0	N	N	-	594	821	26,125	28,235	-	0	4	1	8						
MOUNTAIN	13	25	47	1,184	1,625	87	205	273	9,510	8,447	3	5	12	227	270						
Ariz.	-	3	6	115	149	-	77	131	3,812	2,839	-	1	6	78	99						
Colo.	8	11	25	569	650	75	41	89	1,992	2,478	2	1	5	56	74						
Idaho	5	3	9	136	196	-	2	15	120	106	1	0	2	19	17						
Mont.	-	2	5	72	99	-	1	4	70	95	-	0	1	3	2						
Nev.	-	1	7	68	97	-	38	103	1,722	1,566	-	0	2	16	8						
N. Mex.	-	1	6	81	97	11	32	98	1,538	1,041	-	1	4	37	37						
Utah	-	3	9	122	286	-	4	10	217	289	-	0	3	17	27						
Wyo.	-	0	5	21	51	1	1	3	39	33	-	0	1	1	6						
PACIFIC	17	48	128	2,218	2,550	127	624	791	27,630	28,739	-	3	8	149	130						
Alaska	-	2	7	93	91	-	20	34	883	1,171	-	0	3	23	22						
Calif.	9	32	67	1,471	1,546	127	504	695	22,713	23,405	-	0	4	35	24						
Hawaii	-	0	4	30	54	-	13	24	553	672	-	0	3	24	19						
Oreg.	-	7	20	296	443	-	27	52	1,177	933	-	1	6	64	58						
Wash.	8	7	57	328	416	-	50	79	2,304	2,558	-	0	2	3	7						
Amer. Samoa	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	3	-	0	8	6	91	-	0	0	-	-						
P.R.	-	1	4	38	87	12	6	14	291	289	-	0	0	-	1						
V.I.	-	0	0	-	-	-	2	10	113	124	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting year 2011 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Data for H. influenzae (age <5 yrs serotype b, nonserotype b, and unknown serotype) are available in Table I.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


