
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending February 25, 2006 (WEEK 08)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shiga toxin-producing E. coli(STEC)† current week
Shiga toxin-producing E. coli(STEC)† previous 52 weeks median 
Shiga toxin-producing E. coli(STEC)† previous 52 weeks maximum 
Shiga toxin-producing E. coli(STEC)† cummulative for 2006
Shiga toxin-producing E. coli(STEC)† cummulative for 2005
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2006
Shigellosis cummulative for 2005
Streptococcal disease, invasive, group A current week
Streptococcal disease, invasive, group A previous 52 weeks median 
Streptococcal disease, invasive, group A previous 52 weeks maximum 
Streptococcal disease, invasive, group A cummulative for 2006
Streptococcal disease, invasive, group A cummulative for 2005

tab delimited data:
test
UNITED STATES	4	50	155	88	183	98	275	454	1,113	1,384	61	80	151	676	750						
NEW ENGLAND	-	4	13	6	16	4	5	16	32	30	-	4	8	19	30						
Conn.	-	1	4	-	8	-	1	4	4	2	U	0	0	U	U						
Maine	-	0	5	-	-	-	0	1	-	-	-	0	2	3	2						
Mass.	-	2	8	6	7	1	3	10	24	24	-	2	6	11	22						
N.H.	-	0	2	-	-	-	0	4	1	2	-	0	2	4	2						
R.I.	-	0	2	-	-	3	0	6	3	-	-	0	3	-	-						
Vt.	-	0	2	-	1	-	0	4	-	2	-	0	2	1	4						
MID. ATLANTIC	-	7	24	-	19	6	22	67	62	139	10	16	38	110	156						
N.J.	-	1	6	-	7	-	5	14	-	43	-	2	9	5	33						
N.Y. (Upstate)	3	2	16	4	7	5	4	46	35	23	8	4	24	35	47						
N.Y. City	-	0	2	-	1	-	7	22	22	65	-	3	9	17	24						
Pa.	-	2	8	-	4	1	2	48	5	8	2	5	12	53	52						
E.N. CENTRAL	3	8	32	23	48	14	16	78	86	106	14	15	41	137	152						
Ill.	-	1	7	-	11	-	5	24	13	29	-	3	10	20	42						
Ind.	1	1	7	6	2	8	1	56	13	8	6	1	11	22	13						
Mich.	-	1	8	3	9	3	4	14	27	47	1	6	15	37	57						
Ohio	2	2	14	8	16	3	3	11	24	11	7	4	14	45	27						
Wis.	-	2	15	6	10	-	3	9	9	11	-	1	8	13	13						
W.N. CENTRAL	-	7	39	18	29	5	38	64	144	107	-	5	19	29	40						
Iowa	-	1	10	4	5	-	1	9	2	15	N	0	0	N	N						
Kans.	-	1	4	-	2	-	4	20	13	4	-	1	5	16	3						
Minn.	-	2	23	14	4	2	2	6	13	4	-	1	15	-	15						
Mo.	-	1	7	6	11	1	22	45	94	62	-	1	6	8	10						
Nebr.	-	0	4	1	5	2	1	9	10	15	-	0	4	4	6						
N. Dak.	-	0	2	-	-	-	0	2	1	1	-	0	3	1	2						
S. Dak.	-	0	5	-	2	-	1	17	11	6	-	0	2	-	4						
S. ATLANTIC	-	7	39	11	31	52	44	117	326	201	17	19	36	195	155						
Del.	-	0	2	-	-	-	0	2	-	1	-	0	2	1	-						
D.C.	-	0	1	-	-	1	0	2	2	-	-	0	2	3	1						
Fla.	-	1	31	10	11	22	22	66	153	89	5	5	12	54	54						
Ga.	-	0	6	-	5	5	12	32	99	52	6	4	9	50	28						
Md.	-	1	5	-	5	3	2	8	21	11	6	4	12	39	41						
N.C.	-	1	11	9	8	21	2	22	39	26	-	1	13	21	15						
S.C.	-	0	2	-	-	-	2	6	12	12	-	1	3	12	9						
Va.	-	2	9	-	2	-	2	9	-	10	-	2	11	10	5						
W. Va.	-	0	1	-	-	-	0	1	-	-	-	0	5	5	2						
E.S. CENTRAL	-	3	12	4	6	1	19	54	66	143	3	3	11	25	23						
Ala.	-	0	3	-	3	-	3	20	13	31	N	0	0	N	N						
Ky.	-	1	9	4	-	-	6	31	32	7	-	1	3	4	5						
Miss.	-	0	2	-	-	-	2	7	15	11	-	0	0	-	-						
Tenn.	-	1	3	3	3	1	4	47	6	94	3	3	8	21	18						
W.S. CENTRAL	-	2	9	-	7	4	61	122	105	275	3	6	18	52	39						
Ark.	-	0	2	-	1	-	1	3	6	12	-	0	2	1	6						
La.	-	0	2	-	3	-	2	11	9	28	-	0	1	2	3						
Okla.	-	0	3	-	1	2	10	41	19	63	3	2	13	35	18						
Tex.	-	1	4	-	2	2	45	106	71	172	-	3	15	14	12						
MOUNTAIN	1	5	15	7	19	6	17	47	78	89	13	12	28	95	135						
Ariz.	-	0	4	-	2	3	9	29	35	41	6	4	16	28	59						
Colo.	1	1	6	7	4	1	3	17	13	13	4	4	11	42	47						
Idaho	-	1	8	-	5	-	0	4	3	-	-	0	2	-	1						
Mont.	-	0	2	-	1	1	0	1	1	-	-	0	0	-	-						
Nev.	-	0	4	-	1	-	1	6	9	17	-	0	6	-	-						
N. Mex.	-	0	3	1	1	-	2	9	6	13	-	1	6	7	19						
Utah	-	1	7	1	4	1	1	4	10	5	3	2	6	17	8						
Wyo.	-	0	3	-	1	-	0	1	1	-	-	0	1	1	1						
PACIFIC	-	6	52	19	8	6	40	134	214	294	1	2	8	14	20						
Alaska	-	0	3	-	1	-	0	3	-	2	-	0	0	-	-						
Calif.	-	1	6	16	1	6	34	97	157	267	-	0	0	-	-						
Hawaii	-	0	4	-	1	-	1	4	10	4	1	2	8	14	20						
Oreg.	-	1	47	3	-	-	1	27	34	14	N	0	0	N	N						
Wash.	-	1	39	3	5	-	2	35	13	7	N	0	0	N	N						
Amer. Samoa	U	0	0	U	U	U	0	2	U	-	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	1	-	-	-	0	1	-	-	N	0	0	N	N						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes E. choli O157:H7; Shiga toxin positive, serogroup non-O157; and Shiga toxin positive, not serogrouped.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


