
TABLE II. (Part 11)  Provisional cases of selected notifiable diseases, United States, week ending January 29, 2011 (WEEK 04)*

column labels in same order that data fields appears in each record below:
Reporting Area
Varicella (chickenpox) current week
Varicella (chickenpox) previous 52 weeks median 
Varicella (chickenpox) previous 52 weeks maximum 
Varicella (chickenpox) cummulative for 2011
Varicella (chickenpox) cummulative for 2010
West Nile virus disease † Neuroinvasive current week
West Nile virus disease † Neuroinvasive previous 52 weeks median 
West Nile virus disease † Neuroinvasive previous 52 weeks maximum 
West Nile virus disease † Neuroinvasive cummulative for 2011
West Nile virus disease † Neuroinvasive cummulative for 2010
West Nile virus disease † Non-neuroinvasive § current week
West Nile virus disease † Non-neuroinvasive § previous 52 weeks median 
West Nile virus disease † Non-neuroinvasive § previous 52 weeks maximum 
West Nile virus disease † Non-neuroinvasive § cummulative for 2011
West Nile virus disease † Non-neuroinvasive § cummulative for 2010

tab delimited data:
test
UNITED STATES	133	281	563	672	1,098	-	0	71	-	1	-	1	53	-	-						
NEW ENGLAND	4	19	43	34	84	-	0	3	-	-	-	0	2	-	-						
Conn.	-	6	20	-	16	-	0	2	-	-	-	0	2	-	-						
Maine	-	4	15	15	28	-	0	0	-	-	-	0	0	-	-						
Mass.	-	4	12	-	19	-	0	2	-	-	-	0	1	-	-						
N.H.	-	2	8	-	12	-	0	1	-	-	-	0	0	-	-						
R.I.	-	0	3	1	1	-	0	0	-	-	-	0	0	-	-						
Vt.	4	0	10	18	8	-	0	0	-	-	-	0	0	-	-						
MID. ATLANTIC	11	31	62	50	139	-	0	19	-	-	-	0	13	-	-						
N.J.	-	8	30	3	47	-	0	3	-	-	-	0	6	-	-						
N.Y. (Upstate)	N	0	0	N	N	-	0	9	-	-	-	0	7	-	-						
N.Y. City	-	0	1	-	-	-	0	7	-	-	-	0	4	-	-						
Pa.	11	21	41	47	92	-	0	3	-	-	-	0	3	-	-						
E.N. CENTRAL	38	97	176	265	425	-	0	15	-	-	-	0	8	-	-						
Ill.	5	20	45	41	103	-	0	10	-	-	-	0	5	-	-						
Ind.	5	5	35	16	45	-	0	2	-	-	-	0	2	-	-						
Mich.	10	30	62	81	142	-	0	6	-	-	-	0	1	-	-						
Ohio	18	27	58	127	114	-	0	1	-	-	-	0	1	-	-						
Wis.	-	7	22	-	21	-	0	0	-	-	-	0	1	-	-						
W.N. CENTRAL	2	15	32	23	58	-	0	7	-	-	-	0	11	-	-						
Iowa	N	0	0	N	N	-	0	1	-	-	-	0	2	-	-						
Kans.	2	4	22	12	30	-	0	1	-	-	-	0	3	-	-						
Minn.	-	0	0	-	-	-	0	1	-	-	-	0	3	-	-						
Mo.	-	8	23	10	26	-	0	1	-	-	-	0	0	-	-						
Nebr.	N	0	0	N	N	-	0	3	-	-	-	0	7	-	-						
N. Dak.	-	0	10	-	1	-	0	2	-	-	-	0	2	-	-						
S. Dak.	-	1	7	1	1	-	0	2	-	-	-	0	3	-	-						
S. ATLANTIC	21	35	100	76	127	-	0	4	-	-	-	0	4	-	-						
Del.	-	0	3	-	-	-	0	0	-	-	-	0	0	-	-						
D.C.	-	0	4	1	-	-	0	1	-	-	-	0	1	-	-						
Fla.	19	16	57	61	62	-	0	3	-	-	-	0	1	-	-						
Ga.	N	0	0	N	N	-	0	1	-	-	-	0	3	-	-						
Md.	N	0	0	N	N	-	0	3	-	-	-	0	2	-	-						
N.C.	N	0	0	N	N	-	0	0	-	-	-	0	0	-	-						
S.C.	-	0	35	-	2	-	0	1	-	-	-	0	0	-	-						
Va.	2	10	29	14	25	-	0	1	-	-	-	0	1	-	-						
W. Va.	-	7	26	-	38	-	0	0	-	-	-	0	0	-	-						
E.S. CENTRAL	1	5	22	16	19	-	0	1	-	1	-	0	3	-	-						
Ala.	1	5	22	16	19	-	0	1	-	-	-	0	1	-	-						
Ky.	N	0	0	N	N	-	0	1	-	-	-	0	1	-	-						
Miss.	-	0	2	-	-	-	0	1	-	1	-	0	2	-	-						
Tenn.	N	0	0	N	N	-	0	1	-	-	-	0	2	-	-						
W.S. CENTRAL	34	43	177	95	117	-	0	15	-	-	-	0	3	-	-						
Ark.	-	2	32	-	10	-	0	3	-	-	-	0	1	-	-						
La.	1	2	4	3	8	-	0	3	-	-	-	0	1	-	-						
Okla.	N	0	0	N	N	-	0	1	-	-	-	0	0	-	-						
Tex.	33	39	171	92	99	-	0	15	-	-	-	0	2	-	-						
MOUNTAIN	22	20	43	107	125	-	0	18	-	-	-	0	15	-	-						
Ariz.	-	0	0	-	-	-	0	13	-	-	-	0	9	-	-						
Colo.	21	8	31	61	49	-	0	5	-	-	-	0	11	-	-						
Idaho	N	0	0	N	N	-	0	0	-	-	-	0	1	-	-						
Mont.	1	3	28	42	26	-	0	0	-	-	-	0	0	-	-						
Nev.	N	0	0	N	N	-	0	0	-	-	-	0	1	-	-						
N. Mex.	-	1	8	4	10	-	0	5	-	-	-	0	2	-	-						
Utah	-	4	17	-	40	-	0	1	-	-	-	0	1	-	-						
Wyo.	-	0	3	-	-	-	0	1	-	-	-	0	1	-	-						
PACIFIC	-	1	7	6	4	-	0	7	-	-	-	0	6	-	-						
Alaska	-	1	5	6	3	-	0	0	-	-	-	0	0	-	-						
Calif.	-	0	0	-	-	-	0	7	-	-	-	0	6	-	-						
Hawaii	-	0	7	-	1	-	0	0	-	-	-	0	0	-	-						
Oreg.	N	0	0	N	N	-	0	0	-	-	-	0	0	-	-						
Wash.	N	0	0	N	N	-	0	1	-	-	-	0	1	-	-						
Amer. Samoa	N	0	0	N	N	-	0	0	-	-	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	2	-	1	-	0	0	-	-	-	0	0	-	-						
P.R.	3	9	30	15	17	-	0	0	-	-	-	0	0	-	-						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2010 and 2011 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Updated weekly from reports to the Division of Vector-Borne Infectious Diseases, National Center for Zoonotic, 
Vector-Borne, and Enteric Diseases (ArboNet Surveillance). Data for California serogroup, eastern equine, 
Powassan, St. Louis, and western equine diseases are available in Table I.

§ Not reportable in all states.  Data from states where the condition is not reportable are excluded from this table, 
except starting in 2007 for the Arboviral diseases and influenza-associated pediatric mortality, and in 2003 for 
SARS-CoV.  Reporting exceptions are available at http://wwwn.cdc.gov/nndss/document/SRCA_FINAL_REPORT_2006-2010.xlsx.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


