
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending March 1, 2003 (WEEK 09)*

column labels in same order that data fields appears in each record below:
Reporting Area
Malaria cummulative for 2003
Malaria cummulative for 2002
Meningococcal Disease cummulative for 2003
Meningococcal Disease cummulative for 2002
Pertussis cummulative for 2003
Pertussis cummulative for 2002
Rabies, Animal cummulative for 2003
Rabies, Animal cummulative for 2002
Rocky Mountain Spotted Fever cummulative for 2003
Rocky Mountain Spotted Fever cummulative for 2002

tab delimited data:
test
UNITED STATES	102	170	231	347	565	922	500	849	29	44											
NEW ENGLAND	5	13	12	27	122	163	61	88	1	-											
Maine	1	1	1	2	-	3	4	5	-	-											
N.H.	1	4	-	2	4	1	3	1	-	-											
Vt.	-	-	-	3	16	24	3	20	-	-											
Mass.	3	5	9	17	102	130	27	27	1	-											
R.I.	-	-	-	2	-	-	1	6	-	-											
Conn.	-	3	2	1	-	5	23	29	-	-											
MID. ATLANTIC	15	32	11	37	45	48	47	104	-	4											
Upstate N.Y.	7	6	4	11	43	38	45	69	-	-											
N.Y. City	6	13	5	7	-	5	-	4	-	-											
N.J.	2	9	1	7	2	-	-	18	-	-											
Pa.	-	4	1	12	-	5	2	13	-	4											
E.N. CENTRAL	9	25	36	50	68	122	4	2	1	2											
Ohio	5	7	18	22	55	74	-	1	1	2											
Ind.	-	-	4	7	3	8	2	1	-	-											
Ill.	1	9	-	6	-	12	-	-	-	-											
Mich.	3	5	11	9	9	11	2	-	-	-											
Wis.	-	4	3	6	1	17	-	-	-	-											
W.N. CENTRAL	4	16	18	24	37	77	68	46	2	2											
Minn.	2	5	3	4	19	10	6	5	-	-											
Iowa	2	2	4	5	4	26	7	4	1	-											
Mo.	-	4	9	9	8	23	-	1	1	2											
N. Dak.	-	-	-	-	-	-	12	-	-	-											
S. Dak.	-	-	-	2	1	4	6	16	-	-											
Nebr.	-	2	1	2	-	2	-	-	-	-											
Kans.	-	3	1	2	5	12	37	20	-	-											
S. ATLANTIC	39	39	53	47	70	52	273	271	22	33											
Del.	-	-	4	1	-	1	-	3	-	-											
Md.	16	17	4	1	13	10	2	58	4	6											
D.C.	-	2	-	-	-	-	-	-	-	-											
Va.	3	-	2	3	1	15	74	70	-	1											
W. Va.	2	-	1	-	-	-	9	21	-	-											
N.C.	4	5	5	7	34	9	96	76	18	23											
S.C.	-	2	-	7	-	15	13	8	-	3											
Ga.	4	12	7	7	14	1	63	19	-	-											
Fla.	10	1	30	21	8	1	16	16	-	-											
E.S. CENTRAL	5	4	12	16	16	35	5	111	1	2											
Ky.	1	-	-	3	3	8	3	3	-	-											
Tenn.	2	1	3	4	3	18	-	108	1	2											
Ala.	2	1	4	8	8	2	2	-	-	-											
Miss.	-	2	5	1	2	7	-	-	-	-											
W.S. CENTRAL	3	2	27	50	-	183	14	172	-	1											
Ark.	-	-	1	5	-	119	-	-	-	-											
La.	1	2	10	4	-	1	-	-	-	-											
Okla.	-	-	3	6	-	4	14	17	-	-											
Tex.	2	-	13	35	-	59	-	155	-	1											
MOUNTAIN	4	6	12	28	130	106	12	22	1	-											
Mont.	-	-	-	-	-	2	1	-	-	-											
Idaho	-	-	-	-	2	7	-	-	-	-											
Wyo.	-	-	-	-	-	2	-	1	-	-											
Colo.	3	2	4	8	65	62	-	-	-	-											
N. Mex.	-	-	2	-	13	16	-	-	-	-											
Ariz.	1	1	4	10	35	9	11	21	1	-											
Utah	-	2	-	1	9	6	-	-	-	-											
Nev.	-	1	2	9	6	2	-	-	-	-											
PACIFIC	18	33	50	68	77	136	16	33	1	-											
Wash.	4	1	6	10	28	25	-	-	-	-											
Oreg.	5	-	12	14	43	11	-	-	-	-											
Calif.	9	29	31	41	6	95	15	17	1	-											
Alaska	-	1	-	1	-	1	1	16	-	-											
Hawaii	-	2	1	2	-	4	-	-	-	-											
Guam	-	-	-	-	-	-	-	-	-	-											
P.R.	-	-	-	-	-	-	-	-	N	N											
V.I.	-	-	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2002 and 2003 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


