
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending May 17, 2003 (WEEK 20)*

column labels in same order that data fields appears in each record below:
Reporting Area
Syphilis (Primary and Secondary) cummulative for 2003
Syphilis (Primary and Secondary) cummulative for 2002
Syphilis (Congenital) cummulative for 2003
Syphilis (Congenital) cummulative for 2002
Tuberculosis cummulative for 2003
Tuberculosis cummulative for 2002
Typhoid Fever cummulative for 2003
Typhoid Fever cummulative for 2002
Varicella (Chicken Pox) cummulative for 2003
Varicella (Chicken Pox) cummulative for 2002

tab delimited data:
test
UNITED STATES	2,455	2,389	134	170	3,148	4,352	91	114	5,245												
NEW ENGLAND	69	33	1	-	89	157	6	8	913												
Maine	3	-	1	-	4	6	-	-	483												
N.H.	7	-	-	-	3	6	-	-	-												
Vt.	-	1	-	-	-	1	-	-	343												
Mass.	50	21	-	-	54	76	1	7	85												
R.I.	6	1	-	-	7	21	2	-	2												
Conn.	3	10	-	-	21	47	3	1	-												
MID. ATLANTIC	274	247	25	23	672	737	13	31	4												
Upstate N.Y.	9	8	9	1	88	111	3	3	N												
N.Y. City	159	143	9	8	396	373	7	14	-												
N.J.	53	50	7	13	118	177	3	9	-												
Pa.	53	46	-	1	70	76	-	5	4												
E.N. CENTRAL	347	483	32	29	341	443	7	14	2,645												
Ohio	85	53	2	-	47	65	-	4	582												
Ind.	17	25	4	1	46	41	3	1	-												
Ill.	119	182	10	23	175	222	-	4	-												
Mich.	118	214	16	5	62	90	4	3	1,684												
Wis.	8	9	-	-	11	25	-	2	379												
W.N. CENTRAL	62	40	2	-	155	205	1	4	17												
Minn.	13	18	-	-	63	83	-	2	N												
Iowa	4	2	-	-	10	11	1	-	N												
Mo.	25	10	2	-	16	66	-	1	-												
N. Dak.	-	-	-	-	-	3	-	-	17												
S. Dak.	-	-	-	-	9	8	-	-	-												
Nebr.	-	3	-	-	12	6	-	1	-												
Kans.	20	7	-	-	45	28	-	-	-												
S. ATLANTIC	654	569	28	38	658	816	24	12	1,069												
Del.	4	8	-	-	-	7	-	-	8												
Md.	112	65	3	5	79	82	5	2	-												
D.C.	12	17	1	1	-	-	-	-	7												
Va.	31	19	1	1	66	74	10	-	264												
W. Va.	-	-	-	-	7	9	-	-	697												
N.C.	64	117	9	9	79	122	4	-	N												
S.C.	45	50	3	4	55	48	-	-	93												
Ga.	130	105	2	8	84	161	3	3	-												
Fla.	256	188	9	10	288	313	2	7	N												
E.S. CENTRAL	127	235	10	12	255	277	3	2	-												
Ky.	20	38	1	2	42	50	-	2	N												
Tenn.	52	96	4	4	80	106	1	-	N												
Ala.	49	75	4	4	99	83	2	-	-												
Miss.	6	26	1	2	34	38	-	-	-												
W.S. CENTRAL	305	301	17	41	256	727	-	7	441												
Ark.	14	16	-	2	37	49	-	-	-												
La.	33	48	-	-	-	-	-	-	3												
Okla.	21	25	-	1	49	54	-	-	N												
Tex.	237	212	17	38	170	624	-	7	438												
MOUNTAIN	109	121	13	7	98	113	3	6	156												
Mont.	-	-	-	-	-	4	-	-	N												
Idaho	6	1	-	-	1	2	-	-	N												
Wyo.	-	-	-	-	2	2	-	-	24												
Colo.	6	15	2	1	25	30	3	3	-												
N. Mex.	20	14	-	-	-	12	-	-	-												
Ariz.	69	84	11	6	55	46	-	-	2												
Utah	3	2	-	-	9	12	-	2	130												
Nev.	5	5	-	-	6	5	-	1	-												
PACIFIC	508	360	6	20	624	877	34	30	-												
Wash.	26	19	-	1	80	84	1	2	-												
Oreg.	15	5	-	-	30	34	2	2	-												
Calif.	466	332	6	19	489	684	31	26	-												
Alaska	-	-	-	-	19	23	-	-	-												
Hawaii	1	4	-	-	6	52	-	-	-												
Guam	-	-	-	-	-	-	-	-	-												
P.R.	65	85	1	12	-	24	-	-	111												
V.I.	-	1	-	-	-	-	-	-	-												
Amer. Samoa	U	U	U	U	U	U	U	U	U												
C.N.M.I.	-	U	-	U	-	U	-	U	-												

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2002 and 2003 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


