
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending June 16, 2012 (WEEK 24)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A current week
Hepatitis (Viral Acute), Type A previous 52 weeks median 
Hepatitis (Viral Acute), Type A previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A cummulative for 2012
Hepatitis (Viral Acute), Type A cummulative for 2011
Hepatitis (Viral Acute), Type B current week
Hepatitis (Viral Acute), Type B previous 52 weeks median 
Hepatitis (Viral Acute), Type B previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B cummulative for 2012
Hepatitis (Viral Acute), Type B cummulative for 2011
Hepatitis (Viral Acute), Type C current week
Hepatitis (Viral Acute), Type C previous 52 weeks median 
Hepatitis (Viral Acute), Type C previous 52 weeks maximum 
Hepatitis (Viral Acute), Type C cummulative for 2012
Hepatitis (Viral Acute), Type C cummulative for 2011

tab delimited data:
test
UNITED STATES	15	28	58	583	581	9	51	131	1,048	1,257	12	23	65	554	535						
NEW ENGLAND	-	1	4	26	29	-	1	5	24	45	-	1	5	20	47						
Conn.	-	0	3	12	7	-	0	2	8	10	-	0	4	14	28						
Maine	-	0	2	5	1	-	0	2	5	5	-	0	3	1	6						
Mass.	-	0	3	4	17	-	1	4	7	29	-	0	2	2	10						
N.H.	-	0	1	4	-	-	0	1	2	1	N	0	0	N	N						
R.I.	-	0	1	1	2	U	0	0	U	U	U	0	0	U	U						
Vt.	-	0	2	-	2	-	0	1	2	-	-	0	2	3	3						
MID. ATLANTIC	-	5	12	98	122	-	5	10	103	142	1	3	7	71	58						
N.J.	-	1	5	13	41	-	1	4	27	32	-	1	4	15	23						
N.Y. (Upstate)	-	1	5	37	20	-	1	4	23	21	1	1	4	30	18						
N.Y. City	-	1	4	20	34	-	1	5	30	47	-	0	1	4	5						
Pa.	-	1	5	28	27	-	1	4	23	42	-	0	4	22	12						
E.N. CENTRAL	-	4	9	85	92	-	6	37	167	181	-	3	8	73	78						
Ill.	-	1	5	27	21	-	1	5	26	43	-	0	2	2	3						
Ind.	-	0	2	3	11	-	1	5	27	27	-	1	7	26	46						
Mich.	-	1	6	35	34	-	1	5	32	47	-	1	4	42	15						
Ohio	-	0	2	11	22	-	2	30	77	57	-	0	2	3	3						
Wis.	-	0	1	9	4	-	0	3	5	7	-	0	1	-	11						
W.N. CENTRAL	-	1	18	23	19	-	2	12	39	52	-	0	15	6	8						
Iowa	-	0	1	-	3	-	0	2	2	6	-	0	0	-	-						
Kans.	-	0	1	1	3	-	0	1	-	8	-	0	2	1	2						
Minn.	-	0	18	-	2	-	0	11	-	2	-	0	15	-	-						
Mo.	-	0	3	12	6	-	1	4	33	26	-	0	1	3	6						
Nebr.	-	0	2	10	3	-	0	1	4	9	-	0	1	2	-						
N. Dak.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
S. Dak.	-	0	0	-	2	-	0	1	-	1	-	0	0	-	-						
S. ATLANTIC	6	4	11	110	94	3	13	57	289	294	5	6	14	145	119						
Del.	-	0	1	2	1	-	0	2	6	1	U	0	0	U	U						
D.C.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Fla.	4	1	7	41	35	2	4	11	105	93	3	2	5	48	25						
Ga.	1	0	5	20	15	-	3	8	39	59	1	1	4	27	24						
Md.	1	0	4	11	11	1	1	5	28	25	-	0	4	12	14						
N.C.	-	0	4	12	12	-	1	8	34	63	-	1	4	27	26						
S.C.	-	0	2	3	5	-	1	3	15	18	-	0	1	-	-						
Va.	-	0	3	19	12	-	1	5	24	30	1	0	4	15	11						
W. Va.	-	0	2	2	3	-	0	43	38	5	-	1	5	16	19						
E.S. CENTRAL	1	1	3	27	20	6	11	21	238	227	1	5	11	116	101						
Ala.	-	0	2	8	1	1	2	6	33	49	-	0	3	11	6						
Ky.	-	0	2	4	4	-	3	10	78	77	-	2	8	54	56						
Miss.	-	0	1	2	3	-	1	5	28	23	U	0	0	U	U						
Tenn.	1	0	3	13	12	5	4	10	99	78	1	2	6	51	39						
W.S. CENTRAL	8	3	13	73	41	-	6	37	95	153	1	1	12	24	41						
Ark.	-	0	2	3	-	-	1	3	22	24	-	0	0	-	-						
La.	-	0	2	1	1	-	1	4	18	25	-	0	1	-	5						
Okla.	-	0	8	2	1	-	1	15	6	24	-	0	9	5	21						
Tex.	8	3	7	67	39	-	3	16	49	80	1	1	3	19	15						
MOUNTAIN	-	2	6	58	66	-	1	4	24	49	-	1	5	43	43						
Ariz.	-	1	6	22	34	-	0	1	3	9	U	0	0	U	U						
Colo.	-	0	3	15	15	-	0	2	5	12	-	0	4	12	14						
Idaho	-	0	2	7	4	-	0	1	1	2	-	0	2	7	7						
Mont.	-	0	1	2	3	-	0	0	-	-	-	0	4	2	1						
Nev.	-	0	1	5	4	-	0	3	14	16	-	0	2	7	6						
N. Mex.	-	0	2	5	3	-	0	2	1	4	-	0	2	7	7						
Utah	-	0	2	2	1	-	0	1	-	6	-	0	2	8	6						
Wyo.	-	0	0	-	2	-	0	0	-	-	-	0	0	-	2						
