
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending June 23, 2001 (WEEK 25)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 2001
AIDS § cummulative for 2000
Chlamydia† cummulative for 2001
Chlamydia† cummulative for 2000
Cryptosporidiosis cummulative for 2001
Cryptosporidiosis cummulative for 2000
Escherichia coli O157:H7 NETSS cummulative for 2001
Escherichia coli O157:H7 NETSS cummulative for 2000
Escherichia coli O157:H7 PHLIS cummulative for 2001
Escherichia coli O157:H7 PHLIS cummulative for 2000

tab delimited data:
test
UNITED STATES	15,380	18,050	307,664	327,962	749	730	688	1,082	447	923											
NEW ENGLAND	586	1,100	10,668	10,943	32	44	82	110	48	109											
Maine	18	16	591	661	3	9	11	6	7	6											
N.H.	14	17	595	495	1	2	13	6	7	9											
Vt.	10	17	277	258	13	13	2	4	1	6											
Mass.	332	762	4,875	4,644	8	12	32	54	21	49											
R.I.	44	40	1,339	1,252	3	2	4	6	2	8											
Conn.	168	248	2,991	3,633	4	6	20	34	10	31											
MID. ATLANTIC	3,108	4,466	33,512	31,093	85	139	55	130	38	96											
Upstate N.Y.	182	426	5,709	530	37	35	41	91	25	38											
N.Y. City	1,587	2,451	13,895	13,390	42	80	4	9	3	7											
N.J.	746	896	4,548	5,766	3	5	10	30	10	26											
Pa.	593	693	9,360	11,407	3	19	N	N	-	25											
E.N. CENTRAL	1,163	1,604	43,899	56,472	230	161	168	209	99	140											
Ohio	198	196	5,821	14,597	51	22	51	32	33	32											
Ind.	119	146	6,783	6,259	29	11	28	22	11	24											
Ill.	558	1,003	12,222	16,357	1	22	33	63	19	40											
Mich.	224	191	14,361	11,345	63	24	26	33	19	26											
Wis.	64	68	4,712	7,914	86	82	30	59	17	18											
W.N. CENTRAL	355	382	15,912	18,449	66	55	85	135	74	148											
Minn.	67	86	2,876	3,810	24	11	30	38	37	50											
Iowa	40	36	1,490	2,389	20	15	15	22	7	23											
Mo.	168	151	5,764	6,300	7	8	17	33	18	34											
N. Dak.	1	1	464	440	3	5	1	7	3	6											
S. Dak.	9	3	870	851	4	5	6	7	5	11											
Nebr.	27	25	1,571	1,748	8	8	7	19	-	18											
Kans.	43	80	2,877	2,911	-	3	9	9	4	6											
S. ATLANTIC	4,910	4,778	59,478	60,295	143	106	71	85	29	71											
Del.	84	78	1,405	1,402	1	4	-	1	-	-											
Md.	591	592	5,759	6,243	27	6	4	10	-	1											
D.C.	360	317	1,593	1,541	9	4	-	-	U	U											
Va.	388	316	8,351	7,620	8	4	19	18	8	18											
W. Va.	35	27	1,112	1,014	-	3	2	3	-	3											
N.C.	212	310	8,083	10,481	15	10	25	16	11	15											
S.C.	340	374	5,535	4,726	-	-	2	6	2	6											
Ga.	579	430	11,691	11,994	48	55	10	13	2	13											
Fla.	2,321	2,334	15,949	15,274	35	20	9	18	6	15											
E.S. CENTRAL	836	896	22,106	23,654	17	23	28	44	18	34											
Ky.	181	113	4,206	3,826	1	1	8	15	8	13											
Tenn.	249	359	7,069	6,925	3	5	13	16	9	15											
Ala.	182	207	5,350	7,281	6	9	6	4	-	4											
Miss.	224	217	5,481	5,622	7	8	1	9	1	2											
W.S. CENTRAL	1,617	1,806	48,769	49,752	16	35	31	118	39	143											
Ark.	89	99	3,522	2,961	2	1	2	31	-	26											
La.	403	290	8,126	9,048	7	8	2	7	14	18											
Okla.	90	161	5,234	4,329	5	3	10	7	10	7											
Tex.	1,035	1,256	31,887	33,414	2	23	17	73	15	92											
MOUNTAIN	636	639	16,583	19,338	52	37	78	97	40	65											
Mont.	12	7	1,015	752	5	6	5	12	-	-											
Idaho	14	13	839	864	6	3	12	12	-	5											
Wyo.	1	5	368	354	-	5	1	6	1	5											
Colo.	126	155	1,618	5,755	16	10	33	38	20	24											
N. Mex.	50	58	2,600	2,405	10	1	7	3	2	3											
Ariz.	258	172	7,047	6,120	2	2	10	21	9	18											
Utah	53	62	697	1,261	11	8	6	4	7	8											
Nev.	122	167	2,399	1,827	2	2	4	1	1	2											
PACIFIC	2,169	2,379	56,737	57,966	108	130	90	154	62	117											
Wash.	247	244	6,568	6,191	N	U	23	50	13	66											
Oreg.	104	86	1,447	3,387	5	7	17	22	13	27											
Calif.	1,787	1,965	46,927	45,507	101	123	47	73	34	16											
Alaska	9	5	1,261	1,199	-	-	1	1	-	1											
Hawaii	22	79	534	1,682	2	-	2	8	2	7											
Guam	9	13	-	243	-	-	N	N	U	U											
P.R.	535	431	2,154	U	-	-	-	5	U	U											
V.I.	2	21	53	-	-	-	-	-	U	U											
Amer. Samoa	-	-	U	U	U	U	U	U	U	U											
C.N.M.I.	-	-	55	U	-	U	-	U	U	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2000 and 2001 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


