
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending March 30, 1996 (WEEK 13)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1996
AIDS § cummulative for 1995
Chlamydia† cummulative for 1996
Escherichia coli O157:H7 NETSS cummulative for 1996
Escherichia coli O157:H7 PHLIS cummulative for 1996
Gonorrhea cummulative for 1996
Gonorrhea cummulative for 1995
Hepatitis C/NA,NB cummulative for 1996
Hepatitis C/NA,NB cummulative for 1995
Legionellosis cummulative for 1996
Legionellosis cummulative for 1995

tab delimited data:
test
UNITED STATES	16,791	19,472	54,118	164	60	68,687	98,160	796	1,045	164	275										
NEW ENGLAND	657	829	2,395	22	3	1,794	1,352	20	27	5	3										
Maine	10	23	-	3	-	10	16	-	-	1	-										
N.H.	23	37	165	1	1	36	28	1	2	-	-										
Vt.	7	6	-	4	2	17	10	12	2	-	-										
Mass.	392	447	1,674	10	-	582	796	5	22	3	2										
R.I.	38	55	556	2	-	140	151	2	1	1	1										
Conn.	187	261	-	2	-	1,009	351	-	-	N	N										
MID. ATLANTIC	4,440	4,487	8,576	29	15	6,514	11,744	73	93	36	39										
Upstate N.Y.	538	521	N	13	10	1,299	2,768	66	38	7	8										
N.Y. City	2,443	2,320	2,288	-	-	1,785	3,932	1	1	-	1										
N.J.	928	1,079	1,253	9	-	703	1,181	-	43	5	9										
Pa.	531	567	5,035	N	5	2,727	3,863	6	11	24	21										
E.N. CENTRAL	1,395	1,599	9,814	23	10	10,902	20,365	106	76	57	98										
Ohio	300	403	2,366	16	7	1,280	6,532	4	3	28	39										
Ind.	269	106	2,224	4	-	1,788	2,051	4	-	12	21										
Ill.	518	731	-	2	1	4,307	5,128	9	29	2	13										
Mich.	228	271	4,095	1	2	2,909	4,950	89	44	14	14										
Wis.	80	88	1,129	N	-	618	1,704	-	-	1	11										
W.N. CENTRAL	413	413	6,046	17	13	3,950	5,414	93	15	11	16										
Minn.	84	91	-	2	8	998	786	-	-	-	-										
Iowa	31	20	638	4	2	214	399	63	2	2	7										
Mo.	175	146	3,639	1	-	2,005	3,155	27	6	1	6										
N. Dak.	1	1	2	1	1	1	9	-	-	-	1										
S. Dak.	5	1	309	-	-	47	48	-	1	2	-										
Nebr.	32	43	388	4	-	57	274	-	4	6	1										
Kans.	85	111	1,070	5	2	628	743	3	2	-	1										
S. ATLANTIC	4,590	5,675	13,202	13	1	26,290	28,213	40	62	21	43										
Del.	93	114	-	-	-	357	526	1	-	-	-										
Md.	444	961	1,384	N	-	3,312	3,596	-	2	4	10										
D.C.	225	369	N	-	-	1,124	1,531	-	-	1	3										
Va.	224	369	3,011	N	1	2,293	2,898	3	-	6	2										
W. Va.	24	21	-	N	-	99	181	4	16	1	3										
N.C.	191	246	-	4	-	4,944	6,270	8	17	3	7										
S.C.	229	267	-	1	-	2,808	2,978	7	1	1	6										
Ga.	685	614	3,139	3	-	6,642	4,809	-	10	-	6										
Fla.	2,475	2,714	5,668	2	-	4,711	5,424	17	16	5	6										
E.S. CENTRAL	540	601	5,531	7	1	6,288	11,332	125	423	14	9										
Ky.	86	63	1,817	-	-	1,027	1,236	5	8	2	2										
Tenn.	201	262	1,458	N	1	1,492	3,093	119	414	6	4										
Ala.	157	157	2,203	2	-	3,433	4,821	1	1	-	2										
Miss.	96	119	53	2	-	336	2,182	-	-	6	1										
W.S. CENTRAL	1,480	1,382	1,587	7	1	5,519	8,915	85	51	1	3										
Ark.	70	64	-	5	-	681	1,188	1	-	-	-										
La.	435	296	-	N	1	2,042	3,015	33	24	-	1										
Okla.	54	83	1,587	1	-	968	880	34	21	1	2										
Tex.	921	939	-	1	-	1,828	3,832	17	6	-	-										
MOUNTAIN	469	640	4,155	20	8	1,710	2,353	144	118	5	32										
Mont.	4	8	-	-	-	6	24	8	6	-	2										
Idaho	7	17	390	7	4	20	37	38	14	-	1										
Wyo.	2	4	173	-	-	10	13	41	46	-	-										
Colo.	152	214	-	8	4	505	802	4	23	4	16										
N. Mex.	25	69	-	-	-	216	297	25	18	-	3										
Ariz.	136	135	2,733	N	-	734	776	20	5	-	2										
Utah	64	37	254	3	-	49	54	6	3	-	2										
Nev.	79	156	605	2	-	170	350	2	3	1	6										
PACIFIC	2,807	3,846	2,812	26	8	5,720	8,472	110	180	14	32										
Wash.	220	355	2,450	4	4	628	675	23	44	1	-										
Oreg.	153	122	-	10	-	108	129	3	11	-	-										
Calif.	2,394	3,262	-	8	-	4,799	7,275	45	116	13	28										
Alaska	3	29	N	-	-	99	227	2	1	-	-										
Hawaii	37	78	342	N	4	86	166	37	8	-	4										
Guam	3	-	-	N	-	-	23	-	-	-	-										
P.R.	420	638	N	N	U	60	138	18	43	-	-										
V.I.	3	14	N	N	U	-	9	-	-	-	-										
Amer. Samoa	-	-	-	N	U	-	8	-	-	-	-										
C.N.M.I.	-	-	N	N	U	11	5	-	-	-	-										

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1995 and 1996 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


