
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending November 1, 2008 (WEEK 44)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2008
Pertussis cummulative for 2007
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2008
Rabies, animal cummulative for 2007
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2008
Rocky Mountain Spotted Fever cummulative for 2007

tab delimited data:
test
UNITED STATES	104	147	849	6,766	8,279	24	96	142	3,935	5,354	16	30	195	1,910	1,824						
NEW ENGLAND	-	14	49	546	1,287	2	7	20	309	474	-	0	1	2	8						
Conn.	-	0	4	34	78	2	4	17	175	202	-	0	0	-	-						
Maine	-	0	5	28	73	-	1	5	41	76	N	0	0	N	N						
Mass.	-	11	33	420	997	N	0	0	N	N	-	0	1	1	7						
N.H.	-	0	4	31	72	-	1	3	35	48	-	0	1	1	1						
R.I.	-	0	25	22	19	N	0	0	N	N	-	0	0	-	-						
Vt.	-	0	6	11	48	-	1	6	58	148	-	0	0	-	-						
MID. ATLANTIC	37	18	43	778	1,088	10	22	43	1,039	892	-	1	5	63	71						
N.J.	-	0	9	4	194	-	0	0	-	-	-	0	2	2	26						
N.Y. (Upstate)	16	6	24	372	487	10	9	20	443	469	-	0	2	16	6						
N.Y. City	-	1	6	46	123	-	0	2	13	40	-	0	2	23	24						
Pa.	21	8	23	356	284	-	13	28	583	383	-	0	2	22	15						
E.N. CENTRAL	29	21	189	1,171	1,373	1	3	28	235	398	-	1	13	124	56						
Ill.	-	4	17	198	163	-	1	21	100	112	-	1	10	83	36						
Ind.	9	1	15	87	52	1	0	2	10	12	-	0	3	7	5						
Mich.	2	5	14	217	263	-	1	8	68	198	-	0	1	3	4						
Ohio	18	7	176	605	588	-	1	7	57	76	-	0	4	30	10						
Wis.	-	2	7	64	307	N	0	0	N	N	-	0	1	1	1						
W.N. CENTRAL	10	13	142	648	590	-	3	12	161	243	1	5	36	477	352						
Iowa	-	1	9	64	133	-	0	2	24	30	-	0	2	6	15						
Kans.	-	1	10	44	95	-	0	7	-	99	-	0	0	-	12						
Minn.	1	2	131	200	157	-	0	10	54	32	-	0	4	-	1						
Mo.	9	4	18	238	80	-	0	9	47	38	1	3	35	448	306						
Nebr.	-	1	9	86	61	-	0	0	-	-	-	0	4	20	13						
N. Dak.	-	0	5	1	7	-	0	8	24	21	-	0	0	-	-						
S. Dak.	-	0	3	15	57	-	0	2	12	23	-	0	1	3	5						
S. ATLANTIC	5	14	50	687	827	4	37	101	1,768	1,949	11	12	69	729	863						
Del.	-	0	3	14	11	-	0	0	-	-	-	0	3	25	16						
D.C.	-	0	1	5	9	-	0	0	-	-	-	0	2	7	3						
Fla.	5	4	20	244	194	-	0	77	124	128	-	0	3	16	14						
Ga.	-	1	6	59	33	-	6	42	288	262	-	1	8	66	56						
Md.	-	2	8	85	101	-	8	17	352	383	-	1	7	58	58						
N.C.	-	0	38	79	273	4	9	16	404	437	11	1	55	386	545						
S.C.	-	2	22	89	69	-	0	0	-	46	-	0	5	36	61						
Va.	-	2	8	106	109	-	12	24	527	629	-	1	15	129	105						
W. Va.	-	0	2	6	28	-	1	11	73	64	-	0	1	6	5						
E.S. CENTRAL	2	6	13	257	415	2	1	7	93	142	-	3	22	252	262						
Ala.	-	1	5	37	84	-	0	0	-	-	-	1	8	74	91						
Ky.	2	1	8	76	25	2	0	4	43	18	-	0	1	1	5						
Miss.	-	2	9	80	234	-	0	1	2	2	-	0	3	6	17						
Tenn.	-	1	6	64	72	-	0	6	48	122	-	1	18	171	149						
W.S. CENTRAL	-	20	198	1,037	922	-	1	40	83	954	3	1	153	230	175						
Ark.	-	1	11	46	155	-	1	6	45	28	-	0	14	44	90						
La.	-	1	7	65	20	-	0	0	-	6	-	0	1	5	4						
Okla.	-	0	26	32	6	-	0	32	36	45	3	0	132	146	47						
Tex.	-	16	179	894	741	-	0	20	2	875	-	1	8	35	34						
MOUNTAIN	2	16	37	664	948	-	1	8	71	85	1	0	3	29	34						
Ariz.	1	3	10	175	193	N	0	0	N	N	1	0	2	12	9						
Colo.	1	3	13	131	260	-	0	0	-	-	-	0	1	1	3						
Idaho	-	0	5	25	37	-	0	1	-	11	-	0	1	1	4						
Mont.	-	1	11	76	41	-	0	2	8	18	-	0	1	3	1						
Nev.	-	0	7	24	35	-	0	1	7	12	-	0	1	1	-						
N. Mex.	-	0	5	31	68	-	0	3	24	10	-	0	1	2	5						
Utah	-	5	27	188	293	-	0	6	13	16	-	0	0	-	-						
Wyo.	-	0	2	14	21	-	0	3	19	18	-	0	2	9	12						
PACIFIC	19	22	303	978	829	5	4	13	176	217	-	0	1	4	3						
Alaska	3	2	29	175	76	-	0	4	13	41	N	0	0	N	N						
Calif.	-	7	129	286	388	5	3	12	150	165	-	0	1	1	1						
Hawaii	-	0	2	11	18	-	0	0	-	-	N	0	0	N	N						
Oreg.	1	3	9	149	110	-	0	4	13	11	-	0	1	3	2						
Wash.	15	5	169	357	237	-	0	0	-	-	N	0	0	N	N						
Amer. Samoa	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	N	0	0	N	N						
P.R.	-	0	0	-	-	-	1	5	56	45	N	0	0	N	N						
V.I.	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting year 2008 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


