
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending January 17, 2004 (WEEK 02)*

column labels in same order that data fields appears in each record below:
Reporting Area
Malaria cummulative for 2004
Malaria cummulative for 2003
Meningococcal Disease cummulative for 2004
Meningococcal Disease cummulative for 2003
Pertussis cummulative for 2004
Pertussis cummulative for 2003
Rabies, Animal cummulative for 2004
Rabies, Animal cummulative for 2003
Rocky Mountain Spotted Fever cummulative for 2004
Rocky Mountain Spotted Fever cummulative for 2003

tab delimited data:
test
UNITED STATES	18	20	69	40	70	188	86	100	6	5											
NEW ENGLAND	1	2	1	3	6	41	4	12	-	-											
Maine	-	1	-	-	-	-	-	-	-	-											
N.H.	-	-	-	-	-	-	-	-	-	-											
Vt.	-	-	-	-	-	11	-	2	-	-											
Mass.	1	1	1	2	6	29	4	5	-	-											
R.I.	-	-	-	-	-	-	-	-	-	-											
Conn.	-	-	-	1	-	1	-	5	-	-											
MID. ATLANTIC	1	4	8	7	25	14	13	24	1	-											
Upstate N.Y.	-	-	4	1	14	2	13	8	-	-											
N.Y. City	-	3	1	2	-	-	-	1	-	-											
N.J.	-	1	-	1	-	4	-	6	-	-											
Pa.	1	-	3	3	11	8	-	9	1	-											
E.N. CENTRAL	-	4	11	6	9	17	-	-	-	-											
Ohio	-	1	6	3	5	9	-	-	-	-											
Ind.	-	-	-	1	-	-	-	-	-	-											
Ill.	-	1	-	-	-	-	-	-	-	-											
Mich.	-	1	5	1	4	2	-	-	-	-											
Wis.	-	1	-	1	-	6	-	-	-	-											
W.N. CENTRAL	-	1	3	6	7	9	4	17	-	-											
Minn.	-	-	-	1	-	-	-	1	-	-											
Iowa	-	1	1	2	4	-	2	-	-	-											
Mo.	-	-	-	3	-	6	-	-	-	-											
N. Dak.	-	-	-	-	-	-	-	-	-	-											
S. Dak.	-	-	1	-	-	-	-	2	-	-											
Nebr.	-	-	-	-	-	-	-	2	-	-											
Kans.	-	-	1	-	3	3	2	12	-	-											
S. ATLANTIC	13	3	14	3	5	22	58	39	4	5											
Del.	-	-	-	-	-	-	-	-	-	-											
Md.	5	2	2	2	3	3	11	11	3	2											
D.C.	-	-	-	-	-	-	-	-	-	-											
Va.	-	-	-	-	2	-	-	8	-	-											
W. Va.	-	-	-	-	-	-	3	1	-	-											
N.C.	-	-	-	1	-	6	14	16	-	3											
S.C.	-	-	-	-	-	-	-	2	-	-											
Ga.	1	1	3	-	-	13	30	-	1	-											
Fla.	7	-	9	-	-	-	-	1	-	-											
E.S. CENTRAL	-	-	2	3	2	3	2	3	1	-											
Ky.	-	-	-	-	-	1	1	1	-	-											
Tenn.	-	-	2	1	2	-	1	1	1	-											
Ala.	-	-	-	2	-	2	-	1	-	-											
Miss.	-	-	-	-	-	-	-	-	-	-											
W.S. CENTRAL	-	3	2	8	-	-	2	1	-	-											
Ark.	-	-	-	-	-	-	-	-	-	-											
La.	-	-	-	3	-	-	-	-	-	-											
Okla.	-	-	-	-	-	-	2	1	-	-											
Tex.	-	3	2	5	-	-	-	-	-	-											
MOUNTAIN	-	-	2	2	4	26	2	4	-	-											
Mont.	-	-	-	-	-	-	-	1	-	-											
Idaho	-	-	1	-	2	-	-	-	-	-											
Wyo.	-	-	1	-	1	-	-	-	-	-											
Colo.	-	-	-	-	-	10	-	-	-	-											
N. Mex.	-	-	-	1	-	3	-	-	-	-											
Ariz.	-	-	-	1	-	11	2	3	-	-											
Utah	-	-	-	-	1	-	-	-	-	-											
Nev.	-	-	-	-	-	2	-	-	-	-											
PACIFIC	3	3	26	2	12	56	1	-	-	-											
Wash.	-	-	-	-	-	-	-	-	-	-											
Oreg.	-	3	6	2	12	5	-	-	-	-											
Calif.	3	-	20	-	-	51	1	-	-	-											
Alaska	-	-	-	-	-	-	-	-	-	-											
Hawaii	-	-	-	-	-	-	-	-	-	-											
Guam	-	-	-	-	-	-	-	-	-	-											
P.R.	-	-	-	-	-	-	1	1	N	N											
V.I.	-	-	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2003 and 2004 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


