
TABLE III. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending September 27, 1997 (WEEK 39)*

column labels in same order that data fields appears in each record below:
Reporting Area
H. influenzae, Invasive cummulative for 1997
H. influenzae, Invasive cummulative for 1996
Hepatitis (Viral), Type A cummulative for 1997
Hepatitis (Viral), Type A cummulative for 1996
Hepatitis (Viral), Type B cummulative for 1997
Hepatitis (Viral), Type B cummulative for 1996
Measles (Rubeola), Indigenous current week 
Measles (Rubeola), Indigenous cummulative for 1997
Measles (Rubeola), Imported current week 
Measles (Rubeola), Imported cummulative for 1997
Measles (Rubeola), Total cummulative for 1997
Measles (Rubeola), Total cummulative for 1996

tab delimited data:
test
UNITED STATES	781	800	20,488	20,730	6,320	7,222	-	61	-	49	110	449									
NEW ENGLAND	46	27	487	290	111	167	-	11	-	6	17	16									
Maine	5	-	47	15	6	2	-	-	-	1	1	-									
N.H.	6	10	23	11	11	13	-	1	-	-	1	-									
Vt.	3	1	11	6	5	11	-	-	-	-	-	2									
Mass.	28	14	189	150	44	62	-	10	-	4	14	12									
R.I.	2	2	115	13	13	9	-	-	-	-	-	-									
Conn.	2	-	102	95	32	70	-	-	-	1	1	2									
MID. ATLANTIC	98	165	1,409	1,442	946	1,075	-	14	-	8	22	36									
Upstate N.Y.	24	41	241	324	205	257	-	2	-	3	5	10									
N.Y. City	26	43	528	443	340	381	-	5	-	2	7	11									
N.J.	37	44	193	279	155	211	-	2	-	-	2	3									
Pa.	11	37	447	396	246	226	-	5	-	3	8	12									
E.N. CENTRAL	128	138	2,024	1,904	660	827	-	6	-	3	9	20									
Ohio	74	78	251	602	60	99	-	-	-	-	-	5									
Ind.	13	9	227	244	75	107	-	-	-	-	-	-									
Ill.	28	38	471	559	164	261	-	6	-	1	7	3									
Mich.	12	8	961	333	329	288	-	-	-	2	2	3									
Wis.	1	5	114	166	32	72	-	-	-	-	-	9									
W.N. CENTRAL	41	37	1,650	1,786	335	374	-	12	-	5	17	22									
Minn.	27	23	132	95	28	41	-	3	-	5	8	18									
Iowa	6	4	360	275	31	54	-	-	-	-	-	-									
Mo.	4	7	830	901	235	220	-	1	-	-	1	3									
N. Dak.	-	-	10	89	4	2	-	-	-	-	-	-									
S. Dak.	2	1	18	41	1	5	-	8	-	-	8	-									
Nebr.	1	1	79	113	12	27	-	-	-	-	-	-									
Kans.	1	1	221	272	24	25	-	-	-	-	-	1									
S. ATLANTIC	133	147	1,339	948	975	998	-	1	-	10	11	11									
Del.	-	2	25	13	5	7	-	-	-	-	-	1									
Md.	48	53	178	158	139	128	-	-	-	2	2	2									
D.C.	-	5	17	29	25	28	-	-	-	1	1	-									
Va.	12	8	171	135	95	111	-	-	-	1	1	3									
W. Va.	3	7	10	13	14	21	-	-	-	-	-	-									
N.C.	19	22	150	110	197	266	-	-	-	2	2	2									
S.C.	4	4	88	43	84	68	-	-	-	1	1	-									
Ga.	25	31	274	122	105	30	-	-	-	1	1	2									
Fla.	22	15	426	325	311	339	-	1	-	2	3	1									
E.S. CENTRAL	40	23	466	1,027	507	635	-	-	-	-	-	2									
Ky.	5	5	60	40	29	58	-	-	-	-	-	-									
Tenn.	25	9	292	668	336	358	-	-	-	-	-	2									
Ala.	10	8	70	150	55	51	-	-	-	-	-	-									
Miss.	-	1	44	169	87	168	-	-	-	-	-	-									
W.S. CENTRAL	40	33	4,266	4,091	740	892	-	3	-	4	7	26									
Ark.	1	-	201	346	43	63	-	-	-	-	-	-									
La.	10	3	178	132	118	103	-	-	-	-	-	-									
Okla.	26	26	1,178	1,752	37	24	-	-	-	-	-	-									
Tex.	3	4	2,709	1,861	542	702	-	3	-	4	7	26									
MOUNTAIN	79	39	3,357	3,308	704	872	-	6	-	2	8	156									
Mont.	-	-	61	92	7	10	-	-	-	-	-	-									
Idaho	1	1	106	168	28	74	-	-	-	-	-	1									
Wyo.	4	-	31	26	31	35	-	-	-	-	-	1									
Colo.	12	11	327	345	127	106	-	-	-	-	-	7									
N. Mex.	8	9	275	306	208	311	-	-	-	-	-	16									
Ariz.	29	12	1,736	1,294	163	196	-	5	-	-	5	8									
Utah	3	6	481	760	77	73	-	-	-	1	1	118									
Nev.	22	-	340	317	63	67	-	1	-	1	2	5									
PACIFIC	176	191	5,490	5,934	1,342	1,382	-	8	-	11	19	160									
Wash.	4	2	435	373	54	72	-	1	-	1	2	38									
Oreg.	29	25	286	701	77	81	-	-	-	-	-	13									
Calif.	131	156	4,636	4,763	1,185	1,208	-	5	-	8	13	38									
Alaska	5	6	25	36	18	10	-	-	-	-	-	63									
Hawaii	7	2	108	61	8	11	-	2	-	2	4	8									
Guam	-	-	-	7	1	1	U	-	U	-	-	-									
P.R.	-	1	224	165	1,092	706	-	-	-	-	-	2									
V.I.	-	-	-	30	-	30	-	-	-	-	-	-									
Amer. Samoa	-	-	-	-	-	-	U	-	U	-	-	-									
C.N.M.I.	6	10	1	1	34	5	U	1	U	-	1	-									

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 1997 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


