
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending March 26, 2011 (WEEK 12)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A current week
Hepatitis (Viral Acute), Type A previous 52 weeks median 
Hepatitis (Viral Acute), Type A previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A cummulative for 2011
Hepatitis (Viral Acute), Type A cummulative for 2010
Hepatitis (Viral Acute), Type B current week
Hepatitis (Viral Acute), Type B previous 52 weeks median 
Hepatitis (Viral Acute), Type B previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B cummulative for 2011
Hepatitis (Viral Acute), Type B cummulative for 2010
Hepatitis (Viral Acute), Type C current week
Hepatitis (Viral Acute), Type C previous 52 weeks median 
Hepatitis (Viral Acute), Type C previous 52 weeks maximum 
Hepatitis (Viral Acute), Type C cummulative for 2011
Hepatitis (Viral Acute), Type C cummulative for 2010

tab delimited data:
test
UNITED STATES	14	29	44	252	369	20	61	142	451	679	7	15	27	153	161						
NEW ENGLAND	-	1	6	12	32	-	1	4	6	17	-	0	4	3	17						
Conn.	-	0	4	5	7	-	0	2	1	5	-	0	4	1	9						
Maine	-	0	1	1	1	-	0	1	1	4	-	0	1	1	-						
Mass.	-	0	5	3	20	-	0	2	3	5	-	0	1	-	8						
N.H.	-	0	1	-	-	-	0	2	1	2	N	0	0	N	N						
R.I.	-	0	1	1	4	U	0	0	U	U	U	0	0	U	U						
Vt.	-	0	1	2	-	-	0	1	-	1	-	0	1	1	-						
MID. ATLANTIC	1	4	10	37	52	5	5	10	55	64	1	1	5	13	16						
N.J.	-	0	1	-	6	-	1	5	6	15	-	0	2	-	4						
N.Y. (Upstate)	1	1	4	9	12	1	1	8	11	10	1	1	4	9	8						
N.Y. City	-	1	7	15	21	1	1	4	18	24	-	0	1	-	-						
Pa.	-	1	3	13	13	3	2	5	20	15	-	0	3	4	4						
E.N. CENTRAL	2	4	9	39	62	-	9	22	67	130	-	1	6	29	19						
Ill.	-	1	3	4	15	-	2	7	12	24	-	0	1	-	-						
Ind.	-	0	3	7	6	-	1	6	5	20	-	0	4	13	7						
Mich.	1	1	5	13	14	-	2	5	23	30	-	1	4	16	10						
Ohio	1	1	5	14	10	-	1	16	22	26	-	0	1	-	1						
Wis.	-	0	1	1	17	-	1	5	5	30	-	0	2	-	1						
