
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending May 26, 2007 (WEEK 21)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2006
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years current week
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2006
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2007
Syphillis, primary & secondary cummulative for 2006

tab delimited data:
test
UNITED STATES	27	46	254	1,147	1,308	2	7	31	168	163	72	183	315	3,223	3,600						
NEW ENGLAND	-	1	12	24	73	-	0	3	4	2	4	4	13	85	76						
Conn.	-	0	5	-	57	-	0	0	-	-	-	0	10	10	17						
Maine	-	0	2	5	4	-	0	2	1	1	-	0	1	1	4						
Mass.	-	0	0	-	-	-	0	0	-	-	3	3	7	54	42						
N.H.	-	0	0	-	-	-	0	0	-	-	1	0	2	10	5						
R.I.	-	0	4	8	4	-	0	1	1	-	-	0	5	9	6						
Vt.	-	0	2	11	8	-	0	1	2	1	-	0	1	1	2						
MID. ATLANTIC	-	3	8	74	75	-	0	5	17	10	1	23	44	592	465						
N.J.	-	0	0	-	-	-	0	0	-	-	-	3	8	57	71						
N.Y. (Upstate)	-	1	5	25	21	-	0	4	7	4	-	3	14	46	61						
N.Y. City	-	0	0	-	-	-	0	0	-	-	-	15	35	396	232						
Pa.	-	2	6	49	54	-	0	2	10	6	1	5	12	93	101						
E.N. CENTRAL	9	10	40	284	284	1	1	7	35	47	7	15	32	276	357						
Ill.	-	0	3	3	14	-	0	1	1	3	4	6	13	106	196						
Ind.	3	2	31	66	68	-	0	5	6	13	-	2	5	18	31						
Mich.	-	0	1	1	14	-	0	1	-	2	1	2	10	46	33						
Ohio	6	5	38	214	188	1	1	5	28	29	2	4	9	82	81						
Wis.	N	0	0	N	N	-	0	0	-	-	-	1	4	24	16						
W.N. CENTRAL	-	1	124	88	21	-	0	15	7	1	-	5	14	54	106						
Iowa	-	0	0	-	-	-	0	0	-	-	-	0	3	3	7						
