
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending April 29, 2006 (WEEK 17)*

column labels in same order that data fields appears in each record below:
Reporting Area
Lyme disease current week
Lyme disease previous 52 weeks median 
Lyme disease previous 52 weeks maximum 
Lyme disease cummulative for 2006
Lyme disease cummulative for 2005
Malaria current week
Malaria previous 52 weeks median 
Malaria previous 52 weeks maximum 
Malaria cummulative for 2006
Malaria cummulative for 2005

tab delimited data:
test
UNITED STATES	26	289	1,313	1,470	1,981	8	23	136	268	349											
NEW ENGLAND	3	54	263	81	205	1	1	12	12	15											
Conn.	-	9	154	47	7	-	0	10	1	-											
Maine	1	2	26	11	15	-	0	1	2	-											
Mass.	-	20	197	1	167	1	0	4	6	12											
N.H.	2	3	13	18	12	-	0	1	2	2											
R.I.	-	0	12	-	2	-	0	8	-	1											
Vt.	-	1	5	4	2	-	0	2	1	-											
MID. ATLANTIC	14	158	928	1,026	1,201	1	5	15	41	93											
N.J.	-	25	310	176	398	-	0	7	-	22											
N.Y. (Upstate)	12	73	900	526	225	1	1	11	9	18											
N.Y. City	-	4	33	-	70	-	3	8	21	42											
Pa.	2	45	388	324	508	-	1	2	11	11											
E.N. CENTRAL	1	14	155	51	100	2	2	6	35	27											
Ill.	-	0	6	-	1	-	0	2	7	9											
Ind.	-	0	4	1	2	-	0	3	5	3											
Mich.	-	1	7	9	1	1	0	2	6	8											
Ohio	1	1	5	13	16	1	0	3	12	3											
Wis.	-	11	145	28	80	-	0	3	5	4											
W.N. CENTRAL	3	12	99	37	51	-	0	31	6	16											
Iowa	-	0	8	2	10	-	0	1	1	2											
Kans.	-	0	3	-	2	-	0	1	-	1											
Minn.	3	7	96	33	38	-	0	30	2	5											
Mo.	-	0	2	1	1	-	0	2	1	8											
Nebr.	-	0	2	1	-	-	0	2	-	-											
N. Dak.	-	0	0	-	-	-	0	1	1	-											
S. Dak.	-	0	1	-	-	-	0	1	1	-											
S. ATLANTIC	2	33	124	217	376	2	6	16	91	80											
Del.	-	9	37	87	143	-	0	1	2	1											
D.C.	1	0	2	7	1	-	0	2	-	2											
Fla.	1	1	5	12	10	2	1	6	16	16											
Ga.	-	0	1	-	1	-	1	6	24	14											
Md.	-	16	87	99	171	-	1	9	21	26											
N.C.	-	0	5	8	15	-	0	8	10	9											
S.C.	-	0	3	2	7	-	0	2	3	3											
Va.	-	3	22	2	28	-	0	9	14	8											
W. Va.	-	0	42	-	-	-	0	2	1	1											
E.S. CENTRAL	-	0	4	-	7	-	1	2	7	7											
Ala.	-	0	1	-	-	-	0	1	3	2											
Ky.	-	0	1	-	1	-	0	2	1	2											
Miss.	-	0	0	-	-	-	0	1	1	-											
Tenn.	-	0	4	-	6	-	0	2	2	3											
W.S. CENTRAL	-	1	7	1	18	-	1	30	12	31											
Ark.	-	0	2	-	-	-	0	2	-	2											
La.	-	0	1	-	2	-	0	1	-	1											
Okla.	-	0	0	-	-	-	0	6	2	2											
Tex.	-	0	7	1	16	-	1	29	10	26											
MOUNTAIN	-	0	4	2	2	-	0	9	7	16											
Ariz.	-	0	4	2	-	-	0	9	2	2											
Colo.	-	0	1	-	-	-	0	3	4	8											
Idaho	-	0	1	-	-	-	0	0	-	-											
Mont.	-	0	0	-	-	-	0	1	1	-											
Nev.	-	0	2	-	-	-	0	2	-	-											
N. Mex.	-	0	1	-	-	-	0	1	-	1											
Utah	-	0	1	-	1	-	0	2	-	4											
Wyo.	-	0	1	-	1	-	0	1	-	1											
PACIFIC	3	3	20	55	21	2	4	26	57	64											
Alaska	-	0	1	-	1	-	0	1	4	2											
Calif.	3	2	18	55	18	2	2	10	42	56											
Hawaii	N	0	0	N	N	-	0	4	-	4											
Oreg.	-	0	3	-	2	-	0	2	4	2											
Wash.	-	0	13	-	-	-	0	21	7	-											
Amer. Samoa	U	0	0	U	U	U	0	0	U	U											
C.N.M.I.	U	0	0	U	U	U	0	0	U	U											
Guam	-	0	0	-	-	-	0	0	-	-											
P.R.	N	0	0	N	N	-	0	1	-	-											
V.I.	-	0	0	-	-	-	0	0	-	-											

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


