
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending June 11, 2011 (WEEK 23)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia trachomatis infection current week
Chlamydia trachomatis infection previous 52 weeks median 
Chlamydia trachomatis infection previous 52 weeks maximum 
Chlamydia trachomatis infection cummulative for 2011
Chlamydia trachomatis infection cummulative for 2010
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2011
Coccidioidomycosis cummulative for 2010
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2011
Cryptosporidiosis cummulative for 2010

tab delimited data:
test
UNITED STATES	12,819	25,537	31,175	555,119	564,592	75	0	567	6,742	NN	60	109	374	1,704	2,612						
NEW ENGLAND	705	841	2,043	18,250	17,259	-	0	1	1	NN	3	5	27	85	217						
Conn.	275	234	1,557	3,479	4,022	-	0	0	-	NN	-	0	22	22	77						
Maine	-	55	100	1,215	1,095	-	0	0	-	NN	-	0	7	2	25						
Mass.	357	406	861	9,766	9,058	-	0	0	-	NN	-	2	9	32	53						
N.H.	34	53	81	1,273	988	-	0	1	1	NN	-	1	3	10	29						
R.I.	39	67	154	1,869	1,556	-	0	0	-	NN	-	0	2	1	9						
Vt.	-	26	84	648	540	-	0	0	-	NN	3	1	5	18	24						
MID. ATLANTIC	1,635	3,313	5,069	72,427	74,245	-	0	1	2	NN	11	15	38	263	255						
N.J.	68	492	684	9,494	11,623	-	0	0	-	NN	-	1	4	17	12						
N.Y. (Upstate)	715	710	2,099	15,653	14,116	-	0	0	-	NN	4	4	13	57	56						
N.Y. City	246	1,146	2,612	24,713	27,931	-	0	0	-	NN	-	2	6	23	24						
Pa.	606	953	1,216	22,567	20,575	-	0	1	2	NN	7	8	26	166	163						
E.N. CENTRAL	1,224	4,022	7,039	84,436	88,268	-	0	3	21	NN	17	25	137	405	684						
Ill.	22	1,141	1,320	20,168	26,259	-	0	0	-	NN	-	2	21	4	86						
Ind.	232	450	3,376	12,188	7,328	-	0	0	-	NN	-	4	15	41	110						
Mich.	673	942	1,397	20,942	22,350	-	0	3	14	NN	2	5	18	95	131						
Ohio	137	1,000	1,138	21,496	22,448	-	0	3	7	NN	13	7	24	144	152						
Wis.	160	460	559	9,642	9,883	-	0	0	-	NN	2	8	65	121	205						
W.N. CENTRAL	531	1,429	1,617	30,701	31,915	-	0	1	1	NN	4	13	99	129	413						
Iowa	5	207	240	4,410	4,777	-	0	0	-	NN	-	4	25	19	87						
Kans.	26	188	287	4,135	4,349	-	0	0	-	NN	-	1	6	3	37						
Minn.	-	291	354	5,104	6,818	-	0	0	-	NN	-	2	22	-	127						
Mo.	367	524	770	12,250	11,354	-	0	0	-	NN	2	3	29	44	64						
Nebr.	118	102	218	2,672	2,264	-	0	1	1	NN	2	3	26	49	45						
N. Dak.	1	41	90	664	974	-	0	0	-	NN	-	0	9	7	11						
S. Dak.	14	64	93	1,466	1,379	-	0	0	-	NN	-	1	6	7	42						
S. ATLANTIC	3,754	5,117	6,526	119,428	114,437	-	0	2	3	NN	11	18	53	322	392						
Del.	85	83	220	1,956	1,863	-	0	0	-	NN	-	0	1	2	3						
D.C.	-	105	180	1,947	2,401	-	0	0	-	NN	-	0	1	3	2						
Fla.	737	1,484	1,706	33,073	33,038	-	0	0	-	NN	1	6	19	86	153						
Ga.	705	911	2,416	22,218	20,528	-	0	0	-	NN	5	5	11	112	127						
Md.	122	485	1,125	9,196	10,082	-	0	2	3	NN	2	1	3	20	15						
