
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending April 29, 2006 (WEEK 17)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A current week
Hepatitis (Viral Acute), Type A previous 52 weeks median 
Hepatitis (Viral Acute), Type A previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A cummulative for 2006
Hepatitis (Viral Acute), Type A cummulative for 2005
Hepatitis (Viral Acute), Type B current week
Hepatitis (Viral Acute), Type B previous 52 weeks median 
Hepatitis (Viral Acute), Type B previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B cummulative for 2006
Hepatitis (Viral Acute), Type B cummulative for 2005
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2006
Legionellosis cummulative for 2005

tab delimited data:
test
UNITED STATES	63	74	280	1,159	1,265	57	86	603	1,302	1,677	15	40	122	371	343						
NEW ENGLAND	-	6	22	62	135	-	2	8	41	40	-	2	11	14	17						
Conn.	-	1	3	10	20	-	0	5	-	17	-	0	8	4	3						
Maine	-	0	2	3	-	-	0	2	2	4	-	0	1	2	1						
Mass.	-	4	14	28	94	-	1	7	32	11	-	1	5	6	9						
N.H.	-	1	12	14	14	-	0	2	4	4	-	0	1	1	3						
R.I.	-	0	4	2	5	-	0	2	3	-	-	0	10	-	1						
Vt.	-	0	2	5	2	-	0	1	-	4	-	0	3	1	-						
MID. ATLANTIC	2	10	24	61	218	3	9	54	118	211	5	11	53	102	103						
N.J.	-	2	9	17	39	-	2	7	32	51	-	1	13	6	14						
N.Y. (Upstate)	2	1	16	16	30	3	1	42	24	25	3	3	30	38	28						
N.Y. City	-	3	10	13	109	-	2	5	13	54	-	2	20	9	13						
Pa.	-	1	6	15	40	-	3	9	49	81	2	5	17	49	48						
E.N. CENTRAL	3	6	17	84	136	4	8	26	92	188	2	7	26	66	78						
Ill.	-	1	9	11	44	-	2	7	-	49	-	1	5	7	13						
Ind.	2	1	10	8	15	-	0	17	10	7	-	0	6	2	7						
Mich.	1	2	8	39	37	1	3	7	45	68	-	2	6	19	20						
Ohio	-	1	4	25	23	3	2	8	35	52	2	3	19	36	32						
Wis.	-	0	5	1	17	-	0	6	2	12	-	0	3	2	6						
W.N. CENTRAL	-	2	29	40	43	2	5	14	39	83	-	1	12	11	10						
Iowa	-	0	2	3	8	-	0	2	1	4	-	0	1	-	-						
Kans.	-	0	5	15	7	1	0	3	4	11	-	0	1	1	1						
Minn.	-	0	29	2	3	-	0	9	2	6	-	0	10	-	1						
Mo.	-	0	2	12	22	1	3	8	31	49	-	0	3	7	7						
Nebr.	-	0	3	3	3	-	0	2	1	12	-	0	2	2	-						
N. Dak.	-	0	0	-	-	-	0	0	-	-	-	0	1	-	1						
S. Dak.	-	0	3	5	-	-	0	1	-	1	-	0	6	1	-						
S. ATLANTIC	2	12	34	175	184	20	23	61	346	524	5	9	20	106	72						
Del.	-	0	2	4	2	-	0	4	12	17	-	0	4	1	1						
D.C.	-	0	2	1	2	-	0	4	4	-	-	0	2	4	1						
Fla.	2	5	18	65	68	7	9	19	142	179	2	2	8	48	28						
Ga.	-	1	6	14	33	4	3	8	38	86	-	0	4	3	5						
Md.	-	2	7	23	15	-	2	8	42	60	1	2	9	21	19						
N.C.	-	0	20	40	25	8	0	23	67	53	2	0	3	13	8						
S.C.	-	1	3	7	9	-	2	9	17	49	-	0	2	1	2						
Va.	-	1	11	20	28	1	1	18	11	67	-	1	8	14	5						
W. Va.	-	0	1	1	2	-	0	14	13	13	-	0	3	1	3						
E.S. CENTRAL	2	3	16	40	79	2	6	20	96	135	-	2	6	11	10						
Ala.	-	0	6	2	9	-	1	7	27	26	-	0	2	3	5						
Ky.	1	0	5	18	6	2	1	5	28	27	-	0	4	2	1						
Miss.	-	0	2	2	12	-	1	4	5	28	-	0	1	-	1						
