
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending March 17, 2007 (WEEK 11)*

column labels in same order that data fields appears in each record below:
Reporting Area
Varicella (chickenpox) current week
Varicella (chickenpox) previous 52 weeks median 
Varicella (chickenpox) previous 52 weeks maximum 
Varicella (chickenpox) cummulative for 2007
Varicella (chickenpox) cummulative for 2006
West Nile virus disease † Neuroinvasive current week
West Nile virus disease † Neuroinvasive previous 52 weeks median 
West Nile virus disease † Neuroinvasive previous 52 weeks maximum 
West Nile virus disease † Neuroinvasive cummulative for 2007
West Nile virus disease † Neuroinvasive cummulative for 2006
West Nile virus disease † Non-neuroinvasive § current week
West Nile virus disease † Non-neuroinvasive § previous 52 weeks median 
West Nile virus disease † Non-neuroinvasive § previous 52 weeks maximum 
West Nile virus disease † Non-neuroinvasive § cummulative for 2007
West Nile virus disease † Non-neuroinvasive § cummulative for 2006

tab delimited data:
test
UNITED STATES	619	804	1,432	8,814	11,050	-	1	178	-	3	-	1	399	-	1						
NEW ENGLAND	4	25	72	118	403	-	0	3	-	-	-	0	2	-	-						
Conn.	-	0	0	-	-	-	0	3	-	-	-	0	1	-	-						
Maine	-	3	17	-	81	-	0	0	-	-	-	0	0	-	-						
Mass.	-	0	1	-	92	-	0	1	-	-	-	0	1	-	-						
N.H.	-	5	47	40	74	-	0	0	-	-	-	0	0	-	-						
R.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Vt.	4	12	66	78	156	-	0	0	-	-	-	0	0	-	-						
MID. ATLANTIC	89	105	191	1,269	1,418	-	0	11	-	-	-	0	4	-	-						
N.J.	N	0	0	N	N	-	0	2	-	-	-	0	1	-	-						
N.Y. (Upstate)	N	0	0	N	N	-	0	5	-	-	-	0	1	-	-						
N.Y. City	-	0	0	-	-	-	0	4	-	-	-	0	2	-	-						
Pa.	89	105	191	1,269	1,418	-	0	2	-	-	-	0	1	-	-						
E.N. CENTRAL	228	237	587	2,887	4,559	-	0	43	-	-	-	0	33	-	-						
Ill.	-	1	7	2	22	-	0	23	-	-	-	0	23	-	-						
Ind.	-	0	0	-	-	-	0	7	-	-	-	0	12	-	-						
Mich.	45	98	258	1,130	1,317	-	0	11	-	-	-	0	2	-	-						
Ohio	183	128	449	1,529	2,804	-	0	11	-	-	-	0	3	-	-						
Wis.	-	14	64	226	416	-	0	2	-	-	-	0	2	-	-						
W.N. CENTRAL	28	30	131	478	611	-	0	36	-	-	-	0	79	-	-						
Iowa	N	0	0	N	N	-	0	3	-	-	-	0	4	-	-						
Kans.	19	6	52	258	101	-	0	3	-	-	-	0	3	-	-						
Minn.	-	0	0	-	-	-	0	6	-	-	-	0	7	-	-						
Mo.	9	17	82	176	482	-	0	14	-	-	-	0	2	-	-						
Nebr.	N	0	0	N	N	-	0	9	-	-	-	0	38	-	-						
N. Dak.	-	0	49	24	13	-	0	5	-	-	-	0	28	-	-						
S. Dak.	-	1	15	20	15	-	0	7	-	-	-	0	22	-	-						
S. ATLANTIC	62	86	173	948	1,077	-	0	2	-	-	-	0	7	-	-						
Del.	-	1	6	8	26	-	0	0	-	-	-	0	0	-	-						
D.C.	-	0	5	-	5	-	0	0	-	-	-	0	1	-	-						
Fla.	37	0	42	309	N	-	0	1	-	-	-	0	0	-	-						
Ga.	N	0	0	N	N	-	0	1	-	-	-	0	4	-	-						
Md.	N	0	0	N	N	-	0	2	-	-	-	0	2	-	-						
N.C.	-	0	0	-	-	-	0	1	-	-	-	0	0	-	-						
S.C.	16	20	72	320	262	-	0	1	-	-	-	0	0	-	-						
Va.	-	25	78	1	325	-	0	0	-	-	-	0	2	-	-						
W. Va.	9	25	57	310	459	-	0	1	-	-	-	0	0	-	-						
E.S. CENTRAL	-	4	43	63	-	-	0	15	-	3	-	0	16	-	-						
Ala.	-	4	43	61	-	-	0	2	-	-	-	0	0	-	-						
Ky.	N	0	0	N	N	-	0	2	-	-	-	0	1	-	-						
Miss.	-	0	2	2	-	-	0	10	-	3	-	0	16	-	-						
Tenn.	N	0	0	N	N	-	0	4	-	-	-	0	2	-	-						
W.S. CENTRAL	166	206	962	2,331	2,060	-	0	58	-	-	-	0	26	-	1						
Ark.	13	10	92	118	173	-	0	4	-	-	-	0	2	-	-						
La.	-	1	9	16	11	-	0	13	-	-	-	0	9	-	1						
Okla.	-	0	0	-	-	-	0	6	-	-	-	0	4	-	-						
Tex.	153	175	869	2,197	1,876	-	0	38	-	-	-	0	16	-	-						
MOUNTAIN	42	58	102	701	922	-	0	61	-	-	-	1	228	-	-						
Ariz.	-	0	0	-	-	-	0	9	-	-	-	0	15	-	-						
Colo.	14	23	51	267	521	-	0	10	-	-	-	0	51	-	-						
Idaho	N	0	0	N	N	-	0	30	-	-	-	0	157	-	-						
Mont.	-	0	26	87	N	-	0	3	-	-	-	0	8	-	-						
Nev.	-	0	3	-	1	-	0	9	-	-	-	0	16	-	-						
N. Mex.	-	4	34	68	167	-	0	1	-	-	-	0	1	-	-						
