
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending April 30, 2005 (WEEK 17)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcal Disease, Invasive, Group A cummulative for 2005
Streptococcal Disease, Invasive, Group A cummulative for 2004
Streptococcus pneumoniae, Invasive, Drug Resistant, all ages cummulative for 2005
Streptococcus pneumoniae, Invasive, Drug Resistant, all ages cummulative for 2004
Streptococcus pneumoniae, Invasive, Age < 5 Years cummulative for 2005
Streptococcus pneumoniae, Invasive, Age < 5 Years cummulative for 2004
Syphilis (Primary and Secondary) cummulative for 2005
Syphilis (Primary and Secondary) cummulative for 2004
Syphilis (Congenital) cummulative for 2005
Syphilis (Congenital) cummulative for 2004

tab delimited data:
test
UNITED STATES	1,583	1,827	1,009	993	290	311	2,131	2,419	85	127											
NEW ENGLAND	60	85	9	15	26	39	61	49	-	-											
Maine	2	3	N	N	-	-	1	-	-	-											
N.H.	4	9	-	-	1	N	4	1	-	-											
Vt.	6	4	3	4	2	1	-	-	-	-											
Mass.	42	64	-	5	23	35	50	31	-	-											
R.I.	6	5	6	6	-	3	2	1	-	-											
Conn.	-	-	-	-	U	U	4	16	-	-											
MID. ATLANTIC	355	323	106	66	55	44	273	319	17	16											
Upstate N.Y.	133	103	42	25	35	27	23	23	13	1											
N.Y. City	48	58	U	U	U	U	183	191	3	7											
N.J.	71	63	N	N	9	4	36	62	1	7											
Pa.	103	99	64	41	11	13	31	43	-	1											
E.N. CENTRAL	260	431	244	233	75	82	181	274	12	26											
Ohio	88	118	166	175	35	39	72	81	2	1											
Ind.	35	40	76	58	19	17	17	15	1	1											
Ill.	2	119	2	-	17	-	56	111	1	6											
Mich.	127	121	-	N	-	N	29	56	6	18											
Wis.	8	33	N	N	4	26	7	11	2	-											
W.N. CENTRAL	112	150	18	9	32	29	60	63	-	-											
Minn.	41	68	-	-	15	17	7	10	-	-											
Iowa	N	N	N	N	-	N	1	2	-	-											
Mo.	35	36	16	8	1	6	44	34	-	-											
N. Dak.	2	5	-	-	1	-	-	-	-	-											
S. Dak.	9	8	2	1	-	-	-	-	-	-											
Nebr.	8	10	-	-	3	4	2	5	-	-											
Kans.	17	23	N	N	12	2	6	12	-	-											
S. ATLANTIC	342	359	436	501	38	22	556	608	17	20											
Del.	-	2	1	3	-	N	5	2	-	-											
Md.	92	57	-	-	26	17	105	103	6	3											
D.C.	3	3	12	6	2	4	39	19	-	1											
Va.	27	23	N	N	-	N	30	16	3	1											
W. Va.	8	12	37	46	10	1	2	3	-	-											
N.C.	45	48	N	N	U	U	78	48	3	1											
S.C.	11	33	-	45	-	N	25	45	-	5											
Ga.	68	97	154	136	-	N	41	121	-	1											
Fla.	88	84	232	265	-	N	231	251	5	8											
E.S. CENTRAL	69	96	68	65	3	-	120	119	10	4											
Ky.	17	33	11	16	N	N	9	17	-	-											
Tenn.	52	63	57	49	-	N	51	48	8	1											
Ala.	-	-	-	-	-	N	51	39	2	2											
Miss.	-	-	-	-	3	-	9	15	-	1											
W.S. CENTRAL	77	138	60	31	35	72	390	374	19	30											
Ark.	7	4	6	5	6	4	15	16	-	3											
La.	4	1	54	26	8	18	71	84	2	2											
Okla.	55	24	N	N	14	23	12	7	1	2											
Tex.	11	109	N	N	7	27	292	267	16	23											
MOUNTAIN	272	209	37	16	26	23	104	131	10	6											
Mont.	-	-	-	-	-	-	5	-	-	-											
Idaho	1	4	N	N	-	N	9	8	-	-											
Wyo.	1	5	15	4	-	-	-	1	-	-											
Colo.	114	37	N	N	25	21	13	23	-	-											
N. Mex.	18	46	-	5	-	-	7	35	1	2											
Ariz.	102	101	N	N	-	N	45	57	9	4											
Utah	35	16	21	5	1	2	2	2	-	-											
Nev.	1	-	1	2	-	-	23	5	-	-											
PACIFIC	36	36	31	57	-	-	386	482	-	25											
Wash.	N	N	N	N	N	N	51	26	-	-											
Oreg.	N	N	N	N	-	N	10	14	-	-											
Calif.	-	-	N	N	N	N	320	439	-	25											
Alaska	-	-	-	-	-	N	3	-	-	-											
Hawaii	36	36	31	57	-	-	2	3	-	-											
Guam	-	-	-	-	-	-	-	-	-	-											
P.R.	N	N	N	N	-	N	42	48	5	2											
V.I.	-	-	-	-	-	-	-	4	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2004 and 2005 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


