
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending August 18, 2007 (WEEK 33)*

column labels in same order that data fields appears in each record below:
Reporting Area
Varicella (chickenpox) current week
Varicella (chickenpox) previous 52 weeks median 
Varicella (chickenpox) previous 52 weeks maximum 
Varicella (chickenpox) cummulative for 2007
Varicella (chickenpox) cummulative for 2006
West Nile virus disease † Neuroinvasive current week
West Nile virus disease † Neuroinvasive previous 52 weeks median 
West Nile virus disease † Neuroinvasive previous 52 weeks maximum 
West Nile virus disease † Neuroinvasive cummulative for 2007
West Nile virus disease † Neuroinvasive cummulative for 2006
West Nile virus disease † Non-neuroinvasive § current week
West Nile virus disease † Non-neuroinvasive § previous 52 weeks median 
West Nile virus disease † Non-neuroinvasive § previous 52 weeks maximum 
West Nile virus disease † Non-neuroinvasive § cummulative for 2007
West Nile virus disease † Non-neuroinvasive § cummulative for 2006

tab delimited data:
test
UNITED STATES	116	795	2,813	24,780	31,416	2	1	178	179	848	6	2	383	397	1,649						
NEW ENGLAND	1	18	124	478	3,147	-	0	3	2	2	-	0	2	-	1						
Conn.	-	0	76	1	1,105	-	0	3	2	2	-	0	1	-	1						
Maine	-	0	7	-	170	-	0	0	-	-	-	0	0	-	-						
Mass.	-	0	2	-	1,140	-	0	1	-	-	-	0	1	-	-						
N.H.	1	8	17	212	241	-	0	0	-	-	-	0	0	-	-						
R.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Vt.	-	9	66	265	491	-	0	0	-	-	-	0	0	-	-						
MID. ATLANTIC	36	110	195	3,078	3,334	-	0	11	1	11	-	0	2	-	7						
N.J.	N	0	0	N	N	-	0	2	-	2	-	0	1	-	1						
N.Y. (Upstate)	N	0	0	N	N	-	0	5	-	2	-	0	1	-	2						
N.Y. City	-	0	0	-	-	-	0	4	-	3	-	0	1	-	3						
Pa.	36	110	195	3,078	3,334	-	0	2	1	4	-	0	0	-	1						
E.N. CENTRAL	1	229	568	7,053	10,354	-	0	42	9	81	-	0	33	3	69						
Ill.	1	2	11	98	94	-	0	24	8	52	-	0	22	3	45						
Ind.	-	0	0	-	-	-	0	5	-	9	-	0	12	-	12						
Mich.	-	97	258	2,861	3,075	-	0	10	-	7	-	0	4	-	3						
Ohio	-	107	449	3,309	6,434	-	0	11	1	7	-	0	3	-	3						
Wis.	-	19	80	785	751	-	0	2	-	6	-	0	2	-	6						
W.N. CENTRAL	5	32	136	1,214	1,250	1	0	37	52	137	-	0	75	146	320						
Iowa	N	0	0	N	N	-	0	3	1	11	-	0	4	2	11						
Kans.	-	9	52	430	237	-	0	2	3	13	-	0	2	3	9						
Minn.	-	0	0	-	-	-	0	7	11	18	-	0	6	13	24						
Mo.	5	16	78	640	945	-	0	14	2	27	-	0	2	3	4						
Nebr.	N	0	0	N	N	-	0	9	2	31	-	0	38	25	117						
N. Dak.	-	0	60	84	34	-	0	4	8	13	-	0	24	44	98						
S. Dak.	-	2	15	60	34	1	0	8	25	24	-	0	12	56	57						
S. ATLANTIC	10	96	239	3,244	3,063	-	0	2	6	9	-	0	7	4	1						
Del.	-	1	6	24	45	-	0	0	-	-	-	0	0	-	-						
D.C.	-	0	8	14	24	-	0	0	-	-	-	0	1	-	1						
Fla.	7	16	81	813	N	-	0	1	3	3	-	0	0	-	-						
Ga.	N	0	0	N	N	-	0	1	2	2	-	0	4	4	-						
Md.	N	0	0	N	N	-	0	2	-	3	-	0	1	-	-						
N.C.	-	0	0	-	-	-	0	1	-	-	-	0	0	-	-						
S.C.	-	18	72	695	805	-	0	1	-	-	-	0	0	-	-						
Va.	2	26	190	961	1,158	-	0	1	1	-	-	0	2	-	-						
W. Va.	1	23	50	737	1,031	-	0	0	-	1	-	0	0	-	-						
E.S. CENTRAL	3	3	571	337	27	-	0	15	12	67	-	0	17	10	49						
Ala.	3	3	571	335	26	-	0	2	5	5	-	0	1	2	-						
Ky.	N	0	0	N	N	-	0	2	1	-	-	0	1	-	-						
Miss.	-	0	2	2	1	-	0	10	6	54	-	0	16	8	47						
Tenn.	N	0	0	N	N	-	0	5	-	8	-	0	2	-	2						
W.S. CENTRAL	46	181	1,640	7,501	8,369	-	0	36	17	259	-	0	26	9	121						
Ark.	18	13	105	530	608	-	0	5	3	18	-	0	1	-	5						
La.	-	2	11	91	181	-	0	12	1	53	-	0	10	1	44						
Okla.	-	0	0	-	-	-	0	3	4	17	-	0	4	4	7						
Tex.	28	163	1,534	6,880	7,580	-	0	17	9	171	-	0	16	4	65						
MOUNTAIN	14	56	131	1,850	1,872	-	0	53	37	233	1	1	211	148	907						
Ariz.	-	0	0	-	-	-	0	10	10	6	-	0	14	6	6						
Colo.	8	22	62	707	985	-	0	11	10	33	-	0	51	62	154						
Idaho	N	0	0	N	N	-	0	25	1	116	1	0	114	23	583						
Mont.	-	5	40	285	N	-	0	2	1	7	-	0	8	5	16						
Nev.	-	0	1	1	9	-	0	5	1	30	-	0	17	2	67						
N. Mex.	1	6	37	291	301	-	0	3	6	1	-	0	2	5	2						
Utah	5	15	73	548	544	-	0	8	2	34	-	0	17	2	57						
Wyo.	-	0	11	18	33	-	0	7	6	6	-	0	16	43	22						
PACIFIC	-	0	9	25	-	1	0	13	43	49	5	0	32	77	174						
Alaska	-	0	9	25	N	-	0	0	-	-	-	0	0	-	-						
Calif.	-	0	0	-	N	1	0	13	43	46	5	0	22	77	129						
Hawaii	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Oreg.	N	0	0	N	N	-	0	2	-	3	-	0	10	-	43						
Wash.	N	0	0	N	N	-	0	0	-	-	-	0	1	-	2						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	-	-	U	U	U	-	-	U	U	U	-	-	U	U						
Guam	-	6	30	130	159	-	0	0	-	-	-	0	0	-	-						
P.R.	1	13	31	460	381	-	0	0	-	-	-	0	0	-	-						
V.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2006 and 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Updated weekly from reports to the Division of Vector-Borne Infectious Diseases, National Center for Zoonotic, 
Vector-Borne, and Enteric Diseases (ArboNet Surveillance). Data for California serogroup, eastern equine, 
Powassan, St. Louis, and western equine diseases are available in Table I.

§ Not notifiable in all states.  Data from states where the condition is not notifiable are excluded from this table, 
except starting in 2007 for the Arboviral diseases and influenza-associated pediatric mortality, and in 2003 for 
SARS-CoV.  Reporting exceptions are available at http://wwwn.cdc.gov/nndss/document/SRCA_FINAL_REPORT_2006-2010.xlsx.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


