
TABLE II. (Part 10)  Provisional cases of selected notifiable diseases, United States, week ending March 10, 2012 (WEEK 10)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease †, all ages current week
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2012
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2011
Streptococcus pneumoniae, invasive disease †, age <5 years current week
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2012
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2011
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2012
Syphillis, primary & secondary cummulative for 2011

tab delimited data:
test
UNITED STATES	255	264	526	3,023	4,086	16	21	43	202	249	64	269	307	1,840	2,523						
NEW ENGLAND	4	13	31	124	216	-	1	4	6	8	4	7	23	67	74						
Conn.	-	6	20	54	100	-	0	3	2	2	-	0	12	-	13						
Maine	1	2	8	23	28	-	0	1	1	1	2	0	2	4	2						
Mass.	-	0	3	5	7	-	0	2	2	3	1	5	10	45	45						
N.H.	-	1	6	14	35	-	0	1	1	-	1	0	3	5	4						
R.I.	-	1	5	11	36	-	0	1	-	1	-	0	7	13	8						
Vt.	3	1	6	17	10	-	0	2	-	1	-	0	2	-	2						
MID. ATLANTIC	34	31	68	470	441	1	2	11	23	22	8	29	48	200	319						
N.J.	-	12	26	104	218	-	0	4	8	12	-	3	11	8	36						
N.Y. (Upstate)	29	2	37	245	17	1	1	10	11	10	7	3	12	26	29						
N.Y. City	5	12	25	121	206	-	0	9	4	-	-	14	24	86	184						
Pa.	N	0	0	N	N	N	0	0	N	N	1	7	17	80	70						
E.N. CENTRAL	53	63	122	649	808	2	3	10	36	43	4	31	49	135	333						
Ill.	N	0	0	N	N	-	0	0	-	-	3	12	24	52	141						
Ind.	-	14	36	101	213	-	1	4	3	12	1	3	8	29	36						
Mich.	4	13	26	130	159	-	1	2	8	10	-	4	12	15	57						
Ohio	46	27	42	320	330	2	1	7	16	16	-	7	17	35	88						
Wis.	3	9	23	98	106	-	0	2	9	5	-	1	6	4	11						
W.N. CENTRAL	2	3	28	41	38	-	0	2	3	2	-	5	13	5	80						
Iowa	N	0	0	N	N	N	0	0	N	N	-	0	3	4	4						
Kans.	N	0	0	N	N	N	0	0	N	N	-	0	4	-	4						
Minn.	-	0	0	-	-	-	0	0	-	-	-	2	8	-	34						
Mo.	N	0	0	N	N	-	0	0	-	-	-	2	8	-	35						
Nebr.	2	2	8	41	38	-	0	2	3	2	-	0	2	1	3						
N. Dak.	-	0	25	-	-	-	0	1	-	-	-	0	1	-	-						
S. Dak.	N	0	0	N	N	-	0	0	-	-	-	0	0	-	-						
S. ATLANTIC	87	65	143	816	1,145	8	5	15	60	74	30	68	86	542	594						
Del.	2	1	5	12	21	-	0	0	-	-	-	0	4	7	4						
D.C.	-	0	5	1	16	-	0	1	1	2	-	3	9	33	36						
