
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending December 20, 2008 (WEEK 51)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcal disease, invasive, group A current week
Streptococcal disease, invasive, group A previous 52 weeks median 
Streptococcal disease, invasive, group A previous 52 weeks maximum 
Streptococcal disease, invasive, group A cummulative for 2008
Streptococcal disease, invasive, group A cummulative for 2007
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years current week
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2008
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2007

tab delimited data:
test
UNITED STATES	47	95	259	4,976	5,035	22	33	166	1,591	1,866											
NEW ENGLAND	2	6	31	323	378	-	1	14	71	127											
Conn.	1	0	26	101	113	-	0	11	11	13											
Maine	1	0	3	27	27	-	0	1	2	4											
Mass.	-	2	8	138	185	-	0	5	39	87											
N.H.	-	0	2	27	27	-	0	1	11	13											
R.I.	-	0	9	18	8	-	0	2	7	8											
Vt.	-	0	2	12	18	-	0	1	1	2											
MID. ATLANTIC	10	18	43	973	915	2	4	19	203	333											
N.J.	-	2	11	138	168	-	1	6	62	72											
N.Y. (Upstate)	5	6	17	321	278	2	2	14	100	109											
N.Y. City	-	3	10	184	223	-	0	8	41	152											
Pa.	5	7	16	330	246	N	0	0	N	N											
E.N. CENTRAL	5	18	42	901	951	2	5	23	258	311											
Ill.	-	4	16	242	283	-	0	5	48	83											
Ind.	3	2	11	130	117	-	0	14	35	23											
Mich.	1	3	10	168	199	-	1	5	77	82											
Ohio	1	5	14	254	230	2	1	5	61	64											
Wis.	-	1	10	107	122	-	1	4	37	59											
W.N. CENTRAL	8	5	39	375	332	4	2	16	154	100											
Iowa	-	0	0	-	-	-	0	0	-	-											
Kans.	-	0	5	36	32	-	0	3	19	2											
Minn.	6	0	35	172	160	2	0	13	71	53											
Mo.	-	2	10	89	84	2	1	2	37	26											
Nebr.	2	1	3	43	25	-	0	2	9	17											
N. Dak.	-	0	5	12	19	-	0	2	8	1											
S. Dak.	-	0	2	23	12	-	0	1	10	1											
S. ATLANTIC	9	21	37	1,068	1,230	4	6	16	292	338											
Del.	-	0	2	9	10	-	0	0	-	-											
D.C.	-	0	4	23	17	-	0	1	2	3											
Fla.	4	5	10	263	304	3	1	4	68	69											
Ga.	-	4	14	230	253	-	1	5	66	83											
Md.	2	4	8	175	207	-	1	5	58	70											
N.C.	2	3	10	136	161	N	0	0	N	N											
S.C.	1	1	5	73	101	1	1	4	51	55											
Va.	-	3	12	126	150	-	0	6	39	50											
W. Va.	-	0	3	33	27	-	0	1	8	8											
E.S. CENTRAL	3	3	9	171	208	1	2	11	98	108											
Ala.	N	0	0	N	N	N	0	0	N	N											
Ky.	2	1	3	41	39	N	0	0	N	N											
Miss.	N	0	0	N	N	-	0	3	20	11											
Tenn.	1	3	6	130	169	1	1	9	78	97											
W.S. CENTRAL	5	9	85	462	316	7	5	66	271	284											
Ark.	-	0	2	5	18	-	0	2	7	19											
La.	-	0	2	16	16	-	0	2	10	38											
Okla.	-	2	19	114	66	-	1	7	61	58											
Tex.	5	6	65	327	216	7	3	58	193	169											
MOUNTAIN	4	10	22	535	558	2	4	13	225	252											
Ariz.	1	3	9	191	205	1	2	8	111	123											
Colo.	1	3	8	145	140	1	1	4	58	51											
Idaho	-	0	2	15	18	-	0	1	5	2											
Mont.	N	0	0	N	N	-	0	1	4	1											
Nev.	-	0	1	12	2	N	0	0	N	N											
N. Mex.	1	2	8	97	104	-	0	3	18	43											
Utah	1	1	5	68	84	-	0	4	28	32											
Wyo.	-	0	2	7	5	-	0	1	1	-											
PACIFIC	1	3	8	168	147	-	0	2	19	13											
Alaska	-	1	4	40	25	N	0	0	N	N											
Calif.	-	0	0	-	-	N	0	0	N	N											
Hawaii	1	2	8	128	122	-	0	2	19	13											
Oreg.	N	0	0	N	N	N	0	0	N	N											
Wash.	N	0	0	N	N	N	0	0	N	N											
Amer. Samoa	-	0	12	30	4	N	0	0	N	N											
C.N.M.I.	-	-	-	-	-	-	-	-	-	-											
Guam	-	0	0	-	14	-	0	0	-	-											
P.R.	N	0	0	N	N	N	0	0	N	N											
V.I.	-	0	0	-	-	N	0	0	N	N											

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting year 2008 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease, in children aged <5 years, caused by Streptococcus pneumoniae, 
which is susceptible or for which susceptibility testing is not available (NNDSS event code 11717).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


