
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending August 25, 2012 (WEEK 34)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2012
Shigellosis cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Confirmed current week
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Confirmed cummulative for 2011
Spotted Fever Rickettsiosis (including RMSF) † Probable current week
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks median 
Spotted Fever Rickettsiosis (including RMSF) † Probable previous 52 weeks maximum 
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2012
Spotted Fever Rickettsiosis (including RMSF) † Probable cummulative for 2011

tab delimited data:
test
UNITED STATES	166	262	426	7,886	7,637	-	3	14	114	163	34	55	350	2,425	1,322						
NEW ENGLAND	1	3	13	100	182	-	0	1	1	2	-	0	2	13	7						
Conn.	-	0	4	19	30	-	0	0	-	-	-	0	0	-	-						
Maine	-	0	8	6	19	-	0	0	-	-	-	0	1	3	-						
Mass.	1	2	7	68	122	-	0	0	-	-	-	0	2	6	4						
N.H.	-	0	1	4	2	-	0	0	-	2	-	0	1	1	1						
R.I.	-	0	2	1	6	-	0	0	-	-	-	0	1	3	2						
Vt.	-	0	1	2	3	-	0	1	1	-	-	0	0	-	-						
MID. ATLANTIC	9	45	89	1,597	503	-	0	2	17	3	-	2	9	44	98						
N.J.	-	20	47	743	117	-	0	1	-	2	-	0	7	-	79						
N.Y. (Upstate)	6	10	41	399	145	-	0	1	4	1	-	0	3	10	4						
N.Y. City	2	13	28	373	166	-	0	0	-	-	-	0	2	11	5						
Pa.	1	2	8	82	75	-	0	2	13	-	-	0	3	23	10						
E.N. CENTRAL	49	19	44	811	597	-	0	2	11	8	-	2	12	122	72						
Ill.	-	3	16	101	160	-	0	1	2	-	-	1	10	69	39						
Ind.	-	1	6	37	50	-	0	2	9	3	-	0	4	37	19						
Mich.	3	4	14	123	114	-	0	0	-	-	-	0	1	2	1						
Ohio	46	9	33	550	219	-	0	0	-	3	-	0	2	14	9						
Wis.	-	0	4	-	54	-	0	0	-	2	-	0	2	-	4						
W.N. CENTRAL	12	7	28	285	262	-	0	6	24	17	1	5	34	396	209						
Iowa	1	0	5	25	10	-	0	0	-	-	-	0	1	5	6						
Kans.	-	2	9	82	38	-	0	0	-	-	-	0	0	-	-						
Minn.	-	0	4	-	56	-	0	0	-	-	-	0	2	-	6						
Mo.	1	2	7	66	146	-	0	5	22	10	-	5	34	385	194						
Nebr.	10	0	20	103	8	-	0	1	1	5	1	0	1	5	3						
N. Dak.	-	0	2	4	-	-	0	1	1	1	-	0	0	-	-						
S. Dak.	-	0	2	5	4	-	0	0	-	1	-	0	1	1	-						
S. ATLANTIC	46	60	135	1,874	2,459	-	1	7	37	99	8	12	80	643	315						
Del.	-	0	2	6	3	-	0	0	-	-	-	0	2	18	17						
D.C.	-	0	6	14	16	-	0	0	-	1	-	0	1	1	1						
Fla.	40	43	66	1,296	1,737	-	0	1	2	2	2	0	4	24	4						
Ga.	-	13	24	247	377	-	0	5	20	73	-	0	0	-	-						
Md.	4	3	15	152	60	-	0	1	-	2	1	0	3	18	14						
N.C.	-	2	9	86	159	-	0	3	5	10	-	0	52	233	160						
S.C.	-	1	54	18	37	-	0	1	7	8	2	0	3	22	16						
Va.	2	1	7	54	65	-	0	1	3	3	3	5	34	327	100						
W. Va.	-	0	1	1	5	-	0	0	-	-	-	0	1	-	3						
E.S. CENTRAL	2	21	52	682	530	-	0	2	5	7	11	7	55	609	258						
Ala.	-	6	22	193	127	-	0	1	2	1	-	2	8	81	51						
Ky.	-	5	21	209	167	-	0	1	1	1	-	0	5	30	-						
Miss.	1	5	24	162	105	-	0	0	-	1	-	0	2	4	15						
Tenn.	1	3	10	118	131	-	0	2	2	4	11	5	49	494	192						
W.S. CENTRAL	27	56	189	1,535	1,921	-	0	6	3	9	14	12	292	560	325						
Ark.	2	1	7	44	64	-	0	2	2	6	14	10	53	473	288						
La.	-	5	18	110	314	-	0	0	-	-	-	0	1	3	6						
Okla.	10	7	55	310	67	-	0	5	1	2	-	0	260	49	21						
Tex.	15	40	122	1,071	1,476	-	0	1	-	1	-	1	13	35	10						
MOUNTAIN	8	12	41	348	514	-	0	3	10	16	-	1	5	32	35						
Ariz.	1	7	28	202	195	-	0	3	10	15	-	0	4	20	23						
Colo.	-	1	19	53	53	-	0	0	-	-	-	0	1	2	1						
Idaho	-	0	2	7	13	-	0	0	-	-	-	0	2	3	1						
Mont.	-	0	3	10	114	-	0	0	-	-	-	0	1	1	1						
Nev.	7	0	5	26	14	-	0	0	-	-	-	0	1	-	-						
N. Mex.	-	1	5	33	85	-	0	0	-	-	-	0	1	1	-						
Utah	-	0	3	13	38	-	0	0	-	1	-	0	1	3	3						
Wyo.	-	0	3	4	2	-	0	0	-	-	-	0	2	2	6						
PACIFIC	12	19	45	654	669	-	0	2	6	2	-	0	3	6	3						
Alaska	-	0	2	7	5	N	0	0	N	N	N	0	0	N	N						
