
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending January 25, 2003 (WEEK 04)*

column labels in same order that data fields appears in each record below:
Reporting Area
Malaria cummulative for 2003
Malaria cummulative for 2002
Meningococcal Disease cummulative for 2003
Meningococcal Disease cummulative for 2002
Pertussis cummulative for 2003
Pertussis cummulative for 2002
Rabies, Animal cummulative for 2003
Rabies, Animal cummulative for 2002
Rocky Mountain Spotted Fever cummulative for 2003
Rocky Mountain Spotted Fever cummulative for 2002

tab delimited data:
test
UNITED STATES	51	68	77	115	179	297	188	361	17	20											
NEW ENGLAND	1	7	4	9	51	83	31	24	-	-											
Maine	1	-	-	1	-	3	-	2	-	-											
N.H.	-	3	-	-	-	-	2	-	-	-											
Vt.	-	-	-	2	12	13	2	4	-	-											
Mass.	-	3	3	6	39	62	13	7	-	-											
R.I.	-	-	-	-	-	-	-	2	-	-											
Conn.	-	1	1	-	-	5	14	9	-	-											
MID. ATLANTIC	21	17	3	18	7	6	21	46	1	2											
Upstate N.Y.	1	1	-	5	7	4	14	33	-	-											
N.Y. City	20	7	2	3	-	2	5	-	1	-											
N.J.	-	8	-	3	-	-	-	8	-	-											
Pa.	-	1	1	7	-	-	2	5	-	2											
E.N. CENTRAL	4	8	13	18	24	41	1	1	1	1											
Ohio	2	3	6	10	22	18	-	-	1	1											
Ind.	-	-	3	-	-	-	-	1	-	-											
Ill.	-	3	-	2	-	8	-	-	-	-											
Mich.	2	2	3	3	2	4	1	-	-	-											
Wis.	-	-	1	3	-	11	-	-	-	-											
W.N. CENTRAL	4	4	6	6	10	32	30	29	1	-											
Minn.	2	-	1	-	-	-	3	1	-	-											
Iowa	2	1	2	-	-	15	3	3	1	-											
Mo.	-	2	1	4	6	11	-	-	-	-											
N. Dak.	-	-	-	-	-	-	5	-	-	-											
S. Dak.	-	-	-	1	-	-	-	13	-	-											
Nebr.	-	-	-	1	-	-	-	-	-	-											
Kans.	-	1	2	-	4	6	19	12	-	-											
S. ATLANTIC	13	8	18	12	36	14	93	77	13	16											
Del.	-	-	3	-	-	1	-	-	-	-											
Md.	5	5	2	1	7	3	2	24	4	4											
D.C.	-	1	-	-	-	-	-	-	-	-											
Va.	-	-	-	-	-	-	15	17	-	-											
W. Va.	1	-	-	-	-	-	4	7	-	-											
N.C.	-	2	3	1	12	7	27	26	9	12											
S.C.	-	-	-	-	-	2	8	3	-	-											
Ga.	1	-	1	3	13	-	35	-	-	-											
Fla.	6	-	9	7	4	1	2	-	-	-											
E.S. CENTRAL	1	3	7	4	5	14	1	108	-	1											
Ky.	-	-	-	-	1	5	-	-	-	-											
Tenn.	-	1	2	-	-	2	-	108	-	1											
Ala.	1	1	2	4	4	1	1	-	-	-											
Miss.	-	1	3	-	-	6	-	-	-	-											
W.S. CENTRAL	1	1	5	18	-	35	3	56	-	-											
Ark.	-	-	1	3	-	32	-	-	-	-											
La.	1	1	3	1	-	-	-	-	-	-											
Okla.	-	-	1	-	-	1	3	8	-	-											
Tex.	-	-	-	14	-	2	-	48	-	-											
MOUNTAIN	-	1	4	10	40	39	6	8	-	-											
Mont.	-	-	-	-	-	1	1	-	-	-											
Idaho	-	-	-	-	1	4	-	-	-	-											
Wyo.	-	-	-	-	-	1	-	1	-	-											
Colo.	-	-	-	4	19	23	-	-	-	-											
N. Mex.	-	-	1	-	1	8	-	-	-	-											
Ariz.	-	-	3	2	13	-	5	7	-	-											
Utah	-	-	-	-	3	1	-	-	-	-											
Nev.	-	1	-	4	3	1	-	-	-	-											
PACIFIC	6	19	17	20	6	33	2	12	1	-											
Wash.	2	-	2	2	-	-	-	-	-	-											
Oreg.	3	-	5	6	6	11	-	-	-	-											
Calif.	1	17	10	12	-	21	2	4	1	-											
Alaska	-	-	-	-	-	-	-	8	-	-											
Hawaii	-	2	-	-	-	1	-	-	-	-											
Guam	-	-	-	-	-	-	-	-	-	-											
P.R.	-	-	-	1	-	-	-	6	-	-											
V.I.	-	-	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2002 and 2003 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


