
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending June 9, 2007 (WEEK 23)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2007
Chlamydia† cummulative for 2006
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2007
Coccidioidomycosis cummulative for 2006
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2007
Cryptosporidiosis cummulative for 2006

tab delimited data:
test
UNITED STATES	9,475	20,284	25,263	427,366	442,651	64	152	658	3,442	3,823	21	68	319	1,071	1,195						
NEW ENGLAND	834	673	1,357	15,475	13,698	-	0	0	-	-	1	5	27	64	95						
Conn.	361	221	829	4,529	3,518	N	0	0	N	N	-	0	11	11	38						
Maine	47	48	73	1,138	932	-	0	0	-	-	1	0	6	11	13						
Mass.	338	309	600	7,075	6,417	-	0	0	-	-	-	2	19	18	28						
N.H.	28	39	69	861	794	-	0	0	-	-	-	1	4	11	12						
R.I.	40	67	108	1,490	1,491	-	0	0	-	-	-	0	5	5	1						
Vt.	20	20	45	382	546	N	0	0	N	N	-	1	4	8	3						
MID. ATLANTIC	1,740	2,615	4,284	61,246	54,346	-	0	0	-	-	2	10	37	134	187						
N.J.	135	376	541	6,751	8,453	N	0	0	N	N	-	0	5	-	9						
N.Y. (Upstate)	443	509	2,758	10,828	10,124	N	0	0	N	N	2	3	14	46	38						
N.Y. City	671	769	1,521	19,707	18,406	N	0	0	N	N	-	2	10	23	59						
Pa.	491	812	1,790	23,960	17,363	N	0	0	N	N	-	4	18	65	81						
E.N. CENTRAL	857	3,163	6,257	72,889	75,555	-	1	3	14	17	4	15	110	241	268						
Ill.	422	1,005	1,295	20,410	24,010	-	0	0	-	-	-	2	22	25	37						
Ind.	277	382	644	9,090	9,061	-	0	0	-	-	1	1	18	21	20						
Mich.	-	740	1,225	15,567	14,208	-	0	3	10	13	-	3	10	57	38						
Ohio	54	643	3,650	19,653	18,794	-	0	2	4	4	3	5	33	78	91						
Wis.	104	371	528	8,169	9,482	N	0	0	N	N	-	4	53	60	82						
W.N. CENTRAL	656	1,200	1,448	25,229	26,946	-	0	54	3	-	1	12	77	168	186						
Iowa	-	167	243	3,642	3,688	N	0	0	N	N	-	2	28	31	18						
Kans.	184	147	309	3,484	3,618	N	0	0	N	N	-	1	8	25	26						
Minn.	-	244	314	4,239	5,700	-	0	54	-	-	1	2	25	46	68						
Mo.	311	456	628	10,056	9,799	-	0	1	3	-	-	2	21	32	36						
Nebr.	114	105	184	2,272	2,198	N	0	0	N	N	-	1	16	6	13						
N. Dak.	-	30	69	446	797	N	0	0	N	N	-	0	11	1	3						
S. Dak.	47	49	84	1,090	1,146	N	0	0	N	N	-	1	7	27	22						
S. ATLANTIC	3,154	3,905	6,760	82,231	84,683	-	0	1	1	2	13	18	70	272	266						
Del.	115	69	111	1,500	1,568	N	0	0	N	N	-	0	3	2	1						
D.C.	83	81	167	2,443	1,344	-	0	0	-	-	-	0	2	3	7						
Fla.	842	1,030	1,651	22,568	21,072	N	0	0	N	N	4	9	32	136	106						
Ga.	2	691	3,822	9,872	15,288	N	0	0	N	N	-	3	17	48	84						
Md.	459	402	694	8,430	8,897	-	0	1	1	2	1	0	2	12	6						
N.C.	1,233	631	1,207	13,876	15,674	-	0	0	-	-	7	1	11	33	29						
S.C.	-	426	2,105	11,440	9,247	N	0	0	N	N	-	1	14	17	14						
Va.	387	495	685	10,915	10,289	N	0	0	N	N	-	1	5	17	17						
W. Va.	33	54	85	1,187	1,304	N	0	0	N	N	1	0	3	4	2						
E.S. CENTRAL	742	1,412	2,044	28,134	33,498	-	0	0	-	-	-	3	15	50	44						
Ala.	32	367	539	2,787	10,625	N	0	0	N	N	-	1	12	19	16						
Ky.	244	130	691	3,477	4,144	N	0	0	N	N	-	1	3	15	11						
Miss.	-	405	959	9,333	7,761	N	0	0	N	N	-	0	8	8	6						
Tenn.	466	531	698	12,537	10,968	N	0	0	N	N	-	1	5	8	11						
W.S. CENTRAL	265	2,171	3,028	45,706	50,212	-	0	1	-	-	-	5	45	38	66						
Ark.	-	167	337	3,464	3,495	N	0	0	N	N	-	0	3	2	7						
La.	-	321	610	6,599	7,770	-	0	1	-	-	-	1	9	14	13						
Okla.	265	258	471	5,516	5,300	N	0	0	N	N	-	1	9	16	14						
Tex.	-	1,451	1,911	30,127	33,647	N	0	0	N	N	-	1	36	6	32						
MOUNTAIN	144	1,334	2,026	23,295	28,388	64	99	293	2,353	2,714	-	5	40	75	51						
Ariz.	25	463	993	6,533	8,626	64	98	293	2,303	2,635	-	0	5	14	6						
Colo.	-	299	416	4,131	6,878	N	0	0	N	N	-	1	7	23	14						
