
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending June 30, 2007 (WEEK 26)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2006
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years current week
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2006
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2007
Syphillis, primary & secondary cummulative for 2006

tab delimited data:
test
UNITED STATES	16	45	254	1,339	1,479	4	8	35	235	229	83	194	310	4,598	4,509						
NEW ENGLAND	-	1	12	27	86	-	0	3	5	2	1	4	13	107	100						
Conn.	-	0	5	-	66	-	0	0	-	-	-	0	10	13	19						
Maine	-	0	2	6	5	-	0	2	1	1	-	0	1	2	7						
Mass.	-	0	0	-	-	-	0	0	-	-	1	2	7	68	59						
N.H.	-	0	0	-	-	-	0	0	-	-	-	0	2	11	6						
R.I.	-	0	4	10	6	-	0	1	2	-	-	0	5	12	7						
Vt.	-	0	2	11	9	-	0	1	2	1	-	0	1	1	2						
MID. ATLANTIC	2	2	9	82	90	1	0	5	20	11	22	25	44	774	574						
N.J.	-	0	0	-	-	-	0	0	-	-	-	3	8	75	85						
N.Y. (Upstate)	1	1	5	28	28	-	0	4	7	5	4	2	14	66	76						
N.Y. City	-	0	0	-	-	-	0	0	-	-	17	15	35	515	278						
Pa.	1	2	6	54	62	1	0	2	13	6	1	4	12	118	135						
E.N. CENTRAL	8	9	40	343	334	1	1	7	43	52	-	15	32	348	454						
Ill.	-	0	2	6	18	-	0	1	1	5	-	7	13	149	239						
Ind.	6	2	31	92	86	-	0	5	10	14	-	1	5	21	39						
Mich.	-	0	1	2	15	-	0	1	1	2	-	2	10	54	53						
Ohio	2	5	38	243	215	1	1	5	31	31	-	4	9	95	99						
Wis.	N	0	0	N	N	-	0	0	-	-	-	1	4	29	24						
W.N. CENTRAL	-	1	124	93	25	-	0	15	6	1	-	5	14	148	137						
Iowa	-	0	0	-	-	-	0	0	-	-	-	0	3	5	9						
Kans.	-	0	10	48	-	-	0	2	2	-	-	0	3	8	12						
Minn.	-	0	123	-	-	-	0	15	-	-	-	1	5	35	28						
Mo.	-	1	5	37	25	-	0	1	-	1	-	3	12	96	85						
Nebr.	-	0	1	2	-	-	0	0	-	-	-	0	2	1	2						
N. Dak.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	1						
S. Dak.	-	0	3	6	-	-	0	1	4	-	-	0	3	3	-						
S. ATLANTIC	6	20	59	598	708	2	4	15	126	107	45	42	180	1,070	982						
Del.	-	0	1	5	-	-	0	1	1	-	-	0	3	6	13						
D.C.	-	0	2	5	17	-	0	0	-	2	1	2	12	93	54						
Fla.	3	12	29	348	368	1	2	8	72	68	23	15	25	385	357						
Ga.	3	6	16	197	245	1	1	10	45	37	6	6	153	113	133						
Md.	-	0	1	1	-	-	0	0	-	-	7	5	15	144	162						
N.C.	-	0	0	-	-	-	0	0	-	-	5	5	23	175	156						
S.C.	-	0	0	-	-	-	0	0	-	-	-	1	10	47	37						
Va.	N	0	0	N	N	-	0	0	-	-	3	4	17	103	68						
W. Va.	-	1	17	42	78	-	0	1	8	-	-	0	2	4	2						
E.S. CENTRAL	-	2	9	86	112	-	0	3	16	21	5	15	29	366	303						
Ala.	N	0	0	N	N	-	0	0	-	-	4	6	17	134	122						
Ky.	-	0	2	17	26	-	0	1	2	5	-	1	7	36	34						
Miss.	-	0	0	-	-	-	0	0	-	-	1	2	9	56	32						
Tenn.	-	2	8	69	86	-	0	3	14	16	-	5	12	140	115						
W.S. CENTRAL	-	1	9	76	61	-	0	2	10	6	7	32	55	765	693						
Ark.	-	0	1	1	8	-	0	0	-	2	-	1	7	49	36						
La.	-	1	3	31	53	-	0	1	2	4	6	6	29	182	103						
Okla.	-	0	8	44	-	-	0	2	8	-	1	1	5	38	36						
Tex.	-	0	0	-	-	-	0	0	-	-	-	21	31	496	518						
MOUNTAIN	-	1	5	34	63	-	0	5	9	29	-	7	27	136	245						
Ariz.	-	0	0	-	-	-	0	0	-	-	-	2	16	48	96						
Colo.	-	0	0	-	-	-	0	0	-	-	-	1	5	15	42						
Idaho	N	0	0	N	N	-	0	0	-	-	-	0	1	1	2						
Mont.	-	0	0	-	-	-	0	0	-	-	-	0	1	1	1						
Nev.	-	0	3	15	15	-	0	2	5	1	-	2	12	39	66						
N. Mex.	-	0	0	-	-	-	0	0	-	-	-	1	7	27	33						
Utah	-	0	5	9	26	-	0	4	3	20	-	0	2	4	5						
Wyo.	-	0	2	10	22	-	0	1	1	8	-	0	1	1	-						
PACIFIC	-	0	0	-	-	-	0	0	-	-	3	38	57	884	1,021						
Alaska	-	0	0	-	-	-	0	0	-	-	-	0	2	5	5						
Calif.	N	0	0	N	N	-	0	0	-	-	3	36	54	809	901						
Hawaii	-	0	0	-	-	-	0	0	-	-	-	0	1	5	13						
Oreg.	N	0	0	N	N	-	0	0	-	-	-	0	6	8	9						
Wash.	N	0	0	N	N	-	0	0	-	-	-	2	11	57	93						
Amer. Samoa	U	0	0	U	U	U	0	1	U	U	U	0	0	U	U						
C.N.M.I.	U	-	-	U	U	U	-	-	U	U	U	-	-	U	U						
Guam	N	0	0	N	N	-	0	0	-	-	-	0	0	-	-						
P.R.	N	0	0	N	N	-	0	0	-	-	1	3	11	75	77						
V.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2006 and 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease caused by drug-resistant Streptococcus pneumoniae (DRSP) 
(NNDSS event code 11720).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


