
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending June 3, 2006 (WEEK 22)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2006
Chlamydia† cummulative for 2005
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2006
Coccidioidomycosis cummulative for 2005
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2006
Cryptosporidiosis cummulative for 2005

tab delimited data:
test
UNITED STATES	8,743	18,901	35,170	386,693	403,976	62	118	1,643	3,526	1,623	22	70	860	966	857						
NEW ENGLAND	545	635	1,550	13,054	13,104	-	0	0	-	-	-	4	35	51	45						
Conn.	176	169	1,214	3,117	3,643	N	0	0	N	N	-	0	14	8	6						
Maine	26	41	74	889	881	N	0	0	N	N	-	0	3	11	9						
Mass.	236	290	432	6,374	5,953	-	0	0	-	-	-	2	15	19	15						
N.H.	38	35	64	775	788	-	0	0	-	-	-	1	3	10	6						
R.I.	55	65	99	1,395	1,411	-	0	0	-	-	-	0	6	1	1						
Vt.	14	19	43	504	428	N	0	0	N	N	-	0	5	2	8						
MID. ATLANTIC	1,301	2,282	3,696	48,699	49,533	-	0	0	-	-	1	11	597	141	116						
N.J.	118	369	526	6,906	7,707	N	0	0	N	N	-	0	8	5	7						
N.Y. (Upstate)	409	498	1,727	9,615	9,854	N	0	0	N	N	1	4	561	40	29						
N.Y. City	260	690	1,618	15,836	16,360	N	0	0	N	N	-	2	15	20	30						
Pa.	514	714	1,072	16,342	15,612	N	0	0	N	N	-	4	21	76	50						
E.N. CENTRAL	975	3,228	12,578	68,609	68,434	-	0	3	17	4	6	14	162	218	194						
Ill.	308	911	1,536	18,028	21,109	-	0	0	-	-	-	2	16	21	24						
Ind.	147	393	552	7,823	8,480	N	0	0	N	N	1	1	13	20	12						
Mich.	369	630	9,888	20,026	10,872	-	0	3	12	4	-	2	7	34	27						
Ohio	40	805	1,445	14,792	19,299	-	0	1	5	-	5	5	109	85	54						
Wis.	111	397	531	7,940	8,674	N	0	0	N	N	-	4	38	58	77						
W.N. CENTRAL	301	1,121	1,456	23,010	24,839	-	0	12	-	3	8	9	52	151	122						
Iowa	67	148	225	3,452	2,987	N	0	0	N	N	-	1	11	13	21						
Kans.	-	154	269	3,391	3,089	N	0	0	N	N	-	1	5	19	10						
Minn.	-	231	298	4,263	5,283	-	0	12	-	3	7	3	22	69	32						
Mo.	174	429	525	8,132	9,494	-	0	1	-	-	-	2	37	31	44						
Nebr.	60	96	176	2,083	2,167	N	0	1	N	N	-	0	3	5	4						
N. Dak.	-	32	54	611	648	N	0	0	N	N	1	0	4	2	-						
S. Dak.	-	52	117	1,078	1,171	N	0	0	N	N	-	0	4	12	11						
S. ATLANTIC	1,928	3,324	4,905	71,205	74,301	-	0	1	2	-	4	15	54	258	162						
Del.	50	68	92	1,492	1,407	N	0	0	N	N	-	0	2	-	-						
D.C.	25	60	101	1,000	1,646	-	0	0	-	-	-	0	3	7	2						
Fla.	503	881	1,091	19,360	18,229	N	0	0	N	N	3	6	28	101	61						
Ga.	18	600	2,142	9,059	12,758	-	0	0	-	-	1	3	12	84	45						
Md.	242	358	519	7,566	7,423	-	0	1	2	-	-	0	4	9	7						
N.C.	394	569	1,772	14,968	14,010	N	0	0	N	N	-	1	10	29	21						
S.C.	319	271	1,306	7,374	7,623	-	0	0	-	-	-	0	4	9	10						
Va.	359	425	840	8,896	10,216	N	0	0	N	N	-	1	8	17	12						
