
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending August 11, 2007 (WEEK 32)*

column labels in same order that data fields appears in each record below:
Reporting Area
Varicella (chickenpox) current week
Varicella (chickenpox) previous 52 weeks median 
Varicella (chickenpox) previous 52 weeks maximum 
Varicella (chickenpox) cummulative for 2007
Varicella (chickenpox) cummulative for 2006
West Nile virus disease † Neuroinvasive current week
West Nile virus disease † Neuroinvasive previous 52 weeks median 
West Nile virus disease † Neuroinvasive previous 52 weeks maximum 
West Nile virus disease † Neuroinvasive cummulative for 2007
West Nile virus disease † Neuroinvasive cummulative for 2006
West Nile virus disease † Non-neuroinvasive § current week
West Nile virus disease † Non-neuroinvasive § previous 52 weeks median 
West Nile virus disease † Non-neuroinvasive § previous 52 weeks maximum 
West Nile virus disease † Non-neuroinvasive § cummulative for 2007
West Nile virus disease † Non-neuroinvasive § cummulative for 2006

tab delimited data:
test
UNITED STATES	77	795	2,813	24,611	31,283	1	1	178	136	672	-	2	383	308	1,266						
NEW ENGLAND	-	20	124	473	3,139	-	0	3	2	1	-	0	2	-	1						
Conn.	-	0	76	1	1,100	-	0	3	2	1	-	0	1	-	1						
Maine	-	0	7	-	170	-	0	0	-	-	-	0	0	-	-						
Mass.	-	0	9	-	1,138	-	0	1	-	-	-	0	1	-	-						
N.H.	-	7	17	207	240	-	0	0	-	-	-	0	0	-	-						
R.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Vt.	-	9	66	265	491	-	0	0	-	-	-	0	0	-	-						
MID. ATLANTIC	12	110	195	3,041	3,317	-	0	11	1	7	-	0	2	-	5						
N.J.	N	0	0	N	N	-	0	2	-	-	-	0	1	-	1						
N.Y. (Upstate)	N	0	0	N	N	-	0	5	-	1	-	0	1	-	1						
N.Y. City	-	0	0	-	-	-	0	4	-	2	-	0	1	-	2						
Pa.	12	110	195	3,041	3,317	-	0	2	1	4	-	0	0	-	1						
E.N. CENTRAL	19	229	568	7,049	10,314	-	0	42	7	49	-	0	33	2	36						
Ill.	-	2	11	93	89	-	0	24	6	33	-	0	22	2	23						
Ind.	-	0	0	-	-	-	0	5	-	6	-	0	12	-	5						
Mich.	11	97	258	2,861	3,060	-	0	10	-	3	-	0	4	-	2						
Ohio	8	107	449	3,310	6,418	-	0	11	1	3	-	0	3	-	2						
Wis.	-	19	80	785	747	-	0	2	-	4	-	0	2	-	4						
W.N. CENTRAL	4	32	136	1,209	1,245	-	0	37	39	110	-	0	78	117	245						
Iowa	N	0	0	N	N	-	0	3	1	8	-	0	4	1	7						
Kans.	3	9	52	430	236	-	0	3	2	12	-	0	2	3	7						
Minn.	-	0	0	-	-	-	0	7	8	17	-	0	5	7	21						
Mo.	1	16	78	635	944	-	0	14	1	21	-	0	2	3	2						
Nebr.	N	0	0	N	N	-	0	9	-	22	-	0	38	16	83						
N. Dak.	-	0	60	84	31	-	0	5	8	9	-	0	24	44	74						
S. Dak.	-	2	15	60	34	-	0	8	19	21	-	0	22	43	51						
S. ATLANTIC	13	96	239	3,233	3,054	-	0	2	2	8	-	0	7	2	1						
Del.	-	1	6	23	45	-	0	0	-	-	-	0	0	-	-						
D.C.	-	0	8	14	24	-	0	0	-	-	-	0	1	-	1						
Fla.	6	16	81	807	N	-	0	0	-	3	-	0	0	-	-						
Ga.	N	0	0	N	N	-	0	1	1	2	-	0	4	2	-						
Md.	N	0	0	N	N	-	0	2	-	2	-	0	1	-	-						
N.C.	-	0	0	-	-	-	0	1	-	-	-	0	0	-	-						
S.C.	1	18	72	694	804	-	0	1	-	-	-	0	0	-	-						
Va.	-	26	190	959	1,153	-	0	1	1	-	-	0	2	-	-						
W. Va.	6	23	50	736	1,028	-	0	0	-	1	-	0	0	-	-						
E.S. CENTRAL	2	3	571	333	27	-	0	15	11	52	-	0	17	10	38						
Ala.	2	3	571	331	26	-	0	2	5	5	-	0	1	2	-						
Ky.	N	0	0	N	N	-	0	2	-	-	-	0	1	-	-						
Miss.	-	0	2	2	1	-	0	10	6	44	-	0	16	8	38						
Tenn.	N	0	0	N	N	-	0	5	-	3	-	0	2	-	-						
W.S. CENTRAL	26	181	1,640	7,415	8,324	-	0	36	9	223	-	0	26	3	102						
Ark.	-	13	105	480	593	-	0	5	3	13	-	0	2	-	4						
La.	-	1	11	90	181	-	0	12	-	41	-	0	10	-	34						
Okla.	-	0	0	-	-	-	0	3	2	15	-	0	4	-	5						
Tex.	26	163	1,534	6,845	7,550	-	0	20	4	154	-	0	16	3	59						
MOUNTAIN	1	56	131	1,833	1,863	1	0	63	33	180	-	1	220	120	696						
Ariz.	-	0	0	-	-	-	0	10	10	6	-	0	14	6	5						
Colo.	-	22	62	699	981	-	0	11	10	22	-	0	51	62	109						
Idaho	N	0	0	N	N	-	0	32	1	91	-	0	144	12	469						
Mont.	-	5	40	285	N	-	0	2	1	5	-	0	8	5	8						
Nev.	-	0	1	1	9	-	0	5	-	25	-	0	17	2	50						
N. Mex.	-	6	37	287	301	-	0	3	5	1	-	0	2	3	1						
Utah	1	15	73	543	539	-	0	8	1	26	-	0	17	1	40						
Wyo.	-	0	11	18	33	1	0	7	5	4	-	0	11	29	14						
PACIFIC	-	0	9	25	-	-	0	12	32	42	-	0	32	54	142						
Alaska	-	0	9	25	N	-	0	0	-	-	-	0	0	-	-						
Calif.	-	0	0	-	N	-	0	12	32	41	-	0	22	54	107						
