
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending September 22, 2007 (WEEK 38)*

column labels in same order that data fields appears in each record below:
Reporting Area
Salmonellosis current week
Salmonellosis previous 52 weeks median 
Salmonellosis previous 52 weeks maximum 
Salmonellosis cummulative for 2007
Salmonellosis cummulative for 2006
Shiga toxin-producing E. coli(STEC)† current week
Shiga toxin-producing E. coli(STEC)† previous 52 weeks median 
Shiga toxin-producing E. coli(STEC)† previous 52 weeks maximum 
Shiga toxin-producing E. coli(STEC)† cummulative for 2007
Shiga toxin-producing E. coli(STEC)† cummulative for 2006
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2007
Shigellosis cummulative for 2006

tab delimited data:
test
UNITED STATES	670	843	2,338	28,872	30,928	80	78	336	2,905	2,939	207	337	1,287	10,921	9,230						
NEW ENGLAND	4	33	334	1,424	1,796	2	3	58	178	237	-	3	33	148	229						
Conn.	-	0	319	319	503	-	0	53	53	75	-	0	30	30	67						
Maine	3	3	14	93	92	1	1	4	29	35	-	0	5	14	4						
Mass.	-	20	60	775	925	-	1	10	74	82	-	2	8	91	141						
N.H.	-	3	15	118	162	-	0	3	8	22	-	0	2	5	4						
R.I.	1	2	20	61	69	1	0	2	6	8	-	0	3	5	10						
Vt.	-	1	6	58	45	-	0	3	8	15	-	0	2	3	3						
MID. ATLANTIC	82	99	186	3,713	3,923	9	8	63	293	348	6	12	47	500	722						
N.J.	-	12	29	288	856	-	1	20	15	94	-	2	6	75	263						
N.Y. (Upstate)	62	29	112	1,069	881	9	3	15	148	121	6	3	42	107	183						
N.Y. City	1	24	49	977	947	-	0	4	25	38	-	5	12	181	206						
Pa.	19	33	69	1,379	1,239	-	3	47	105	95	-	1	21	137	70						
E.N. CENTRAL	61	105	188	3,984	4,198	14	9	30	400	531	38	32	122	1,551	1,001						
Ill.	-	29	122	1,123	1,200	-	1	6	34	89	-	10	32	336	472						
Ind.	22	15	54	545	646	4	1	9	61	66	3	2	17	82	98						
Mich.	7	18	32	651	768	1	1	6	62	72	-	1	7	50	127						
Ohio	27	26	65	1,008	900	8	3	13	121	133	34	8	104	907	118						
Wis.	5	17	50	657	684	1	3	8	122	171	1	4	13	176	186						
W.N. CENTRAL	74	49	101	1,990	1,954	24	12	45	535	511	17	42	156	1,441	1,223						
Iowa	1	9	19	335	347	1	2	38	121	109	-	2	14	63	81						
Kans.	-	7	20	289	269	-	1	4	39	20	-	1	10	20	103						
Minn.	34	13	44	507	490	16	4	26	181	153	4	5	24	178	96						
Mo.	18	15	26	533	559	5	2	12	99	130	13	18	72	1,050	543						
Nebr.	12	4	11	177	153	2	1	11	61	64	-	1	7	18	104						
N. Dak.	9	0	23	31	21	-	0	12	1	3	-	0	127	5	54						
S. Dak.	-	3	11	118	115	-	0	5	33	32	-	2	30	107	242						
S. ATLANTIC	192	221	419	7,690	7,810	4	15	37	483	443	35	88	174	3,372	2,070						
Del.	-	2	10	114	114	-	0	3	12	7	-	0	1	7	7						
D.C.	-	0	4	16	44	-	0	1	1	1	-	0	5	4	13						
Fla.	127	85	176	3,063	3,168	3	2	8	108	67	21	46	76	1,777	965						
Ga.	47	33	72	1,322	1,308	-	1	6	63	66	8	35	94	1,232	737						
Md.	-	15	36	611	549	-	2	10	67	84	-	2	9	80	95						
N.C.	-	29	108	1,028	1,090	-	2	24	100	78	-	0	14	59	115						
S.C.	18	18	51	694	729	-	0	2	11	10	6	1	7	94	74						
Va.	-	20	39	710	717	1	3	8	108	123	-	3	10	112	62						
W. Va.	-	2	31	132	91	-	0	5	13	7	-	0	6	7	2						
E.S. CENTRAL	40	54	134	2,023	1,983	7	4	26	217	221	28	23	89	1,215	467						
Ala.	21	14	78	596	543	-	1	19	55	18	14	10	67	437	129						
Ky.	8	9	23	395	327	2	1	8	69	71	7	3	32	291	167						
Miss.	-	12	101	451	565	-	0	2	4	7	-	4	76	346	71						
Tenn.	11	17	34	581	548	5	2	9	89	125	7	3	14	141	100						
W.S. CENTRAL	51	82	595	2,643	3,500	2	3	73	126	143	27	39	655	1,209	1,307						
Ark.	20	14	45	469	623	1	1	7	23	23	-	2	10	69	74						
La.	-	17	48	541	737	-	0	2	3	13	-	8	22	342	161						
Okla.	31	8	103	394	342	-	0	17	16	14	3	3	63	91	91						
Tex.	-	43	470	1,239	1,798	1	2	68	84	93	24	24	580	707	981						
MOUNTAIN	48	45	90	1,667	1,959	5	8	30	355	410	20	18	66	616	931						
Ariz.	24	13	44	519	616	2	1	9	80	80	13	9	37	346	473						
Colo.	16	10	22	416	492	2	1	9	63	90	7	3	9	83	158						
Idaho	1	3	7	95	134	1	2	16	99	71	-	0	2	8	14						
Mont.	-	2	6	70	105	-	0	0	-	-	-	1	13	17	7						
Nev.	7	4	10	137	164	-	0	5	18	24	-	1	9	37	94						
N. Mex.	-	5	12	183	202	-	1	3	31	36	-	2	15	77	131						
Utah	-	4	14	196	209	-	1	9	64	93	-	1	4	19	45						
Wyo.	-	1	4	51	37	-	0	1	-	16	-	1	19	29	9						
PACIFIC	118	103	890	3,738	3,805	13	5	164	318	95	36	26	256	869	1,280						
Alaska	1	1	5	61	61	N	0	0	N	N	-	0	2	7	7						
Calif.	94	85	260	2,802	3,258	6	2	13	154	N	30	21	84	702	1,134						
Hawaii	5	5	16	189	172	-	0	4	19	12	-	0	3	21	35						
