
TABLE III. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending July 12, 1997 (WEEK 28)*

column labels in same order that data fields appears in each record below:
Reporting Area
H. influenzae, Invasive cummulative for 1997
H. influenzae, Invasive cummulative for 1996
Hepatitis (Viral), Type A cummulative for 1997
Hepatitis (Viral), Type A cummulative for 1996
Hepatitis (Viral), Type B cummulative for 1997
Hepatitis (Viral), Type B cummulative for 1996
Measles (Rubeola), Indigenous current week 
Measles (Rubeola), Indigenous cummulative for 1997
Measles (Rubeola), Imported current week 
Measles (Rubeola), Imported cummulative for 1997
Measles (Rubeola), Total cummulative for 1997
Measles (Rubeola), Total cummulative for 1996

tab delimited data:
test
UNITED STATES	617	637	14,151	14,439	4,468	5,052	1	50	2	23	73	299									
NEW ENGLAND	34	17	330	168	79	105	-	9	-	1	10	11									
Maine	3	-	41	12	7	2	-	-	-	-	-	-									
N.H.	4	9	19	8	5	8	-	1	-	-	1	-									
Vt.	3	-	7	4	2	8	-	-	-	-	-	1									
Mass.	21	7	134	83	33	32	-	8	-	-	8	9									
R.I.	2	1	65	7	9	6	-	-	-	-	-	-									
Conn.	1	-	64	54	23	49	-	-	-	1	1	1									
MID. ATLANTIC	71	133	1,048	978	632	806	-	12	-	4	16	24									
Upstate N.Y.	13	35	154	218	123	190	-	2	-	3	5	4									
N.Y. City	20	35	376	308	230	288	-	4	-	1	5	8									
N.J.	28	35	180	215	132	166	-	1	-	-	1	1									
Pa.	10	28	338	237	147	162	-	5	-	-	5	11									
E.N. CENTRAL	102	107	1,435	1,312	478	586	-	5	-	3	8	16									
Ohio	59	56	207	477	47	64	-	-	-	-	-	2									
Ind.	10	7	161	168	53	80	-	-	-	-	-	-									
Ill.	22	32	308	332	118	180	-	5	-	1	6	3									
Mich.	10	7	673	224	243	207	-	-	-	2	2	2									
Wis.	1	5	86	111	17	55	U	-	U	-	-	9									
W.N. CENTRAL	30	24	1,075	1,130	243	253	-	9	-	2	11	16									
Minn.	20	12	100	56	23	23	-	-	-	2	2	14									
Iowa	3	3	186	212	29	29	-	-	-	-	-	-									
Mo.	3	6	558	577	159	161	-	1	-	-	1	1									
N. Dak.	-	-	10	28	2	-	-	-	-	-	-	-									
S. Dak.	2	1	14	39	-	-	-	8	-	-	8	-									
Nebr.	1	1	48	84	11	18	-	-	-	-	-	-									
Kans.	1	1	159	134	19	22	-	-	-	-	-	1									
S. ATLANTIC	120	113	902	578	671	661	1	2	2	5	7	5									
Del.	-	1	16	6	4	4	-	-	-	-	-	1									
Md.	47	38	145	106	102	84	-	-	-	1	1	-									
D.C.	2	5	14	18	22	26	-	-	-	1	1	-									
Va.	7	5	105	83	72	81	-	-	1	1	1	2									
W. Va.	3	4	6	12	9	14	-	-	-	-	-	-									
N.C.	17	18	108	73	134	188	-	-	-	1	1	-									
S.C.	4	3	66	30	60	45	-	-	-	-	-	-									
Ga.	21	28	190	41	57	7	-	-	-	-	-	1									
Fla.	19	11	252	209	211	212	1	2	1	1	3	1									
E.S. CENTRAL	34	18	344	811	367	440	-	-	-	-	-	-									
Ky.	4	5	45	18	23	42	-	-	-	-	-	-									
Tenn.	22	7	212	561	236	256	-	-	-	-	-	-									
Ala.	8	5	52	103	40	30	-	-	-	-	-	-									
Miss.	-	1	35	129	68	112	U	-	U	-	-	-									
W.S. CENTRAL	31	29	2,905	2,764	556	599	-	3	-	1	4	12									
Ark.	1	-	146	262	31	45	-	-	-	-	-	-									
La.	6	3	118	83	81	61	-	-	-	-	-	-									
Okla.	19	23	900	1,161	20	24	-	-	-	-	-	-									
Tex.	5	3	1,741	1,258	424	469	-	3	-	1	4	12									
MOUNTAIN	64	33	2,220	2,331	493	616	-	5	-	-	5	82									
Mont.	-	-	52	68	5	6	-	-	-	-	-	-									
Idaho	1	1	80	137	15	64	-	-	-	-	-	1									
Wyo.	1	-	20	21	20	24	-	-	-	-	-	-									
Colo.	9	7	247	211	99	66	-	-	-	-	-	6									
N. Mex.	8	8	182	263	163	206	-	-	-	-	-	6									
Ariz.	26	12	1,150	894	112	147	-	5	-	-	5	8									
Utah	3	5	355	525	56	60	-	-	-	-	-	56									
Nev.	16	-	134	212	23	43	U	-	U	-	-	5									
PACIFIC	131	163	3,892	4,367	949	986	-	5	-	7	12	133									
Wash.	2	2	295	300	43	57	-	-	-	-	-	37									
Oreg.	22	22	209	569	61	64	-	-	-	-	-	7									
Calif.	99	133	3,292	3,420	823	853	-	2	-	7	9	24									
Alaska	2	4	23	28	14	4	-	-	-	-	-	63									
Hawaii	6	2	73	50	8	8	-	3	-	-	3	2									
Guam	-	-	-	6	1	-	U	-	U	-	-	-									
P.R.	-	1	177	113	775	538	-	-	-	-	-	2									
V.I.	-	-	-	24	-	21	U	-	U	-	-	-									
Amer. Samoa	-	-	-	-	-	-	U	-	U	-	-	-									
C.N.M.I.	5	10	1	1	21	5	U	1	U	-	1	-									

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1996 and 1997 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


