
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending June 8, 2002 (WEEK 23)*

column labels in same order that data fields appears in each record below:
Reporting Area
Legionellosis cummulative for 2002
Legionellosis cummulative for 2001
Listeriosis cummulative for 2002
Listeriosis cummulative for 2001
Lyme Disease cummulative for 2002
Lyme Disease cummulative for 2001
Malaria cummulative for 2002
Malaria cummulative for 2001
Measles Total cummulative for 2002
Measles Total cummulative for 2001

tab delimited data:
test
UNITED STATES	275	341	164	209	2,051	2,281	440	523	9	74											
NEW ENGLAND	14	16	19	20	119	532	27	38	-	5											
Maine	2	1	2	-	-	-	1	3	-	-											
N.H.	2	3	2	-	25	7	5	2	-	-											
Vt.	1	4	-	-	2	1	1	-	-	1											
Mass.	5	3	12	11	70	218	10	17	-	3											
R.I.	-	1	1	1	22	35	1	3	-	-											
Conn.	4	4	2	8	-	271	9	13	-	1											
MID. ATLANTIC	62	75	27	37	1,557	1,223	98	137	5	9											
Upstate N.Y.	17	19	13	12	1,077	324	18	19	-	4											
N.Y. City	13	6	7	8	64	35	60	83	5	1											
N.J.	10	5	3	6	112	260	12	18	-	1											
Pa.	22	45	4	11	304	604	8	17	-	3											
E.N. CENTRAL	73	90	22	31	22	172	53	70	-	10											
Ohio	34	40	9	4	19	5	10	9	-	3											
Ind.	6	4	3	3	3	2	1	10	-	4											
Ill.	-	10	1	9	-	14	15	27	-	3											
Mich.	25	18	7	13	-	1	20	16	-	-											
Wis.	8	18	2	2	U	150	7	8	-	-											
W.N. CENTRAL	20	18	7	6	39	46	35	16	-	4											
Minn.	2	1	-	-	21	25	12	6	-	2											
Iowa	4	5	1	-	5	9	2	1	-	-											
Mo.	9	8	4	3	11	9	9	5	-	2											
N. Dak.	-	-	1	-	-	-	1	-	-	-											
S. Dak.	1	-	-	-	-	-	-	-	-	-											
Nebr.	4	3	-	1	-	1	5	2	-	-											
Kans.	-	1	1	2	2	2	6	2	-	-											
S. ATLANTIC	59	45	25	26	245	207	135	101	1	4											
Del.	5	-	-	1	30	27	1	1	-	-											
Md.	7	10	4	2	130	128	36	41	-	3											
D.C.	2	2	-	-	9	7	5	4	-	-											
Va.	5	7	2	5	14	35	10	21	-	-											
W. Va.	N	N	-	4	3	1	2	1	-	-											
N.C.	5	5	3	-	35	6	8	2	-	-											
S.C.	5	1	3	2	2	2	4	4	-	-											
Ga.	8	6	7	6	1	-	49	18	-	1											
Fla.	22	14	6	6	21	1	20	9	1	-											
E.S. CENTRAL	8	29	8	8	12	14	6	11	-	2											
Ky.	5	7	2	2	5	5	1	2	-	2											
Tenn.	-	10	3	3	3	5	2	5	-	-											
Ala.	3	8	3	3	4	2	2	3	-	-											
Miss.	-	4	-	-	-	2	1	1	-	-											
W.S. CENTRAL	3	14	3	18	2	46	3	37	-	1											
Ark.	-	-	-	1	-	-	1	3	-	-											
La.	1	6	-	-	1	2	2	2	-	-											
Okla.	2	2	3	-	-	-	-	1	-	-											
Tex.	-	6	-	17	1	44	-	31	-	1											
MOUNTAIN	19	22	15	18	11	4	15	23	-	1											
Mont.	1	-	-	-	-	-	-	2	-	-											
Idaho	-	1	1	1	2	2	-	2	-	1											
Wyo.	3	2	-	1	-	1	-	-	-	-											
Colo.	4	8	2	4	3	-	7	12	-	-											
N. Mex.	1	1	2	3	1	-	1	1	-	-											
Ariz.	3	6	8	3	1	-	2	2	-	-											
Utah	6	2	2	1	3	-	2	2	-	-											
Nev.	1	2	-	5	1	1	3	2	-	-											
PACIFIC	17	32	38	45	44	37	68	90	3	38											
Wash.	3	6	3	2	-	1	8	2	-	15											
Oreg.	N	N	2	4	3	4	3	7	-	2											
Calif.	14	21	29	38	41	32	51	74	3	15											
Alaska	-	1	-	-	-	-	1	1	-	-											
Hawaii	-	4	4	1	N	N	5	6	-	6											
Guam	-	-	-	-	-	-	-	-	-	-											
P.R.	-	2	1	-	N	N	-	3	-	-											
V.I.	-	-	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2001 and 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


