
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending April 22, 2006 (WEEK 16)*

column labels in same order that data fields appears in each record below:
Reporting Area
Lyme disease current week
Lyme disease previous 52 weeks median 
Lyme disease previous 52 weeks maximum 
Lyme disease cummulative for 2006
Lyme disease cummulative for 2005
Malaria current week
Malaria previous 52 weeks median 
Malaria previous 52 weeks maximum 
Malaria cummulative for 2006
Malaria cummulative for 2005

tab delimited data:
test
UNITED STATES	41	288	1,283	1,373	1,895	7	24	119	246	340											
NEW ENGLAND	-	51	232	74	178	-	1	12	8	14											
Conn.	-	9	154	47	6	-	0	10	1	-											
Maine	-	2	26	8	13	-	0	1	1	-											
Mass.	-	17	164	1	140	-	0	4	5	11											
N.H.	-	3	17	15	16	-	0	1	-	2											
R.I.	-	0	12	-	1	-	0	8	-	1											
Vt.	-	1	5	3	2	-	0	2	1	-											
MID. ATLANTIC	38	160	928	972	1,175	1	5	15	34	90											
N.J.	-	25	310	154	420	-	0	7	-	22											
N.Y. (Upstate)	35	73	900	515	210	1	1	11	8	16											
N.Y. City	-	5	33	-	68	-	3	8	17	41											
Pa.	3	45	388	303	477	-	1	2	9	11											
E.N. CENTRAL	-	14	155	38	90	-	2	6	33	27											
Ill.	-	0	6	-	1	-	0	2	7	9											
Ind.	-	0	4	-	2	-	0	3	5	3											
Mich.	-	1	7	8	1	-	0	2	5	8											
Ohio	-	1	5	7	15	-	0	3	11	3											
Wis.	-	11	145	23	71	-	0	3	5	4											
W.N. CENTRAL	1	12	99	33	47	-	0	30	6	14											
Iowa	-	0	8	1	8	-	0	1	1	2											
Kans.	-	0	3	-	2	-	0	1	-	1											
Minn.	1	7	96	30	36	-	0	29	2	3											
Mo.	-	0	2	1	1	-	0	2	1	8											
Nebr.	-	0	2	1	-	-	0	2	-	-											
N. Dak.	-	0	0	-	-	-	0	1	1	-											
S. Dak.	-	0	1	-	-	-	0	1	1	-											
S. ATLANTIC	-	33	124	201	358	4	6	16	87	75											
Del.	-	9	37	76	134	-	0	1	2	1											
D.C.	-	0	2	6	1	-	0	2	-	2											
Fla.	-	1	5	11	9	2	1	6	14	16											
Ga.	-	0	1	-	1	2	1	6	24	13											
Md.	-	16	87	97	167	-	1	9	21	23											
N.C.	-	0	5	8	15	-	0	8	10	9											
S.C.	-	0	3	2	6	-	0	2	3	3											
Va.	-	3	22	1	25	-	0	9	12	7											
W. Va.	-	0	42	-	-	-	0	2	1	1											
E.S. CENTRAL	-	0	4	-	6	-	1	2	7	7											
Ala.	-	0	1	-	-	-	0	1	3	2											
Ky.	-	0	1	-	1	-	0	2	1	2											
Miss.	-	0	0	-	-	-	0	1	1	-											
Tenn.	-	0	4	-	5	-	0	2	2	3											
W.S. CENTRAL	-	1	7	1	18	1	1	30	11	31											
Ark.	-	0	2	-	-	-	0	2	-	2											
La.	-	0	1	-	2	-	0	1	-	1											
Okla.	-	0	0	-	-	1	0	6	2	2											
Tex.	-	0	7	1	16	-	1	29	9	26											
MOUNTAIN	-	0	4	2	2	-	0	9	6	16											
Ariz.	-	0	4	2	-	-	0	9	1	2											
Colo.	-	0	1	-	-	-	0	3	4	8											
Idaho	-	0	1	-	-	-	0	0	-	-											
Mont.	-	0	0	-	-	-	0	1	1	-											
Nev.	-	0	2	-	-	-	0	2	-	-											
N. Mex.	-	0	1	-	-	-	0	1	-	1											
Utah	-	0	1	-	1	-	0	2	-	4											
Wyo.	-	0	1	-	1	-	0	1	-	1											
PACIFIC	2	3	18	52	21	1	4	12	54	66											
Alaska	-	0	1	-	1	-	0	1	4	2											
Calif.	2	2	18	52	18	1	3	10	39	55											
Hawaii	N	0	0	N	N	-	0	4	-	4											
Oreg.	-	0	3	-	2	-	0	2	4	2											
Wash.	-	0	3	-	-	-	0	5	7	3											
Amer. Samoa	U	0	0	U	U	U	0	0	U	U											
C.N.M.I.	U	0	0	U	U	U	0	0	U	U											
Guam	-	0	0	-	-	-	0	0	-	-											
P.R.	N	0	0	N	N	-	0	1	-	-											
V.I.	-	0	0	-	-	-	0	0	-	-											

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


