
TABLE II. (Part 10)  Provisional cases of selected notifiable diseases, United States, week ending March 9, 2013 (WEEK 10)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease †, all ages current week
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2013
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2012
Streptococcus pneumoniae, invasive disease †, age <5 years current week
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2013
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2012
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2013
Syphillis, primary & secondary cummulative for 2012

tab delimited data:
test
UNITED STATES	187	265	695	3,718	3,917	16	21	43	198	285	68	293	378	2,080	2,741						
NEW ENGLAND	4	10	31	125	178	-	1	4	2	11	4	7	16	65	103						
Conn.	-	5	21	60	86	-	0	2	-	5	-	0	4	4	21						
Maine	3	2	8	30	27	-	0	1	1	1	-	0	5	-	4						
Mass.	-	0	3	1	8	-	0	2	1	4	1	6	13	46	59						
N.H.	1	1	5	16	23	-	0	1	-	1	-	1	4	5	6						
R.I.	-	0	9	-	16	-	0	1	-	-	3	0	4	8	13						
Vt.	-	1	6	18	18	-	0	0	-	-	-	0	2	2	-						
MID. ATLANTIC	8	36	63	414	557	-	2	5	22	25	9	35	50	288	340						
N.J.	-	3	20	2	169	-	0	3	-	8	-	4	8	14	37						
N.Y. (Upstate)	-	18	39	211	227	-	1	4	13	11	3	4	17	51	27						
N.Y. City	8	14	36	201	161	-	0	3	9	6	3	19	31	135	177						
Pa.	N	-	-	N	N	N	0	0	N	N	3	9	18	88	99						
E.N. CENTRAL	42	57	128	784	802	1	4	12	20	51	1	32	58	141	321						
Ill.	N	0	0	N	N	-	1	3	2	10	-	12	21	30	140						
Ind.	-	13	43	126	191	-	1	2	-	6	-	4	10	26	44						
Mich.	3	13	30	153	169	-	0	3	7	10	-	5	14	33	52						
Ohio	36	21	63	375	320	1	1	6	8	16	-	8	15	39	73						
Wis.	3	9	29	130	122	-	0	2	3	9	1	2	5	13	12						
W.N. CENTRAL	4	13	34	170	176	3	1	5	19	24	2	8	16	75	59						
Iowa	N	0	0	N	N	N	0	0	N	N	-	1	4	5	5						
Kans.	N	0	0	N	N	N	0	0	N	N	-	0	3	4	2						
Minn.	-	9	24	108	108	-	0	3	7	6	-	3	5	25	18						
Mo.	N	0	0	N	N	1	0	3	6	9	2	3	7	33	32						
Nebr.	-	2	7	32	43	-	0	1	3	3	-	0	2	4	1						
N. Dak.	1	0	4	1	2	1	0	1	1	-	-	0	1	1	1						
S. Dak.	3	1	6	29	23	1	0	1	2	6	-	0	2	3	-						
S. ATLANTIC	77	58	126	944	896	7	5	13	64	60	20	64	104	476	661						
Del.	2	0	3	8	13	-	0	1	-	-	-	0	6	3	7						
D.C.	4	1	4	16	10	-	0	1	-	1	-	3	10	37	37						
Fla.	30	18	59	341	277	4	1	6	24	20	2	26	36	204	273						
Ga.	19	15	44	262	241	2	1	6	19	12	6	11	31	71	125						
Md.	19	7	25	146	143	-	0	5	7	11	5	9	15	71	65						
N.C.	N	0	0	N	N	N	0	0	N	N	-	3	14	-	71						
S.C.	2	6	19	106	130	-	0	3	3	4	4	4	9	46	41						
Va.	N	0	0	N	N	1	0	5	7	6	3	4	40	44	41						
W. Va.	1	5	33	65	82	-	0	2	4	6	-	0	2	-	1						
E.S. CENTRAL	14	23	59	366	375	2	2	5	19	27	7	14	25	74	127						
Ala.	3	2	10	52	28	2	0	3	7	-	-	4	10	17	37						
Ky.	2	4	12	68	56	-	0	1	-	2	7	2	9	18	18						
Miss.	3	3	12	62	55	-	0	2	4	9	-	2	12	14	25						
Tenn.	6	12	40	184	236	-	0	3	8	16	-	5	9	25	47						
W.S. CENTRAL	17	27	333	460	425	2	3	22	28	43	1	42	66	342	389						
Ark.	-	3	23	60	48	-	0	2	1	6	-	3	13	24	52						
La.	-	4	14	64	58	-	0	4	5	5	1	6	20	31	45						
Okla.	N	0	0	N	N	-	0	4	2	6	-	2	5	18	17						
Tex.	17	20	310	336	319	2	2	22	20	26	-	32	47	269	275						
MOUNTAIN	21	28	59	432	474	1	2	7	20	36	1	13	25	65	112						
Ariz.	14	9	40	238	198	1	1	4	11	17	-	3	8	2	44						
Colo.	-	6	22	47	100	-	0	3	-	6	-	4	12	31	31						
Idaho	N	0	0	N	N	-	0	1	1	-	-	0	4	1	5						
Mont.	-	0	4	8	15	-	0	1	2	-	-	0	1	1	-						
Nev.	2	1	8	31	29	-	0	2	1	3	1	2	8	18	16						
N. Mex.	2	5	17	86	73	-	0	4	3	6	-	2	5	7	10						
Utah	-	3	10	15	54	-	0	3	2	4	-	1	3	5	6						
Wyo.	3	0	2	7	5	-	0	1	-	-	-	0	1	-	-						
PACIFIC	-	4	10	23	34	-	0	2	4	8	23	69	102	554	629						
Alaska	-	2	8	17	22	-	0	1	3	8	-	0	2	3	3						
Calif.	N	0	0	N	N	N	0	0	N	N	18	60	84	487	532						
Hawaii	-	1	6	6	12	-	0	1	1	-	-	0	3	1	2						
Oreg.	N	0	0	N	N	N	0	0	N	N	2	4	11	45	26						
Wash.	N	0	0	N	N	N	0	0	N	N	3	5	13	18	66						
Amer. Samoa	N	0	0	N	N	-	0	0	-	-	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
P.R.	-	0	0	-	-	-	0	0	-	-	4	7	17	63	44						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2012 and 2013 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Includes drug resistant and susceptible cases of invasive Streptococcus pneumoniae disease among
children <5 years and among all ages.  Case definition: Isolation of S. pneumoniae from a normally
sterile body site (e.g. blood or cerebrospinal fluid).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


