
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending May 4, 2002 (WEEK 18)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis cummulative for 2002
Shigellosis cummulative for 2001
Streptococcal Disease, Invasive, Group A cummulative for 2002
Streptococcal Disease, Invasive, Group A cummulative for 2001
Streptococcus pneumoniae, Drug Resistant, Invasive cummulative for 2002
Streptococcus pneumoniae, Drug Resistant, Invasive cummulative for 2001
Streptococcus pneumoniae, Invasive Disease, Age < 5 Years cummulative for 2002
Streptococcus pneumoniae, Invasive Disease, Age < 5 Years cummulative for 2001

tab delimited data:
test
UNITED STATES	4,063	4,367	1,569	1,709	1,026	1,291	71	87													
NEW ENGLAND	80	75	68	58	4	6	1	1													
Maine	2	1	14	7	-	-	-	-													
N.H.	4	1	19	6	-	-	-	-													
Vt.	-	2	6	7	3	6	1	-													
Mass.	54	50	22	34	-	-	-	-													
R.I.	4	6	7	4	1	-	-	1													
Conn.	16	15	-	-	-	-	-	-													
MID. ATLANTIC	226	525	247	288	46	76	29	49													
Upstate N.Y.	54	135	139	112	42	74	29	49													
N.Y. City	123	135	68	82	U	U	-	-													
N.J.	19	163	24	77	-	-	-	-													
Pa.	30	92	16	17	4	2	-	-													
E.N. CENTRAL	470	608	251	393	74	88	19	33													
Ohio	274	159	102	100	-	-	1	-													
Ind.	24	85	14	27	72	88	15	7													
Ill.	89	175	3	139	2	-	-	16													
Mich.	52	113	132	99	-	-	3	10													
Wis.	31	76	-	28	-	-	-	-													
W.N. CENTRAL	400	424	115	168	264	29	17	3													
Minn.	46	170	61	65	179	2	17	2													
Iowa	31	76	-	-	-	-	-	-													
Mo.	47	84	25	42	5	7	-	-													
N. Dak.	7	9	-	4	-	2	-	1													
S. Dak.	126	26	5	5	1	2	-	-													
Nebr.	93	26	9	15	21	3	-	-													
Kans.	50	33	15	37	58	13	-	-													
S. ATLANTIC	1,707	648	302	310	541	884	5	1													
Del.	5	4	1	2	3	1	-	-													
Md.	232	40	45	24	-	-	-	-													
D.C.	19	19	4	2	28	3	1	-													
Va.	329	39	33	48	-	-	-	-													
W. Va.	2	4	7	9	25	26	-	1													
N.C.	102	136	60	62	-	-	-	-													
S.C.	18	41	22	4	92	157	4	-													
Ga.	625	140	78	99	153	311	-	-													
Fla.	375	225	52	60	240	386	-	-													
E.S. CENTRAL	317	362	48	37	66	135	-	-													
Ky.	54	122	5	16	8	16	-	-													
Tenn.	19	34	43	21	58	118	-	-													
Ala.	137	91	-	-	-	1	-	-													
Miss.	107	115	-	-	-	-	-	-													
W.S. CENTRAL	143	840	16	160	11	51	-	-													
Ark.	24	191	-	-	2	12	-	-													
La.	26	81	-	-	9	39	-	-													
Okla.	92	10	15	24	-	-	-	-													
Tex.	1	558	1	136	-	-	-	-													
MOUNTAIN	174	231	296	186	20	21	-	-													
Mont.	1	-	-	-	-	-	-	-													
Idaho	2	8	5	3	-	-	-	-													
Wyo.	2	-	3	4	7	2	-	-													
Colo.	39	53	112	73	-	-	-	-													
N. Mex.	45	45	50	38	13	19	-	-													
Ariz.	60	93	125	65	-	-	-	-													
Utah	14	14	1	3	-	-	-	-													
Nev.	11	18	-	-	-	-	-	-													
PACIFIC	546	654	226	109	-	1	-	-													
Wash.	27	58	26	-	-	-	-	-													
Oreg.	31	37	-	-	-	-	-	-													
Calif.	469	545	178	88	-	-	-	-													
Alaska	2	2	-	-	-	-	-	-													
Hawaii	17	12	22	21	-	1	-	-													
Guam	-	-	-	-	-	-	-	-													
P.R.	1	6	-	-	-	-	-	-													
V.I.	-	-	-	-	-	-	-	-													
Amer. Samoa	U	U	U	U	-	-	U	U													
C.N.M.I.	3	U	-	U	-	-	-	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2001 and 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


