
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending July 16, 2011 (WEEK 28)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A current week
Hepatitis (Viral Acute), Type A previous 52 weeks median 
Hepatitis (Viral Acute), Type A previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A cummulative for 2011
Hepatitis (Viral Acute), Type A cummulative for 2010
Hepatitis (Viral Acute), Type B current week
Hepatitis (Viral Acute), Type B previous 52 weeks median 
Hepatitis (Viral Acute), Type B previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B cummulative for 2011
Hepatitis (Viral Acute), Type B cummulative for 2010
Hepatitis (Viral Acute), Type C current week
Hepatitis (Viral Acute), Type C previous 52 weeks median 
Hepatitis (Viral Acute), Type C previous 52 weeks maximum 
Hepatitis (Viral Acute), Type C cummulative for 2011
Hepatitis (Viral Acute), Type C cummulative for 2010

tab delimited data:
test
UNITED STATES	10	22	74	534	816	12	57	167	1,168	1,676	10	17	39	488	425						
NEW ENGLAND	2	0	6	15	62	-	0	5	21	34	1	1	4	25	35						
Conn.	-	0	4	5	15	-	0	4	7	10	-	0	3	15	21						
Maine	-	0	1	1	5	-	0	2	5	10	-	0	2	5	2						
Mass.	-	0	5	3	35	-	0	3	8	8	-	0	1	1	12						
N.H.	-	0	1	-	-	-	0	1	1	4	N	0	0	N	N						
R.I.	-	0	1	2	7	U	0	0	U	U	U	0	0	U	U						
Vt.	2	0	1	4	-	-	0	0	-	2	1	0	1	4	-						
MID. ATLANTIC	1	4	12	101	134	1	5	11	135	168	2	1	6	40	55						
N.J.	-	1	4	11	40	-	1	4	26	48	-	0	4	-	13						
N.Y. (Upstate)	-	1	4	25	27	-	1	9	24	26	1	0	4	25	26						
N.Y. City	-	1	6	36	38	-	1	5	43	50	-	0	1	-	2						
Pa.	1	1	3	29	29	1	1	4	42	44	1	0	2	15	14						
E.N. CENTRAL	-	3	9	92	95	1	6	34	170	280	-	3	12	100	52						
Ill.	-	1	3	16	26	-	2	6	36	71	-	0	1	2	-						
Ind.	-	0	3	10	10	-	1	6	18	37	-	0	5	37	18						
Mich.	-	1	5	40	33	1	2	5	48	74	-	1	7	56	25						
Ohio	-	1	5	23	17	-	1	30	55	66	-	0	1	4	6						
Wis.	-	0	2	3	9	-	0	3	13	32	-	0	1	1	3						
W.N. CENTRAL	-	1	25	17	27	-	2	16	66	65	-	0	6	2	7						
Iowa	-	0	3	2	4	-	0	1	6	10	-	0	0	-	-						
Kans.	-	0	2	3	8	-	0	2	7	4	-	0	1	2	-						
Minn.	U	0	22	2	1	U	0	15	2	2	U	0	6	-	3						
Mo.	-	0	1	5	11	-	2	5	42	39	-	0	1	-	2						
Nebr.	-	0	4	3	3	-	0	3	8	9	-	0	1	-	2						
N. Dak.	-	0	3	-	-	-	0	0	-	-	-	0	0	-	-						
S. Dak.	-	0	2	2	-	-	0	1	1	1	-	0	0	-	-						
S. ATLANTIC	5	5	14	118	182	6	14	33	321	457	3	4	11	117	91						
Del.	-	0	1	1	5	-	0	1	-	18	U	0	0	U	U						
D.C.	-	0	0	-	1	-	0	0	-	3	-	0	0	-	2						
Fla.	1	2	7	40	65	2	4	11	110	158	-	1	5	29	25						
Ga.	1	1	4	28	21	1	2	8	45	99	-	0	3	16	12						
Md.	1	0	2	12	13	1	1	4	27	36	-	0	2	19	14						
N.C.	1	0	4	13	31	1	2	16	67	35	1	1	7	34	24						
S.C.	-	0	2	5	19	-	1	4	18	31	1	0	1	1	-						
Va.	1	1	4	14	26	1	1	7	35	46	1	0	2	9	8						
W. Va.	-	0	5	5	1	-	0	18	19	31	-	0	5	9	6						
E.S. CENTRAL	-	0	6	25	22	1	8	14	203	180	2	3	8	91	76						
Ala.	-	0	2	1	5	1	1	4	42	35	-	0	1	7	3						
Ky.	-	0	6	5	9	-	3	8	60	56	-	2	6	38	52						
Miss.	-	0	1	3	1	-	1	3	21	19	U	0	0	U	U						
Tenn.	-	0	5	16	7	-	3	8	80	70	2	1	5	46	21						
W.S. CENTRAL	1	2	15	54	74	1	8	67	138	265	1	2	11	45	40						
Ark.	-	0	1	-	-	-	1	4	22	37	-	0	0	-	1						
La.	-	0	1	2	5	-	1	4	23	28	-	0	2	5	1						
Okla.	-	0	4	1	1	-	1	16	25	43	-	1	10	21	13						
Tex.	1	2	11	51	68	1	4	45	68	157	1	0	3	19	25						
MOUNTAIN	-	2	5	39	96	2	2	7	49	71	-	1	4	34	32						
Ariz.	-	0	2	9	44	-	0	3	11	15	U	0	0	U	U						
Colo.	-	0	2	14	23	2	0	5	12	19	-	0	3	12	8						
Idaho	-	0	1	5	6	-	0	1	2	4	-	0	2	6	7						
Mont.	-	0	1	2	4	-	0	0	-	-	-	0	1	2	-						
Nev.	-	0	3	4	7	-	0	3	18	23	-	0	2	7	3						
N. Mex.	-	0	1	3	3	-	0	2	5	3	-	0	1	4	9						
Utah	-	0	2	-	6	-	0	1	1	7	-	0	2	1	5						
