
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending July 26, 2003 (WEEK 30)*

column labels in same order that data fields appears in each record below:
Reporting Area
Malaria cummulative for 2003
Malaria cummulative for 2002
Meningococcal Disease cummulative for 2003
Meningococcal Disease cummulative for 2002
Pertussis cummulative for 2003
Pertussis cummulative for 2002
Rabies, Animal cummulative for 2003
Rabies, Animal cummulative for 2002
Rocky Mountain Spotted Fever cummulative for 2003
Rocky Mountain Spotted Fever cummulative for 2002

tab delimited data:
test
UNITED STATES	475	718	980	1,170	3,419	4,162	2,855	4,123	270	465											
NEW ENGLAND	22	42	50	70	307	382	277	468	-	2											
Maine	2	2	5	4	9	5	27	27	-	-											
N.H.	2	5	3	8	24	8	11	21	-	-											
Vt.	-	1	-	4	38	72	18	64	-	-											
Mass.	9	19	32	36	228	271	99	157	-	2											
R.I.	-	3	2	5	7	4	28	35	-	-											
Conn.	9	12	8	13	1	22	94	164	-	-											
MID. ATLANTIC	107	177	129	153	361	176	256	636	15	38											
Upstate N.Y.	32	26	31	34	169	118	193	349	1	-											
N.Y. City	48	108	25	25	-	9	1	10	6	8											
N.J.	10	23	19	23	22	-	62	91	5	14											
Pa.	17	20	54	71	170	49	-	186	3	16											
E.N. CENTRAL	49	103	154	175	240	500	55	56	6	17											
Ohio	11	12	45	56	132	243	21	13	4	7											
Ind.	1	6	31	22	32	24	7	12	-	1											
Ill.	18	44	34	40	-	93	7	9	-	8											
Mich.	16	32	30	26	30	34	18	13	2	1											
Wis.	3	9	14	31	46	106	2	9	-	-											
W.N. CENTRAL	27	46	89	91	183	331	368	277	21	67											
Minn.	14	16	19	22	59	117	18	17	1	-											
Iowa	3	2	16	13	44	101	52	42	2	1											
Mo.	2	12	39	36	45	69	10	19	14	62											
N. Dak.	1	1	1	-	3	5	37	23	-	-											
S. Dak.	2	1	1	2	3	5	67	57	2	-											
Nebr.	-	5	6	13	4	3	60	-	1	4											
Kans.	5	9	7	5	25	31	124	119	1	-											
S. ATLANTIC	138	154	182	178	289	232	1,431	1,471	183	208											
Del.	-	1	7	6	1	2	23	24	-	-											
Md.	35	53	18	4	41	28	147	238	51	24											
D.C.	7	12	-	-	-	1	-	-	-	-											
Va.	17	15	19	28	60	94	323	325	11	15											
W. Va.	4	3	3	-	6	17	51	103	4	1											
N.C.	12	9	24	19	79	20	453	381	78	116											
S.C.	3	5	10	16	39	28	120	54	11	31											
Ga.	22	21	21	22	23	18	227	241	22	17											
Fla.	38	35	80	83	40	24	87	105	6	4											
E.S. CENTRAL	7	10	50	65	75	134	117	152	36	68											
Ky.	1	3	10	12	20	52	22	17	-	3											
Tenn.	4	2	13	24	37	52	80	108	28	34											
Ala.	2	3	13	15	14	23	15	27	3	10											
Miss.	-	2	14	14	4	7	-	-	5	21											
W.S. CENTRAL	14	30	68	139	256	976	161	745	3	54											
Ark.	4	1	10	20	8	435	25	-	-	12											
La.	3	3	24	30	6	5	-	-	-	-											
Okla.	3	-	11	16	12	34	136	72	2	35											
Tex.	4	26	23	73	230	502	-	673	1	7											
MOUNTAIN	19	32	49	67	580	509	78	152	6	10											
Mont.	-	1	3	2	1	3	12	8	1	1											
Idaho	1	-	6	3	40	46	3	11	1	-											
Wyo.	1	-	2	-	119	9	1	14	2	3											
Colo.	11	17	13	21	203	198	13	23	1	1											
N. Mex.	-	2	6	3	34	106	5	5	-	-											
Ariz.	4	5	14	21	106	97	36	87	1	-											
Utah	1	4	1	1	59	29	6	2	-	-											
Nev.	1	3	4	16	18	21	2	2	-	5											
PACIFIC	92	124	209	232	1,128	922	112	166	-	1											
Wash.	14	12	17	44	307	281	-	-	-	-											
Oreg.	7	6	36	34	258	117	4	6	-	1											
Calif.	67	98	150	147	555	507	105	134	-	-											
Alaska	-	2	1	1	-	4	3	26	-	-											
Hawaii	4	6	5	6	8	13	-	-	-	-											
Guam	-	-	-	1	-	2	-	-	-	-											
P.R.	-	1	2	5	-	2	44	47	N	N											
V.I.	-	-	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2002 and 2003 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


