
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending March 20, 2010 (WEEK 11)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia trachomatis infection current week
Chlamydia trachomatis infection previous 52 weeks median 
Chlamydia trachomatis infection previous 52 weeks maximum 
Chlamydia trachomatis infection cummulative for 2010
Chlamydia trachomatis infection cummulative for 2009
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2010
Cryptosporidiosis cummulative for 2009

tab delimited data:
test
UNITED STATES	10,590	23,056	27,380	191,473	268,515	59	117	263	864	889											
NEW ENGLAND	355	744	1,194	6,575	8,388	4	6	24	49	90											
Conn.	-	214	531	859	2,371	-	0	13	13	40											
Maine	-	48	75	488	565	2	1	4	13	4											
Mass.	243	378	767	4,111	4,116	-	2	15	-	29											
N.H.	-	39	60	145	473	-	1	5	5	10											
R.I.	81	67	244	712	621	-	0	8	5	1											
Vt.	31	23	63	260	242	2	1	9	13	6											
MID. ATLANTIC	2,895	3,076	4,301	32,627	33,168	14	14	38	87	97											
N.J.	253	463	630	3,363	5,615	-	0	5	-	6											
N.Y. (Upstate)	737	619	2,170	6,216	5,744	4	3	16	15	29											
N.Y. City	1,293	1,178	2,289	14,024	12,693	-	1	5	6	19											
Pa.	612	820	1,018	9,024	9,116	10	9	19	66	43											
E.N. CENTRAL	906	3,490	4,167	19,887	44,259	16	29	55	196	229											
Ill.	-	1,019	1,428	146	13,317	-	3	8	19	24											
Ind.	-	389	694	685	4,746	-	5	11	14	54											
Mich.	809	879	1,366	10,719	10,958	6	6	11	58	44											
Ohio	97	609	986	5,543	10,789	10	7	16	63	56											
Wis.	-	385	480	2,794	4,449	-	9	24	42	51											
W.N. CENTRAL	487	1,300	1,715	10,943	15,537	2	19	61	107	84											
Iowa	10	167	252	1,010	2,205	1	4	13	28	20											
Kans.	35	188	573	1,836	2,297	-	2	6	11	7											
Minn.	-	266	337	1,337	3,224	-	5	34	35	13											
Mo.	324	505	638	5,398	5,609	-	3	12	13	20											
Nebr.	115	98	236	1,051	1,184	1	2	9	14	12											
N. Dak.	3	31	92	311	368	-	0	5	-	-											
S. Dak.	-	39	80	-	650	-	1	10	6	12											
S. ATLANTIC	1,959	4,504	6,207	32,362	52,179	9	17	50	176	180											
Del.	105	87	180	914	1,069	-	0	2	1	-											
D.C.	156	120	178	988	1,621	-	0	1	-	1											
Fla.	565	1,410	1,671	14,039	15,993	4	7	24	67	60											
Ga.	2	640	1,134	233	8,891	2	5	31	79	76											
Md.	-	454	1,031	3,295	4,294	-	1	5	6	7											
N.C.	-	618	1,265	-	9,027	2	0	8	3	22											
S.C.	525	528	1,421	5,894	5,171	1	1	7	7	5											
Va.	517	620	926	6,249	5,234	-	1	7	9	8											
W. Va.	89	67	137	750	879	-	0	2	4	1											
E.S. CENTRAL	1,572	1,705	2,254	16,526	20,138	1	4	10	39	29											
Ala.	3	454	629	3,421	5,379	-	1	5	11	8											
Ky.	318	223	642	2,709	2,711	1	1	4	13	6											
Miss.	573	468	839	4,190	5,512	-	0	3	4	4											
Tenn.	678	569	734	6,206	6,536	-	1	5	11	11											
W.S. CENTRAL	572	3,052	5,786	29,425	35,119	4	8	39	49	43											
Ark.	261	269	416	3,054	3,467	-	1	5	9	4											
La.	-	496	1,055	2,922	6,905	-	0	6	7	5											
Okla.	311	211	2,713	3,681	1,601	2	2	9	8	10											
Tex.	-	2,011	3,214	19,768	23,146	2	6	29	25	24											
MOUNTAIN	327	1,371	2,097	11,844	15,348	4	10	25	82	60											
Ariz.	-	487	755	2,803	4,985	-	0	3	3	6											
Colo.	141	359	689	3,962	2,990	2	2	10	22	14											
Idaho	-	49	184	318	827	2	2	7	19	6											
Mont.	23	54	79	564	739	-	1	4	12	4											
Nev.	156	169	478	1,793	2,424	-	0	2	2	-											
N. Mex.	-	172	257	1,007	1,511	-	2	8	12	22											
Utah	7	113	154	1,047	1,437	-	0	4	7	2											
Wyo.	-	36	69	350	435	-	0	2	5	6											
PACIFIC	1,517	3,463	4,818	31,284	44,379	5	13	26	79	77											
Alaska	-	97	128	871	1,182	-	0	1	1	1											
Calif.	1,234	2,623	3,910	24,863	34,708	5	7	17	49	40											
Hawaii	-	120	147	1,065	1,294	-	0	1	-	-											
Oreg.	-	215	468	1,367	2,153	-	3	10	17	31											
Wash.	283	391	525	3,118	5,042	-	1	13	12	5											
Amer. Samoa	-	0	0	-	-	N	0	0	N	N											
C.N.M.I.	-	-	-	-	-	-	-	-	-	-											
Guam	-	0	0	-	-	-	0	0	-	-											
P.R.	172	126	331	1,274	1,663	N	0	0	N	N											
V.I.	-	10	21	52	83	-	0	0	-	-											

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2009 and 2010 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


