
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending September 6, 1997 (WEEK 36)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1997*
AIDS § cummulative for 1996
Chlamydia† cummulative for 1997
Chlamydia† cummulative for 1996
Escherichia coli O157:H7 NETSS cummulative for 1997
Escherichia coli O157:H7 PHLIS cummulative for 1997
Gonorrhea cummulative for 1997
Gonorrhea cummulative for 1996
Hepatitis C/NA,NB cummulative for 1997
Hepatitis C/NA,NB cummulative for 1996

tab delimited data:
test
UNITED STATES	39,488	45,513	298,835	295,131	1,471	848	187,335	216,238	2,133	2,401											
NEW ENGLAND	1,740	1,966	11,729	11,697	129	66	3,962	4,434	46	69											
Maine	42	31	658	635	11	-	38	38	-	-											
N.H.	26	58	510	500	6	7	67	110	8	7											
Vt.	30	14	274	272	6	1	36	41	2	17											
Mass.	604	995	4,851	4,565	74	55	1,480	1,475	29	39											
R.I.	113	123	1,339	1,354	4	-	306	357	7	6											
Conn.	925	745	4,097	4,371	28	3	2,035	2,413	-	-											
MID. ATLANTIC	12,364	12,704	40,760	43,259	90	22	24,658	28,476	239	193											
Upstate N.Y.	1,935	1,671	N	N	60	-	3,905	5,073	178	153											
N.Y. City	6,469	7,052	21,267	22,351	8	-	9,519	10,397	-	3											
N.J.	2,526	2,392	6,239	8,446	22	16	4,886	5,934	-	-											
Pa.	1,434	1,589	13,254	12,462	N	6	6,348	7,072	61	37											
E.N. CENTRAL	2,905	3,608	39,843	58,895	276	147	25,166	39,663	383	341											
Ohio	626	810	7,398	14,247	66	32	5,132	10,119	13	24											
Ind.	411	459	6,158	6,483	49	-	4,053	4,212	10	7											
Ill.	1,186	1,576	7,327	16,684	47	-	3,568	11,813	61	67											
Mich.	499	566	12,692	14,129	114	82	9,644	10,180	299	243											
Wis.	183	197	6,268	7,352	N	33	2,769	3,339	-	-											
W.N. CENTRAL	729	1,047	16,004	21,717	330	221	7,417	10,437	113	66											
Minn.	138	188	U	3,560	155	135	U	1,610	3	1											
Iowa	79	69	2,857	2,717	76	28	758	680	22	30											
Mo.	318	537	7,955	8,775	34	44	4,948	5,878	73	17											
N. Dak.	11	11	546	650	9	6	37	23	2	-											
S. Dak.	7	9	865	1,004	19	-	94	124	-	-											
Nebr.	72	74	1,147	1,929	23	-	426	712	2	6											
Kans.	104	159	2,634	3,082	14	8	1,154	1,410	11	12											
S. ATLANTIC	9,404	11,155	62,789	33,832	143	92	61,358	63,953	197	132											
Del.	175	212	1,276	1,148	3	4	819	1,007	-	-											
Md.	1,167	1,320	4,869	U	13	6	9,012	7,355	11	2											
D.C.	657	803	N	N	2	-	3,004	3,099	-	-											
Va.	769	793	7,868	7,521	N	18	5,215	6,411	20	10											
W. Va.	79	83	2,028	1,485	N	1	638	519	13	9											
N.C.	598	605	12,590	U	43	29	12,258	12,727	38	34											
S.C.	545	583	8,578	U	7	7	8,071	7,747	30	21											
Ga.	1,156	1,641	9,239	7,947	34	-	10,513	13,144	U	-											
Fla.	4,258	5,115	16,341	15,731	40	27	11,828	11,944	85	56											
E.S. CENTRAL	1,370	1,558	22,779	20,811	72	30	22,776	22,097	245	415											
Ky.	234	269	4,350	4,626	21	-	2,769	2,860	11	26											
Tenn.	576	578	8,723	9,040	37	30	7,453	7,840	173	310											
Ala.	333	431	5,750	5,781	11	-	8,057	9,246	7	3											
Miss.	227	280	3,956	1,364	3	-	4,497	2,151	54	76											
W.S. CENTRAL	4,187	4,568	40,057	38,043	45	8	25,532	26,411	293	249											
Ark.	160	185	905	1,227	9	1	1,893	2,902	1	8											
La.	716	1,077	6,404	4,962	6	3	6,047	5,187	145	141											
Okla.	215	187	5,167	5,324	3	1	3,408	3,373	7	1											
Tex.	3,096	3,119	27,581	26,530	27	3	14,184	14,949	140	99											
MOUNTAIN	1,114	1,340	16,420	17,241	172	90	5,508	5,344	295	420											
Mont.	33	23	697	849	21	-	31	24	15	11											
Idaho	37	28	993	1,073	18	13	78	78	40	92											
Wyo.	13	4	398	432	12	-	40	29	130	129											
Colo.	278	360	1,896	1,533	68	42	1,336	1,116	28	41											
N. Mex.	112	116	2,238	2,633	6	4	908	535	42	61											
Ariz.	273	373	7,321	7,622	N	23	2,428	2,651	24	50											
Utah	88	124	1,116	1,033	37	-	170	200	3	18											
Nev.	280	312	1,761	2,066	10	8	517	711	13	18											
PACIFIC	5,675	7,566	48,454	49,636	214	165	10,958	15,423	322	516											
Wash.	457	507	6,150	6,688	53	54	1,298	1,448	19	41											
Oreg.	222	338	3,328	3,811	56	63	504	588	3	6											
Calif.	4,918	6,564	36,915	37,124	94	41	8,585	12,773	196	321											
Alaska	36	23	1,017	813	11	1	259	300	-	2											
Hawaii	42	134	1,044	1,200	N	6	312	314	104	146											
Guam	2	4	31	267	N	-	3	46	-	6											
P.R.	1,382	1,511	U	U	30	U	418	456	87	126											
V.I.	75	17	N	N	N	U	-	-	-	-											
Amer. Samoa	-	-	-	-	N	U	-	-	-	-											
C.N.M.I.	1	-	N	N	N	U	17	11	2	-											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1996 and 1997 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


