
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending September 1, 2007 (WEEK 35)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2006
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years current week
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2006
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2007
Syphillis, primary & secondary cummulative for 2006

tab delimited data:
test
UNITED STATES	22	47	256	1,599	1,716	7	8	35	290	262	95	198	310	6,617	6,298						
NEW ENGLAND	-	1	12	35	95	-	0	3	6	2	7	4	13	160	144						
Conn.	-	0	5	-	72	-	0	0	-	-	2	0	10	24	29						
Maine	-	0	2	9	6	-	0	2	1	1	-	0	2	5	7						
Mass.	-	0	0	-	-	-	0	0	-	-	5	2	8	95	89						
N.H.	-	0	0	-	-	-	0	0	-	-	-	0	3	21	10						
R.I.	-	0	4	14	8	-	0	1	3	-	-	0	5	14	7						
Vt.	-	0	2	12	9	-	0	1	2	1	-	0	1	1	2						
MID. ATLANTIC	2	2	9	93	105	-	0	5	21	14	20	28	45	1,037	755						
N.J.	-	0	0	-	-	-	0	0	-	-	-	4	8	123	113						
N.Y. (Upstate)	2	1	5	34	33	-	0	4	7	7	4	3	14	96	95						
N.Y. City	-	0	0	-	-	-	0	0	-	-	16	16	35	645	363						
Pa.	-	1	6	59	72	-	0	2	14	7	-	5	10	173	184						
E.N. CENTRAL	4	9	40	388	369	2	1	7	53	57	8	15	27	519	603						
Ill.	-	0	4	13	19	-	0	1	2	5	-	7	15	236	295						
