
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending November 10, 2007 (WEEK 45)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2007
Chlamydia† cummulative for 2006
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2007
Coccidioidomycosis cummulative for 2006
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2007
Cryptosporidiosis cummulative for 2006

tab delimited data:
test
UNITED STATES	10,469	20,574	25,327	882,384	886,373	4	142	658	6,318	6,911	89	83	963	9,376	4,988						
NEW ENGLAND	614	699	1,357	29,628	29,219	-	0	1	2	-	-	5	39	285	346						
Conn.	280	213	829	8,979	8,577	N	0	0	N	N	-	0	39	39	38						
Maine	-	50	74	2,168	1,954	-	0	0	-	-	-	1	6	45	40						
Mass.	212	301	480	13,221	13,151	-	0	0	-	-	-	2	11	107	169						
N.H.	33	39	74	1,834	1,706	-	0	1	2	-	-	1	5	49	41						
R.I.	89	62	106	2,677	2,804	-	0	0	-	-	-	0	3	8	14						
Vt.	-	20	45	749	1,027	N	0	0	N	N	-	1	3	37	44						
MID. ATLANTIC	2,238	2,766	4,284	123,136	108,364	-	0	0	-	-	12	10	113	1,219	580						
N.J.	152	395	528	17,382	17,603	N	0	0	N	N	-	0	6	41	42						
N.Y. (Upstate)	683	517	2,758	23,502	20,798	N	0	0	N	N	5	3	20	222	148						
N.Y. City	778	973	1,982	43,029	35,887	N	0	0	N	N	-	1	6	81	135						
Pa.	625	751	1,760	39,223	34,076	N	0	0	N	N	7	4	103	875	255						
E.N. CENTRAL	828	3,167	6,215	141,455	147,381	1	1	3	28	39	22	19	131	1,573	1,235						
Ill.	-	943	1,367	39,704	46,555	-	0	0	-	-	-	2	13	146	186						
Ind.	286	399	646	17,988	17,148	-	0	0	-	-	2	2	12	94	89						
Mich.	433	705	1,059	29,701	30,628	-	0	3	18	33	3	3	11	158	130						
Ohio	9	749	3,642	38,040	35,165	1	0	1	10	6	14	5	61	532	325						
Wis.	100	369	443	16,022	17,885	N	0	0	N	N	3	5	59	643	505						
W.N. CENTRAL	388	1,213	1,465	52,290	53,722	-	0	54	7	1	8	13	123	1,428	798						
Iowa	169	160	252	7,596	7,248	N	0	0	N	N	2	2	60	584	166						
Kans.	156	154	294	6,998	6,836	N	0	0	N	N	1	1	16	145	76						
Minn.	-	254	314	10,544	11,213	-	0	54	-	-	4	3	34	262	196						
Mo.	-	451	551	19,688	19,930	-	0	1	7	1	-	2	13	130	180						
Nebr.	-	97	183	3,956	4,670	N	0	0	N	N	1	1	21	135	91						
N. Dak.	6	27	61	1,262	1,578	N	0	0	N	N	-	0	11	15	9						
S. Dak.	57	49	84	2,246	2,247	N	0	0	N	N	-	2	15	157	80						
S. ATLANTIC	2,886	3,965	6,760	173,454	170,636	-	0	1	3	4	31	20	68	1,106	1,056						
Del.	85	64	140	2,984	3,089	-	0	0	-	-	-	0	4	20	15						
D.C.	81	111	166	4,981	2,720	-	0	0	-	-	-	0	2	3	13						
Fla.	1,285	1,146	1,767	51,015	42,830	N	0	0	N	N	21	11	35	598	481						
Ga.	4	614	3,822	21,634	30,947	N	0	0	N	N	5	4	22	207	251						
Md.	194	399	696	17,330	18,475	-	0	1	3	4	-	1	2	29	16						
N.C.	621	548	1,905	24,293	29,270	-	0	0	-	-	-	1	18	101	90						
S.C.	155	508	3,030	27,383	19,952	N	0	0	N	N	3	1	13	77	125						
