
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending February 1, 2003 (WEEK 05)*

column labels in same order that data fields appears in each record below:
Reporting Area
Malaria cummulative for 2003
Malaria cummulative for 2002
Meningococcal Disease cummulative for 2003
Meningococcal Disease cummulative for 2002
Pertussis cummulative for 2003
Pertussis cummulative for 2002
Rabies, Animal cummulative for 2003
Rabies, Animal cummulative for 2002
Rocky Mountain Spotted Fever cummulative for 2003
Rocky Mountain Spotted Fever cummulative for 2002

tab delimited data:
test
UNITED STATES	68	82	95	163	264	408	259	451	19	25											
NEW ENGLAND	1	8	4	10	62	100	38	40	-	-											
Maine	1	-	-	1	-	3	-	2	-	-											
N.H.	-	3	-	1	-	-	2	-	-	-											
Vt.	-	-	-	2	14	14	2	11	-	-											
Mass.	-	3	3	6	48	78	15	14	-	-											
R.I.	-	-	-	-	-	-	-	2	-	-											
Conn.	-	2	1	-	-	5	19	11	-	-											
MID. ATLANTIC	26	18	7	23	20	15	25	64	1	3											
Upstate N.Y.	2	1	2	6	20	12	18	43	-	-											
N.Y. City	24	7	4	4	-	3	5	2	1	-											
N.J.	-	9	-	3	-	-	-	10	-	-											
Pa.	-	1	1	10	-	-	2	9	-	3											
E.N. CENTRAL	4	10	15	28	36	56	1	1	1	1											
Ohio	2	3	6	14	32	27	-	-	1	1											
Ind.	-	-	4	4	-	-	-	1	-	-											
Ill.	-	4	-	2	-	8	-	-	-	-											
Mich.	2	3	4	4	3	9	1	-	-	-											
Wis.	-	-	1	4	1	12	-	-	-	-											
W.N. CENTRAL	4	4	5	7	10	31	36	31	1	-											
Minn.	2	-	1	-	-	-	3	1	-	-											
Iowa	2	1	2	-	-	6	3	4	1	-											
Mo.	-	2	1	4	6	16	-	-	-	-											
N. Dak.	-	-	-	-	-	-	5	-	-	-											
S. Dak.	-	-	-	1	-	1	-	14	-	-											
Nebr.	-	-	-	1	-	2	-	-	-	-											
Kans.	-	1	1	1	4	6	25	12	-	-											
S. ATLANTIC	22	13	23	20	47	18	140	104	14	20											
Del.	-	-	4	-	-	1	-	-	-	-											
Md.	10	8	2	1	10	4	2	36	4	5											
D.C.	-	2	-	-	-	-	-	-	-	-											
Va.	-	-	-	-	1	3	36	22	-	-											
W. Va.	1	-	-	-	-	-	4	11	-	-											
N.C.	2	2	3	3	17	7	46	32	10	15											
S.C.	-	1	-	-	-	2	11	3	-	-											
Ga.	3	-	1	5	13	-	35	-	-	-											
Fla.	6	-	13	11	6	1	6	-	-	-											
E.S. CENTRAL	2	3	7	8	10	18	4	108	1	1											
Ky.	-	-	-	-	2	6	3	-	-	-											
Tenn.	-	1	2	1	2	5	-	108	1	1											
Ala.	2	1	2	6	6	1	1	-	-	-											
Miss.	-	1	3	1	-	6	-	-	-	-											
W.S. CENTRAL	1	1	6	26	-	65	5	76	-	-											
Ark.	-	-	1	4	-	57	-	-	-	-											
La.	1	1	3	2	-	-	-	-	-	-											
Okla.	-	-	2	1	-	1	5	10	-	-											
Tex.	-	-	-	19	-	7	-	66	-	-											
MOUNTAIN	1	2	4	10	61	55	7	12	-	-											
Mont.	-	-	-	-	-	2	1	-	-	-											
Idaho	-	-	-	-	2	5	-	-	-	-											
Wyo.	-	-	-	-	-	2	-	1	-	-											
Colo.	-	1	-	4	33	32	-	-	-	-											
N. Mex.	-	-	1	-	3	10	-	-	-	-											
Ariz.	1	-	3	2	14	-	6	11	-	-											
Utah	-	-	-	-	6	3	-	-	-	-											
Nev.	-	1	-	4	3	1	-	-	-	-											
PACIFIC	7	23	24	31	18	50	3	15	1	-											
Wash.	2	-	2	6	2	3	-	-	-	-											
Oreg.	4	-	7	6	16	11	-	-	-	-											
Calif.	1	21	14	18	-	33	3	6	1	-											
Alaska	-	-	-	-	-	1	-	9	-	-											
Hawaii	-	2	1	1	-	2	-	-	-	-											
Guam	-	-	-	-	-	-	-	-	-	-											
P.R.	-	-	-	1	-	-	-	8	-	-											
V.I.	-	-	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2002 and 2003 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


