
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending March 24, 2001 (WEEK 12)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis NETSS cummulative for 2001
Shigellosis NETSS cummulative for 2000
Shigellosis PHLIS cummulative for 2001
Shigellosis PHLIS cummulative for 2000
Syphilis (Primary and Secondary) cummulative for 2001
Syphilis (Primary and Secondary) cummulative for 2000
Tuberculosis cummulative for 2001
Tuberculosis cummulative for 2000

tab delimited data:
test
UNITED STATES	2,001	3,223	1,114	2,146	993	1,424	1,422	2,295													
NEW ENGLAND	30	71	28	56	9	21	70	66													
Maine	1	2	1	-	-	-	-	2													
N.H.	-	1	-	1	-	-	6	1													
Vt.	-	1	-	-	-	-	1	-													
Mass.	23	51	19	38	6	17	38	41													
R.I.	-	6	1	6	-	1	3	4													
Conn.	6	10	7	11	3	3	22	18													
MID. ATLANTIC	113	214	150	295	23	61	208	387													
Upstate N.Y.	94	133	2	84	4	2	36	32													
N.Y. City	-	-	65	124	-	26	22	232													
N.J.	-	51	39	42	7	11	93	90													
Pa.	19	30	44	45	12	22	57	33													
E.N. CENTRAL	340	551	183	199	127	303	197	226													
Ohio	106	31	54	27	14	19	24	44													
Ind.	66	62	11	11	34	99	14	15													
Ill.	78	214	68	2	15	111	107	135													
Mich.	72	182	48	153	57	56	30	19													
Wis.	18	62	2	6	7	18	22	13													
W.N. CENTRAL	230	193	216	146	9	24	77	94													
Minn.	66	42	126	52	6	3	41	37													
Iowa	43	23	31	31	-	6	9	8													
Mo.	67	98	46	45	2	12	16	36													
N. Dak.	9	-	1	1	-	-	-	-													
S. Dak.	4	1	1	-	-	-	1	3													
Nebr.	14	19	-	11	-	2	10	3													
Kans.	27	10	11	6	1	1	-	7													
S. ATLANTIC	336	361	103	124	425	467	309	321													
Del.	3	3	-	2	1	2	-	-													
Md.	23	26	4	8	46	86	32	46													
D.C.	14	-	U	U	9	16	11	-													
Va.	25	14	6	14	47	31	37	29													
W. Va.	4	2	6	2	-	1	6	9													
N.C.	94	18	47	12	104	121	27	49													
S.C.	25	3	11	3	62	41	19	18													
Ga.	26	39	25	52	45	81	50	73													
Fla.	122	256	4	31	111	88	127	97													
E.S. CENTRAL	182	160	38	115	120	215	117	171													
Ky.	69	35	16	21	11	19	15	14													
Tenn.	20	72	16	88	60	140	31	62													
Ala.	37	9	-	4	25	27	60	68													
Miss.	56	44	6	2	24	29	11	27													
W.S. CENTRAL	217	548	233	177	155	205	45	389													
Ark.	109	48	65	3	12	16	27	20													
La.	14	72	48	37	32	56	-	6													
Okla.	3	8	-	6	18	46	18	9													
Tex.	91	420	120	131	93	87	-	354													
MOUNTAIN	156	223	96	116	42	39	65	109													
Mont.	-	-	-	-	-	-	-	4													
Idaho	5	22	-	15	-	-	4	-													
Wyo.	-	1	-	1	-	-	-	-													
Colo.	33	40	22	18	2	1	18	10													
N. Mex.	29	23	23	14	4	3	5	18													
Ariz.	76	81	36	32	28	33	18	38													
Utah	5	7	7	10	6	-	5	7													
Nev.	8	49	8	26	2	2	15	32													
PACIFIC	397	902	67	918	83	89	334	532													
Wash.	43	165	37	201	19	10	38	34													
Oreg.	22	79	22	46	3	2	-	1													
Calif.	331	645	-	660	58	77	287	464													
Alaska	1	4	-	3	-	-	9	13													
Hawaii	-	9	8	8	3	-	-	20													
Guam	-	-	U	U	-	-	-	-													
P.R.	5	10	U	U	74	43	19	21													
V.I.	U	U	U	U	U	U	U	U													
Amer. Samoa	U	U	U	U	U	U	U	U													
C.N.M.I.	U	U	U	U	U	U	U	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2000 and 2001 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


