
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending November 27, 2004 (WEEK 47)*

column labels in same order that data fields appears in each record below:
Reporting Area
Syphilis (Primary and Secondary) cummulative for 2004
Syphilis (Primary and Secondary) cummulative for 2003
Syphilis (Congenital) cummulative for 2004
Syphilis (Congenital) cummulative for 2003
Tuberculosis cummulative for 2004
Tuberculosis cummulative for 2003
Typhoid Fever cummulative for 2004
Typhoid Fever cummulative for 2003
Varicella (Chicken Pox) cummulative for 2004
Varicella (Chicken Pox) cummulative for 2003

tab delimited data:
test
UNITED STATES	6,614	6,377	295	396	9,682	11,232	256	330	15,949	15,336											
NEW ENGLAND	164	192	5	1	339	376	20	27	607	2,996											
Maine	2	8	-	-	-	19	-	-	180	774											
N.H.	4	17	3	-	14	13	-	3	-	-											
Vt.	-	1	-	-	-	9	-	-	427	721											
Mass.	105	121	-	-	221	198	14	15	-	147											
R.I.	22	20	1	-	30	43	1	2	-	5											
Conn.	31	25	1	1	74	94	5	7	-	1,349											
MID. ATLANTIC	865	797	38	59	1,824	2,005	58	75	80	38											
Upstate N.Y.	86	40	4	9	251	265	8	12	-	-											
N.Y. City	540	455	14	31	901	1,027	20	35	-	-											
N.J.	128	162	19	19	382	399	15	21	-	-											
Pa.	111	140	1	-	290	314	15	7	80	38											
E.N. CENTRAL	778	816	55	71	1,053	1,058	17	32	5,404	5,345											
Ohio	208	184	1	3	178	181	5	2	1,260	1,105											
Ind.	50	43	9	14	113	118	-	4	61	-											
Ill.	328	344	14	20	473	506	-	16	1	-											
Mich.	163	229	31	33	208	193	10	10	3,690	3,361											
Wis.	29	16	-	1	81	60	2	-	392	879											
W.N. CENTRAL	134	137	5	5	396	426	9	6	130	74											
Minn.	15	41	1	-	159	175	5	2	-	-											
Iowa	5	8	-	-	33	30	-	2	N	N											
Mo.	85	56	2	4	102	104	2	1	5	-											
N. Dak.	-	2	-	-	4	4	-	-	82	74											
S. Dak.	-	2	-	-	8	16	-	-	43	-											
Nebr.	6	5	-	1	32	24	2	1	-	-											
Kans.	23	23	2	-	58	73	-	-	-	-											
S. ATLANTIC	1,732	1,672	46	77	2,068	2,283	44	51	1,965	1,998											
Del.	8	6	1	-	-	23	-	-	4	29											
Md.	316	281	7	12	220	220	11	9	-	1											
D.C.	85	46	1	-	69	-	-	-	23	27											
Va.	92	74	3	1	229	235	10	14	487	483											
W. Va.	2	2	-	-	19	20	-	-	1,197	1,224											
N.C.	170	140	10	16	274	285	8	9	N	N											
S.C.	101	91	7	14	163	145	-	-	254	234											
Ga.	304	449	1	13	326	470	5	6	-	-											
Fla.	654	583	16	21	768	885	10	13	-	-											
E.S. CENTRAL	354	292	19	12	484	625	7	6	-	-											
Ky.	44	31	1	1	103	112	3	1	-	-											
Tenn.	116	122	8	2	195	208	4	2	-	-											
Ala.	147	106	8	7	153	205	-	3	-	-											
Miss.	47	33	2	2	33	100	-	-	-	-											
W.S. CENTRAL	1,063	851	48	72	1,006	1,636	19	30	5,413	4,308											
Ark.	38	45	-	2	102	86	-	-	-	-											
La.	252	159	-	1	-	-	-	-	49	16											
Okla.	24	58	2	1	138	133	1	1	-	-											
Tex.	749	589	46	68	766	1,417	18	29	5,364	4,292											
MOUNTAIN	327	291	48	32	438	410	7	6	2,350	577											
Mont.	-	-	-	-	4	5	-	-	-	-											
Idaho	22	11	2	2	4	8	-	1	-	-											
Wyo.	3	-	-	-	4	4	-	-	53	46											
Colo.	38	34	-	3	95	97	2	3	1,790	-											
N. Mex.	54	59	1	9	18	43	-	-	95	3											
Ariz.	169	165	45	18	197	196	2	2	-	-											
Utah	7	11	-	-	36	35	1	-	412	528											
Nev.	34	11	-	-	80	22	2	-	-	-											
PACIFIC	1,197	1,329	31	67	2,074	2,413	75	97	-	-											
Wash.	127	74	-	-	203	219	6	3	-	-											
Oreg.	25	42	-	-	74	98	2	4	-	-											
Calif.	1,037	1,203	30	65	1,665	1,943	61	89	-	-											
Alaska	1	1	-	-	35	52	-	-	-	-											
Hawaii	7	9	1	2	97	101	6	1	-	-											
Guam	-	1	-	-	-	48	-	-	-	143											
P.R.	151	184	5	14	84	100	-	-	265	556											
V.I.	4	1	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	2	U	-	U	10	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 2004 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


