
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending March 12, 2005 (WEEK 10)*

column labels in same order that data fields appears in each record below:
Reporting Area
Haemophilus influenzae, Invasive, All Ages, All serotypes cummulative for 2005
Haemophilus influenzae, Invasive, All Ages, All serotypes cummulative for 2004
Haemophilus influenzae, Invasive, Age < 5 years, Serotype B cummulative for 2005
Haemophilus influenzae, Invasive, Age < 5 years, Serotype B cummulative for 2004
Haemophilus influenzae, Invasive, Age < 5 years, non-Serotype B cummulative for 2005
Haemophilus influenzae, Invasive, Age < 5 years, non-Serotype B cummulative for 2004
Haemophilus influenzae, Invasive, Age < 5 years, Unknown Serotype cummulative for 2005
Haemophilus influenzae, Invasive, Age < 5 years, Unknown Serotype cummulative for 2004

tab delimited data:
test
UNITED STATES	407	449	-	3	16	23	35	49													
NEW ENGLAND	29	45	-	1	1	4	2	-													
Maine	1	3	-	-	-	-	-	-													
N.H.	-	9	-	-	-	1	-	-													
Vt.	5	3	-	-	-	-	2	-													
Mass.	13	22	-	1	-	2	-	-													
R.I.	2	1	-	-	-	-	-	-													
Conn.	8	7	-	-	1	1	-	-													
MID. ATLANTIC	83	88	-	-	-	1	9	13													
Upstate N.Y.	23	27	-	-	-	1	1	1													
N.Y. City	14	16	-	-	-	-	2	4													
N.J.	17	18	-	-	-	-	3	3													
Pa.	29	27	-	-	-	-	3	5													
E.N. CENTRAL	57	87	-	-	1	6	2	14													
Ohio	34	30	-	-	-	2	2	4													
Ind.	14	11	-	-	1	3	-	1													
Ill.	2	22	-	-	-	-	-	5													
Mich.	7	7	-	-	-	1	-	3													
Wis.	-	17	-	-	-	-	-	1													
W.N. CENTRAL	22	17	-	1	1	1	2	2													
Minn.	9	7	-	-	1	1	-	-													
Iowa	-	1	-	1	-	-	-	-													
Mo.	11	5	-	-	-	-	2	2													
N. Dak.	-	-	-	-	-	-	-	-													
S. Dak.	-	-	-	-	-	-	-	-													
Nebr.	1	4	-	-	-	-	-	-													
Kans.	1	-	-	-	-	-	-	-													
S. ATLANTIC	119	99	-	-	4	1	9	7													
Del.	-	-	-	-	-	-	-	-													
Md.	19	23	-	-	1	1	2	-													
D.C.	-	-	-	-	-	-	-	-													
Va.	6	9	-	-	-	-	-	-													
W. Va.	7	6	-	-	-	-	2	3													
N.C.	21	7	-	-	2	-	-	-													
S.C.	2	2	-	-	-	-	-	-													
Ga.	41	25	-	-	-	-	4	4													
Fla.	23	27	-	-	1	-	1	-													
E.S. CENTRAL	19	17	-	-	-	-	3	4													
Ky.	-	-	-	-	-	-	-	-													
Tenn.	16	10	-	-	-	-	1	3													
Ala.	3	7	-	-	-	-	2	1													
Miss.	-	-	-	-	-	-	-	-													
W.S. CENTRAL	20	22	-	-	1	3	5	-													
Ark.	-	-	-	-	-	-	-	-													
La.	9	7	-	-	-	-	5	-													
Okla.	11	15	-	-	1	3	-	-													
Tex.	-	-	-	-	-	-	-	-													
MOUNTAIN	44	56	-	1	7	6	2	7													
Mont.	-	-	-	-	-	-	-	-													
Idaho	1	2	-	-	-	-	-	1													
Wyo.	1	-	-	-	-	-	-	-													
Colo.	11	11	-	-	-	-	1	1													
N. Mex.	6	16	-	-	2	2	-	4													
Ariz.	17	26	-	-	3	4	1	1													
Utah	3	1	-	1	-	-	-	-													
Nev.	5	-	-	-	2	-	-	-													
PACIFIC	14	18	-	-	1	1	1	2													
Wash.	-	1	-	-	-	-	-	1													
Oreg.	7	10	-	-	-	-	1	-													
Calif.	4	5	-	-	1	1	-	1													
Alaska	1	-	-	-	-	-	-	-													
Hawaii	2	2	-	-	-	-	-	-													
Guam	-	-	-	-	-	-	-	-													
P.R.	-	-	-	-	-	-	-	-													
V.I.	-	-	-	-	-	-	-	-													
Amer. Samoa	U	U	U	U	U	U	U	U													
C.N.M.I.	-	U	-	U	-	U	-	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2004 and 2005 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


