
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending October 5, 1996 (WEEK 40)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1996
AIDS § cummulative for 1995
Chlamydia† cummulative for 1996
Escherichia coli O157:H7 NETSS cummulative for 1996
Escherichia coli O157:H7 PHLIS cummulative for 1996
Gonorrhea cummulative for 1996
Gonorrhea cummulative for 1995
Hepatitis C/NA,NB cummulative for 1996
Hepatitis C/NA,NB cummulative for 1995
Legionellosis cummulative for 1996
Legionellosis cummulative for 1995

tab delimited data:
test
UNITED STATES	51,611	54,405	279,125	2,024	1,116	217,085	302,844	2,577	3,021	665	920										
NEW ENGLAND	2,065	2,626	12,712	277	67	5,381	5,865	93	101	37	27										
Maine	32	82	695	21	-	47	72	-	-	2	5										
N.H.	66	75	397	35	31	80	91	8	12	3	1										
Vt.	18	28	U	26	26	42	47	31	10	3	-										
Mass.	997	1,122	5,168	130	10	1,724	2,066	48	72	20	17										
R.I.	129	187	1,482	15	-	395	406	6	7	9	4										
Conn.	823	1,132	4,970	50	-	3,093	3,183	-	-	N	N										
MID. ATLANTIC	14,243	14,635	33,736	180	39	25,549	34,051	223	356	168	159										
Upstate N.Y.	1,855	1,729	N	122	12	4,920	7,383	173	177	57	41										
N.Y. City	7,855	7,609	15,878	10	-	8,618	13,607	1	1	6	5										
N.J.	2,905	3,553	3,902	48	5	3,929	3,325	-	142	12	23										
Pa.	1,628	1,744	13,956	N	22	8,082	9,736	49	36	93	90										
E.N. CENTRAL	4,076	4,092	47,633	492	326	32,233	60,652	355	255	176	270										
Ohio	871	847	14,112	138	82	10,153	18,831	29	9	80	125										
Ind.	498	423	7,933	72	47	5,160	6,915	8	4	38	64										
Ill.	1,808	1,726	18,905	199	84	13,712	15,718	52	71	9	25										
Mich.	685	817	U	83	65	U	14,033	266	171	34	26										
Wis.	214	279	6,683	N	48	3,208	5,155	-	-	15	30										
W.N. CENTRAL	1,221	1,245	21,363	461	287	9,570	15,555	101	65	36	66										
Minn.	226	284	2,702	200	202	U	2,176	1	2	3	6										
Iowa	72	71	3,199	104	55	861	1,253	48	12	9	19										
Mo.	626	559	9,400	51	-	6,339	8,878	32	18	8	13										
N. Dak.	10	4	2	14	14	-	24	-	5	-	3										
S. Dak.	10	14	731	20	-	103	169	-	1	2	3										
Nebr.	83	84	1,920	43	4	718	931	5	15	11	15										
Kans.	194	229	3,409	29	12	1,549	2,124	15	12	3	7										
S. ATLANTIC	13,079	14,075	42,154	111	59	73,820	84,266	213	181	110	146										
Del.	232	239	1,148	1	1	1,129	1,723	1	-	10	2										
Md.	1,961	2,226	5,273	N	8	11,207	10,212	1	7	22	24										
D.C.	1,001	828	N	-	-	3,386	3,594	-	-	8	4										
Va.	896	1,077	8,765	N	29	6,960	8,371	12	14	15	20										
W. Va.	88	84	1	N	2	404	533	9	43	1	4										
N.C.	677	816	U	34	12	14,187	18,785	40	46	9	31										
S.C.	667	766	-	8	7	8,275	9,333	23	16	5	30										
Ga.	1,867	1,791	8,873	30	-	14,199	15,776	U	15	3	14										
Fla.	5,690	6,248	18,094	26	-	14,073	15,939	127	40	37	17										
E.S. CENTRAL	1,749	1,759	23,140	53	50	24,849	31,251	453	803	38	50										
Ky.	309	220	5,117	10	6	3,226	3,702	27	27	4	10										
Tenn.	647	709	9,945	22	41	8,899	10,651	331	774	18	24										
Ala.	470	483	6,482	10	3	10,337	12,852	4	2	3	6										
Miss.	323	347	U	11	-	2,387	4,046	91	U	13	10										
W.S. CENTRAL	5,138	4,660	31,586	42	12	23,910	42,558	356	236	18	19										
Ark.	207	209	-	12	3	2,620	4,216	7	6	2	6										
La.	1,177	780	5,685	6	4	6,170	8,662	161	142	1	3										
Okla.	189	206	5,787	10	1	3,745	4,472	69	36	5	4										
Tex.	3,565	3,465	20,114	14	4	11,375	25,208	119	52	10	6										
MOUNTAIN	1,533	1,710	12,586	169	87	5,391	7,271	452	362	36	93										
Mont.	33	17	-	23	-	25	55	14	12	1	4										
Idaho	32	38	1,185	30	10	86	112	93	44	-	2										
Wyo.	5	12	448	10	9	30	43	142	142	3	10										
Colo.	406	523	-	62	35	1,077	2,231	46	55	7	33										
N. Mex.	139	137	3,017	10	-	685	818	61	42	2	4										
Ariz.	461	540	5,132	N	22	2,713	2,806	56	37	16	9										
Utah	144	112	1,183	19	-	232	194	22	11	2	13										
Nev.	313	331	1,621	15	11	543	1,012	18	19	5	18										
PACIFIC	8,506	9,603	54,215	239	189	16,382	21,375	331	662	46	90										
Wash.	538	711	7,110	73	72	1,571	2,113	44	161	5	20										
Oreg.	359	347	U	63	37	467	607	6	34	1	-										
Calif.	7,440	8,295	41,132	100	70	13,749	17,659	111	425	35	65										
Alaska	28	60	897	3	2	321	531	3	1	1	-										
Hawaii	141	190	1,031	N	8	274	465	167	41	4	5										
Guam	4	-	168	N	-	31	87	1	5	2	1										
P.R.	1,792	1,904	N	14	U	287	459	79	179	-	-										
V.I.	17	27	N	N	U	-	-	-	-	-	-										
Amer. Samoa	-	-	-	N	U	-	25	-	-	-	-										
C.N.M.I.	1	-	N	N	U	11	50	-	5	-	-										

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 1996 are provisional and cumulative (year-to-date).

