
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending July 30, 2005 (WEEK 30)*

column labels in same order that data fields appears in each record below:
Reporting Area
Tuberculosis cummulative for 2005
Tuberculosis cummulative for 2004
Typhoid Fever cummulative for 2005
Typhoid Fever cummulative for 2004
Varicella (Chicken Pox) cummulative for 2005
Varicella (Chicken Pox) cummulative for 2004
West Nile virus disease § Neuroinvasive cummulative for 2005
West Nile virus disease § Neuroinvasive cummulative for 2004
West Nile virus disease § Non-neuroinvasive † cummulative for 2005

tab delimited data:
test
UNITED STATES	5,510	7,418	117	164	14,065	13,491	31	417	70												
NEW ENGLAND	169	232	13	16	971	1,914	-	-	-												
Maine	9	12	1	-	206	180	-	-	-												
N.H.	4	9	-	-	193	-	-	-	-												
Vt.	4	1	-	-	34	410	-	-	-												
Mass.	112	130	7	13	538	86	-	-	-												
R.I.	14	28	1	1	-	-	-	-	-												
Conn.	26	52	4	2	U	1,238	-	-	-												
MID. ATLANTIC	1,109	1,136	29	40	2,958	67	1	3	3												
Upstate N.Y.	132	147	5	4	-	-	-	-	1												
N.Y. City	565	577	8	14	-	-	-	2	2												
N.J.	257	244	9	12	-	-	-	-	-												
Pa.	155	168	7	10	2,958	67	1	1	-												
E.N. CENTRAL	723	666	8	17	3,959	4,035	3	8	-												
Ohio	142	114	-	3	916	1,022	1	1	-												
Ind.	70	71	-	-	120	N	1	2	-												
Ill.	349	305	2	9	31	1	1	4	-												
Mich.	118	129	3	4	2,609	2,527	-	1	-												
Wis.	44	47	3	1	283	485	-	-	-												
W.N. CENTRAL	225	265	3	7	232	134	4	15	19												
Minn.	98	99	2	3	-	-	2	3	2												
Iowa	20	19	-	-	N	N	-	2	-												
Mo.	53	77	1	2	156	5	1	5	-												
N. Dak.	2	3	-	-	12	74	-	1	-												
S. Dak.	7	5	-	-	64	55	1	2	14												
Nebr.	16	18	-	2	-	-	-	-	-												
Kans.	29	44	-	-	-	-	-	2	3												
S. ATLANTIC	1,247	1,539	18	23	1,268	1,595	-	17	-												
Del.	2	17	-	-	21	4	-	-	-												
Md.	151	145	6	9	-	-	-	-	-												
D.C.	28	49	-	-	20	19	-	-	-												
Va.	147	118	4	3	227	376	-	-	-												
W. Va.	13	13	-	-	672	903	-	-	N												
N.C.	126	153	2	3	-	N	-	1	-												
S.C.	118	112	-	-	328	293	-	-	-												
Ga.	195	358	2	3	-	-	-	2	-												
Fla.	467	574	4	5	-	-	-	14	-												
E.S. CENTRAL	311	324	3	6	-	4	1	18	2												
Ky.	56	55	1	2	N	N	-	-	-												
Tenn.	150	129	-	4	-	-	-	2	-												
Ala.	105	107	1	-	-	4	-	8	-												
Miss.	-	33	1	-	-	-	1	8	2												
W.S. CENTRAL	476	1,181	3	12	2,997	4,213	4	37	2												
Ark.	53	69	-	-	-	-	-	5	2												
La.	-	-	-	-	104	47	1	17	-												
Okla.	76	93	-	-	-	-	-	2	-												
Tex.	347	1,019	3	12	2,893	4,166	3	13	-												
MOUNTAIN	186	298	3	6	1,680	1,529	3	213	20												
Mont.	6	4	-	-	-	-	-	-	-												
Idaho	-	3	-	-	-	-	-	-	-												
Wyo.	-	2	-	-	43	24	-	-	-												
Colo.	37	76	-	1	1,190	1,207	-	19	10												
N. Mex.	8	19	-	-	110	U	1	6	1												
Ariz.	121	114	1	2	-	-	2	172	9												
Utah	14	26	1	1	337	298	-	3	-												
Nev.	-	54	1	2	-	-	-	13	-												
PACIFIC	1,064	1,777	37	37	-	-	15	106	24												
Wash.	130	135	3	3	N	N	-	-	-												
Oreg.	54	54	2	-	-	-	-	-	-												
Calif.	802	1,502	26	28	-	-	15	106	24												
Alaska	15	20	-	-	-	-	-	-	-												
Hawaii	63	66	6	6	-	-	-	-	-												
Guam	-	38	-	-	-	88	-	-	-												
P.R.	-	49	-	-	109	267	-	-	-												
V.I.	-	-	-	-	-	-	-	-	-												
Amer. Samoa	U	U	U	U	U	U	U	U	-												
C.N.M.I.	-	U	-	U	-	U	-	U	-												

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2004 and 2005 are provisional and cumulative (year-to-date).

§ Updated weekly from reports to the Division of Vector-Borne Infectious Diseases, National Center for Infectious Diseases 
(ArboNet Surveillance).

† Not previously notifiable.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


