
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending May 5, 2007 (WEEK 18)*

column labels in same order that data fields appears in each record below:
Reporting Area
Lyme disease current week
Lyme disease previous 52 weeks median 
Lyme disease previous 52 weeks maximum 
Lyme disease cummulative for 2007
Lyme disease cummulative for 2006
Malaria current week
Malaria previous 52 weeks median 
Malaria previous 52 weeks maximum 
Malaria cummulative for 2007
Malaria cummulative for 2006
Meningococcal diseases, invasive †, all serogroups current week
Meningococcal diseases, invasive †, all serogroups previous 52 weeks median 
Meningococcal diseases, invasive †, all serogroups previous 52 weeks maximum 
Meningococcal diseases, invasive †, all serogroups cummulative for 2007
Meningococcal diseases, invasive †, all serogroups cummulative for 2006

tab delimited data:
test
UNITED STATES	86	253	1,029	1,844	2,064	5	24	49	236	376	9	19	39	382	503						
NEW ENGLAND	9	22	255	90	120	-	0	6	4	10	-	1	3	8	15						
Conn.	4	9	227	25	52	-	0	3	-	1	-	0	2	3	4						
Maine	3	2	39	18	29	-	0	1	3	2	-	0	3	2	2						
Mass.	-	0	3	-	26	-	0	3	-	6	-	0	1	-	9						
N.H.	2	5	97	39	6	-	0	3	1	-	-	0	2	-	-						
R.I.	-	0	93	-	1	-	0	1	-	-	-	0	1	1	-						
Vt.	-	1	15	8	6	-	0	0	-	1	-	0	1	2	-						
MID. ATLANTIC	62	147	571	931	1,412	-	5	18	55	100	1	2	8	44	83						
N.J.	-	26	190	102	354	-	1	7	-	28	-	0	2	1	8						
N.Y. (Upstate)	55	52	392	287	583	-	1	7	15	8	-	1	4	11	14						
N.Y. City	-	2	24	6	18	-	2	9	34	53	1	1	4	12	31						
Pa.	7	45	237	536	457	-	1	4	6	11	-	0	5	20	30						
E.N. CENTRAL	-	9	158	21	135	-	3	10	32	45	3	2	8	56	69						
Ill.	-	0	1	2	-	-	1	6	10	17	-	0	2	13	17						
Ind.	-	0	3	1	3	-	0	2	1	5	1	0	4	14	8						
Mich.	-	1	5	6	3	-	0	2	7	6	-	0	3	12	13						
Ohio	-	0	5	3	12	-	0	2	8	12	2	1	4	14	19						
Wis.	-	7	154	9	117	-	0	3	6	5	-	0	2	3	12						
W.N. CENTRAL	-	5	188	48	55	4	1	13	18	19	-	1	5	28	28						
Iowa	-	1	8	6	14	-	0	1	2	1	-	0	3	7	8						
Kans.	-	0	2	3	1	-	0	2	-	-	-	0	1	1	1						
Minn.	-	2	188	32	39	4	0	12	11	14	-	0	3	8	4						
Mo.	-	0	3	7	-	-	0	1	2	2	-	0	3	9	9						
Nebr.	-	0	2	-	1	-	0	1	2	-	-	0	1	1	5						
N. Dak.	-	0	0	-	-	-	0	0	-	1	-	0	1	1	1						
S. Dak.	-	0	1	-	-	-	0	1	1	1	-	0	1	1	-						
S. ATLANTIC	8	44	135	689	303	1	5	15	54	97	1	3	9	53	85						
Del.	4	9	28	139	109	-	0	1	2	2	-	0	1	-	2						
D.C.	-	0	7	3	7	-	0	2	2	-	-	0	1	-	-						
Fla.	1	0	3	11	7	-	1	4	14	16	1	1	7	23	35						
Ga.	-	0	1	-	1	-	1	6	4	33	-	0	3	6	9						
Md.	2	21	105	434	164	-	1	4	17	15	-	0	2	13	5						
N.C.	-	0	4	6	8	1	0	4	5	10	-	0	6	4	14						
S.C.	-	0	2	4	1	-	0	2	-	4	-	0	2	5	9						
Va.	1	7	36	88	6	-	1	4	9	16	-	0	2	2	10						
W. Va.	-	0	14	4	-	-	0	1	1	1	-	0	2	-	1						
E.S. CENTRAL	-	0	4	9	2	-	0	3	10	8	1	1	4	21	18						
Ala.	-	0	3	1	1	-	0	2	1	3	1	0	2	5	4						
Ky.	-	0	2	-	-	-	0	1	1	1	-	0	1	1	5						
Miss.	-	0	1	-	-	-	0	1	1	2	-	0	4	4	3						
Tenn.	-	0	3	8	1	-	0	2	7	2	-	0	2	11	6						
W.S. CENTRAL	-	1	6	10	2	-	2	7	13	18	1	1	13	39	32						
Ark.	-	0	0	-	-	-	0	2	-	-	-	0	2	5	5						
La.	-	0	1	2	-	-	0	2	11	1	-	0	4	11	5						
Okla.	-	0	0	-	-	-	0	3	1	2	1	0	4	10	6						
Tex.	-	1	6	8	2	-	1	6	1	15	-	0	9	13	16						
MOUNTAIN	-	0	4	5	3	-	1	6	11	21	-	1	4	32	32						
Ariz.	-	0	2	-	3	-	0	3	4	6	-	0	3	10	9						
Colo.	-	0	0	-	-	-	0	2	4	6	-	0	2	8	11						
Idaho	-	0	2	1	-	-	0	1	-	-	-	0	1	2	1						
Mont.	-	0	1	1	-	-	0	1	1	1	-	0	1	1	1						
Nev.	-	0	1	3	-	-	0	1	-	-	-	0	1	3	3						
N. Mex.	-	0	1	-	-	-	0	1	-	1	-	0	1	1	1						
Utah	-	0	1	-	-	-	0	2	2	7	-	0	2	6	4						
Wyo.	-	0	1	-	-	-	0	0	-	-	-	0	2	1	2						
PACIFIC	7	3	17	41	32	-	4	14	39	58	2	5	12	101	141						
Alaska	-	0	1	2	-	-	0	4	2	6	-	0	1	1	2						
Calif.	7	3	14	39	32	-	3	6	29	45	1	3	10	72	93						
Hawaii	N	0	0	N	N	-	0	2	-	-	-	0	2	2	4						
Oreg.	-	0	1	-	-	-	0	3	7	4	-	0	3	12	23						
Wash.	-	0	3	-	-	-	0	11	1	3	1	0	5	14	19						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	0	-	-						
C.N.M.I.	U	-	-	U	U	U	-	-	U	U	U	-	-	-	-						
Guam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
P.R.	N	0	0	N	N	-	0	1	1	-	-	0	1	4	3						
V.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2006 and 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Data for meningococcal disease, invasive caused by serogroups A, C, Y, & W-135; serogroup B; other serogroup; and 
unknown serogroup are available in Table I.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


