
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending April 7, 2001 (WEEK 14)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis NETSS cummulative for 2001
Shigellosis NETSS cummulative for 2000
Shigellosis PHLIS cummulative for 2001
Shigellosis PHLIS cummulative for 2000
Syphilis (Primary and Secondary) cummulative for 2001
Syphilis (Primary and Secondary) cummulative for 2000
Tuberculosis cummulative for 2001
Tuberculosis cummulative for 2000

tab delimited data:
test
UNITED STATES	2,566	4,060	1,383	2,524	1,308	1,740	2,202	2,937													
NEW ENGLAND	39	83	46	65	11	23	82	84													
Maine	1	2	1	-	-	-	-	2													
N.H.	1	1	1	1	1	-	6	2													
Vt.	-	1	-	-	-	-	1	-													
Mass.	28	60	28	45	7	19	47	48													
R.I.	2	6	5	7	-	1	6	7													
Conn.	7	13	11	12	3	3	22	25													
MID. ATLANTIC	233	578	205	390	84	81	494	497													
Upstate N.Y.	117	183	2	112	4	3	63	45													
N.Y. City	88	295	120	163	61	36	255	293													
N.J.	-	62	39	58	9	16	110	123													
Pa.	28	38	44	57	10	26	66	36													
E.N. CENTRAL	393	667	223	242	186	374	232	291													
Ohio	118	39	65	33	21	21	41	51													
Ind.	71	78	13	17	35	121	20	23													
Ill.	100	261	84	2	31	125	116	172													
Mich.	82	216	57	183	92	88	33	24													
Wis.	22	73	4	7	7	19	22	21													
W.N. CENTRAL	275	234	253	192	13	30	100	117													
Minn.	66	43	132	60	6	3	53	43													
Iowa	59	40	56	45	-	8	9	8													
Mo.	77	116	49	68	6	15	23	48													
N. Dak.	9	1	1	1	-	-	-	-													
S. Dak.	15	1	1	-	-	-	2	3													
Nebr.	22	21	-	11	-	2	13	3													
Kans.	27	12	14	7	1	2	-	12													
S. ATLANTIC	420	476	130	146	533	567	443	503													
Del.	3	3	2	2	2	2	-	-													
Md.	31	27	10	10	66	97	41	60													
D.C.	16	-	U	U	12	17	13	-													
Va.	29	16	15	21	46	36	46	52													
W. Va.	4	2	6	2	-	1	8	9													
N.C.	102	32	51	16	135	151	67	72													
S.C.	29	5	17	4	79	57	19	18													
Ga.	56	56	25	57	53	95	98	128													
Fla.	150	335	4	34	140	111	151	164													
E.S. CENTRAL	237	181	71	135	152	257	156	211													
Ky.	88	39	25	22	12	22	15	20													
Tenn.	25	86	23	106	83	167	43	82													
Ala.	58	9	17	5	27	35	74	71													
Miss.	66	47	6	2	30	33	24	38													
W.S. CENTRAL	378	634	246	207	186	240	170	484													
Ark.	141	58	65	17	14	17	34	37													
La.	15	78	49	38	39	65	-	25													
Okla.	4	8	-	6	22	51	27	19													
Tex.	218	490	132	146	111	107	109	403													
MOUNTAIN	177	254	110	147	46	47	77	115													
Mont.	-	1	-	-	-	-	-	4													
Idaho	5	23	-	16	-	-	4	-													
Wyo.	-	1	-	1	-	-	-	-													
Colo.	39	42	29	21	2	1	25	12													
N. Mex.	34	25	27	15	4	6	5	17													
Ariz.	76	97	36	41	32	38	23	41													
Utah	10	14	10	18	6	-	5	7													
Nev.	13	51	8	35	2	2	15	34													
PACIFIC	414	953	99	1,000	97	121	448	635													
Wash.	49	187	62	212	19	12	45	54													
Oreg.	2	83	26	49	-	3	-	20													
Calif.	361	666	-	728	75	106	393	516													
Alaska	2	6	-	3	-	-	10	15													
Hawaii	-	11	11	8	3	-	-	30													
Guam	-	-	U	U	-	-	-	-													
P.R.	7	14	U	U	96	47	38	21													
V.I.	U	U	U	U	U	U	U	U													
Amer. Samoa	U	U	U	U	U	U	U	U													
C.N.M.I.	U	U	U	U	U	U	U	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2000 and 2001 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


