
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending November 18, 2006 (WEEK 46)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A current week
Hepatitis (Viral Acute), Type A previous 52 weeks median 
Hepatitis (Viral Acute), Type A previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A cummulative for 2006
Hepatitis (Viral Acute), Type A cummulative for 2005
Hepatitis (Viral Acute), Type B current week
Hepatitis (Viral Acute), Type B previous 52 weeks median 
Hepatitis (Viral Acute), Type B previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B cummulative for 2006
Hepatitis (Viral Acute), Type B cummulative for 2005
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2006
Legionellosis cummulative for 2005

tab delimited data:
test
UNITED STATES	35	64	245	2,922	3,747	56	84	574	3,586	4,293	24	43	127	2,112	1,961						
NEW ENGLAND	-	3	20	152	428	-	2	8	86	140	3	2	12	113	143						
Conn.	-	1	2	37	47	-	1	3	29	44	2	0	9	48	33						
Maine	-	0	2	6	4	-	0	2	19	12	-	0	2	8	7						
Mass.	-	0	6	51	276	-	0	5	14	47	-	0	4	27	64						
N.H.	-	0	16	37	80	-	0	2	13	28	-	0	1	1	9						
R.I.	-	0	4	12	15	-	0	4	9	3	-	0	10	21	21						
Vt.	-	0	2	9	6	-	0	1	2	6	1	0	2	8	9						
MID. ATLANTIC	1	7	17	317	594	3	8	55	359	585	6	14	47	795	680						
N.J.	-	2	6	71	138	-	2	8	85	215	-	2	10	95	113						
N.Y. (Upstate)	1	1	14	82	89	3	1	43	56	52	6	6	30	303	169						
N.Y. City	-	2	10	107	274	-	2	5	77	120	-	2	13	116	112						
Pa.	-	1	5	57	93	-	3	9	141	198	-	4	18	281	286						
E.N. CENTRAL	4	6	13	278	334	12	8	24	366	511	8	8	25	420	397						
Ill.	-	1	4	61	118	-	1	7	60	145	-	0	4	21	54						
Ind.	1	0	5	30	19	6	0	17	53	34	-	1	3	32	28						
Mich.	2	2	8	101	105	1	3	6	129	169	-	2	9	121	108						
Ohio	1	1	4	49	47	5	2	10	116	119	8	3	19	210	175						
Wis.	-	1	4	37	45	-	0	2	8	44	-	0	5	36	32						
W.N. CENTRAL	1	2	30	120	83	1	4	22	143	244	-	1	15	70	93						
Iowa	-	0	2	10	19	-	0	3	15	25	-	0	3	10	8						
Kans.	1	0	5	27	16	1	0	2	9	27	-	0	2	5	3						
Minn.	-	0	29	16	3	-	0	13	23	29	-	0	11	24	26						
Mo.	-	1	3	42	30	-	2	6	77	132	-	0	3	19	29						
Nebr.	-	0	2	17	14	-	0	2	18	24	-	0	2	8	4						
N. Dak.	-	0	2	-	-	-	0	0	-	-	-	0	1	-	2						
S. Dak.	-	0	3	8	1	-	0	1	1	7	-	0	1	4	21						
S. ATLANTIC	17	10	29	506	661	18	24	66	1,032	1,241	5	8	19	390	369						
Del.	-	0	2	10	6	-	1	4	41	30	-	0	2	10	16						
D.C.	-	0	2	7	4	-	0	2	7	11	2	0	5	29	12						
Fla.	5	4	13	194	263	11	8	19	376	431	1	3	9	144	103						
Ga.	1	1	5	56	117	3	3	8	147	183	-	0	4	20	33						
Md.	-	1	6	61	68	-	3	10	138	139	2	1	7	81	102						
N.C.	11	0	20	95	81	4	0	23	147	150	-	0	5	33	30						
S.C.	-	0	3	23	39	-	2	7	73	140	-	0	1	4	14						
Va.	-	1	11	54	79	-	1	18	54	122	-	1	7	56	41						
