
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending April 19, 2008 (WEEK 16)*

column labels in same order that data fields appears in each record below:
Reporting Area
Varicella (chickenpox) current week
Varicella (chickenpox) previous 52 weeks median 
Varicella (chickenpox) previous 52 weeks maximum 
Varicella (chickenpox) cummulative for 2008
Varicella (chickenpox) cummulative for 2007
West Nile virus disease † Neuroinvasive current week
West Nile virus disease † Neuroinvasive previous 52 weeks median 
West Nile virus disease † Neuroinvasive previous 52 weeks maximum 
West Nile virus disease † Neuroinvasive cummulative for 2008
West Nile virus disease † Neuroinvasive cummulative for 2007
West Nile virus disease † Non-neuroinvasive § current week
West Nile virus disease † Non-neuroinvasive § previous 52 weeks median 
West Nile virus disease † Non-neuroinvasive § previous 52 weeks maximum 
West Nile virus disease † Non-neuroinvasive § cummulative for 2008
West Nile virus disease † Non-neuroinvasive § cummulative for 2007

tab delimited data:
test
UNITED STATES	582	613	1,417	9,910	15,477	-	1	141	-	4	-	2	299	-	1						
NEW ENGLAND	8	12	47	179	272	-	0	2	-	-	-	0	2	-	-						
Conn.	-	0	1	-	1	-	0	2	-	-	-	0	1	-	-						
Maine	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Mass.	-	0	0	-	-	-	0	2	-	-	-	0	2	-	-						
N.H.	2	6	18	88	126	-	0	0	-	-	-	0	0	-	-						
R.I.	-	0	0	-	-	-	0	0	-	-	-	0	1	-	-						
Vt.	6	5	38	91	145	-	0	0	-	-	-	0	0	-	-						
MID. ATLANTIC	63	61	145	832	2,083	-	0	3	-	-	-	0	3	-	-						
N.J.	N	0	0	N	N	-	0	1	-	-	-	0	0	-	-						
N.Y. (Upstate)	N	0	0	N	N	-	0	1	-	-	-	0	1	-	-						
N.Y. City	N	0	0	N	N	-	0	3	-	-	-	0	3	-	-						
Pa.	63	61	145	832	2,083	-	0	1	-	-	-	0	1	-	-						
E.N. CENTRAL	81	153	358	2,077	4,443	-	0	18	-	-	-	0	12	-	1						
Ill.	6	3	41	190	68	-	0	13	-	-	-	0	8	-	-						
Ind.	-	0	222	-	-	-	0	4	-	-	-	0	2	-	-						
Mich.	-	62	154	861	1,747	-	0	5	-	-	-	0	0	-	-						
Ohio	74	61	208	1,009	2,155	-	0	4	-	-	-	0	3	-	1						
Wis.	1	4	80	17	473	-	0	2	-	-	-	0	2	-	-						
W.N. CENTRAL	41	22	83	462	842	-	0	41	-	-	-	1	117	-	-						
Iowa	N	0	0	N	N	-	0	4	-	-	-	0	3	-	-						
Kans.	-	6	36	205	340	-	0	3	-	-	-	0	7	-	-						
Minn.	-	0	0	-	-	-	0	9	-	-	-	0	12	-	-						
Mo.	41	12	58	240	389	-	0	9	-	-	-	0	3	-	-						
Nebr.	N	0	0	N	N	-	0	5	-	-	-	0	15	-	-						
N. Dak.	-	0	1	1	84	-	0	11	-	-	-	0	49	-	-						
S. Dak.	-	1	14	16	29	-	0	9	-	-	-	0	32	-	-						
S. ATLANTIC	60	103	180	1,764	2,003	-	0	12	-	-	-	0	6	-	-						
Del.	-	1	4	7	12	-	0	1	-	-	-	0	0	-	-						
D.C.	-	0	8	14	-	-	0	0	-	-	-	0	0	-	-						
Fla.	34	27	87	707	435	-	0	1	-	-	-	0	0	-	-						
Ga.	N	0	0	N	N	-	0	8	-	-	-	0	5	-	-						
Md.	N	0	0	N	N	-	0	2	-	-	-	0	2	-	-						
N.C.	N	0	0	N	N	-	0	1	-	-	-	0	1	-	-						
S.C.	8	13	52	261	545	-	0	2	-	-	-	0	1	-	-						
Va.	7	25	81	491	520	-	0	1	-	-	-	0	1	-	-						
W. Va.	11	17	66	284	491	-	0	0	-	-	-	0	0	-	-						
E.S. CENTRAL	40	14	82	428	171	-	0	11	-	4	-	0	14	-	-						
Ala.	40	14	82	421	169	-	0	2	-	-	-	0	1	-	-						
Ky.	N	0	0	N	N	-	0	1	-	-	-	0	0	-	-						
Miss.	-	0	2	7	2	-	0	7	-	3	-	0	12	-	-						
Tenn.	N	0	0	N	N	-	0	1	-	1	-	0	2	-	-						
W.S. CENTRAL	235	172	842	3,470	4,394	-	0	34	-	-	-	0	18	-	-						
Ark.	6	12	42	233	278	-	0	5	-	-	-	0	2	-	-						
La.	-	1	8	27	56	-	0	5	-	-	-	0	3	-	-						
Okla.	N	0	0	N	N	-	0	11	-	-	-	0	7	-	-						
Tex.	229	159	825	3,210	4,060	-	0	18	-	-	-	0	10	-	-						
MOUNTAIN	53	38	120	686	1,249	-	0	36	-	-	-	1	143	-	-						
Ariz.	-	0	0	-	-	-	0	8	-	-	-	0	10	-	-						
Colo.	27	13	46	230	488	-	0	17	-	-	-	0	65	-	-						
Idaho	N	0	0	N	N	-	0	3	-	-	-	0	22	-	-						
Mont.	4	6	40	135	154	-	0	10	-	-	-	0	30	-	-						
Nev.	N	0	0	N	N	-	0	1	-	-	-	0	3	-	-						
N. Mex.	-	4	20	73	200	-	0	8	-	-	-	0	6	-	-						
Utah	22	8	72	247	394	-	0	8	-	-	-	0	8	-	-						
Wyo.	-	0	9	1	13	-	0	4	-	-	-	0	33	-	-						
PACIFIC	1	0	4	12	20	-	0	18	-	-	-	0	23	-	-						
Alaska	1	0	4	12	20	-	0	0	-	-	-	0	0	-	-						
Calif.	-	0	0	-	-	-	0	17	-	-	-	0	21	-	-						
Hawaii	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Oreg.	N	0	0	N	N	-	0	3	-	-	-	0	4	-	-						
Wash.	N	0	0	N	N	-	0	0	-	-	-	0	0	-	-						
Amer. Samoa	N	0	0	N	N	-	0	0	-	-	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	2	19	21	123	-	0	0	-	-	-	0	0	-	-						
P.R.	-	11	37	65	257	-	0	0	-	-	-	0	0	-	-						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2007 and 2008 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Updated weekly from reports to the Division of Vector-Borne Infectious Diseases, National Center for Zoonotic, 
Vector-Borne, and Enteric Diseases (ArboNet Surveillance). Data for California serogroup, eastern equine, 
Powassan, St. Louis, and western equine diseases are available in Table I.

§ Not notifiable in all states.  Data from states where the condition is not notifiable are excluded from this table, 
except starting in 2007 for the Arboviral diseases and influenza-associated pediatric mortality, and in 2003 for 
SARS-CoV.  Reporting exceptions are available at http://wwwn.cdc.gov/nndss/document/SRCA_FINAL_REPORT_2006-2010.xlsx.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


