
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending November 2, 2002 (WEEK 44)*

column labels in same order that data fields appears in each record below:
Reporting Area
Escherichia coli, Enterohemorrhagic, shiga toxin positive, not serogrouped cummulative for 2002
Escherichia coli, Enterohemorrhagic, shiga toxin positive, not serogrouped cummulative for 2001
Giardiasis cummulative for 2002
Gonorrhea cummulative for 2002
Gonorrhea cummulative for 2001
Haemophilus influenzae, Invasive, All ages, All serotypes cummulative for 2002
Haemophilus influenzae, Invasive, All ages, All serotypes cummulative for 2001
Haemophilus influenzae, Invasive, Age < 5 years, Serotype B cummulative for 2002
Haemophilus influenzae, Invasive, Age < 5 years, Serotype B cummulative for 2001

tab delimited data:
test
UNITED STATES	34	16	14,349	273,807	302,327	1,256	1,232	20	21												
NEW ENGLAND	1	1	1,440	6,331	5,837	89	91	-	1												
Maine	-	-	183	115	113	1	2	-	-												
N.H.	-	-	37	113	156	8	4	-	-												
Vt.	1	1	122	81	55	7	3	-	-												
Mass.	-	-	717	2,707	2,704	48	40	-	1												
R.I.	-	-	138	776	706	10	5	-	-												
Conn.	-	-	243	2,539	2,103	15	37	-	-												
MID. ATLANTIC	-	3	3,069	33,551	35,741	228	190	3	3												
Upstate N.Y.	-	-	1,047	7,418	7,130	102	64	2	-												
N.Y. City	-	-	1,108	9,677	10,588	54	50	-	-												
N.J.	-	-	306	5,724	6,845	48	41	-	-												
Pa.	-	3	608	10,732	11,178	24	35	1	3												
E.N. CENTRAL	11	5	2,765	53,395	63,732	182	228	3	2												
Ohio	10	5	808	13,561	17,945	69	60	-	1												
Ind.	-	-	-	6,093	5,821	36	43	1	-												
Ill.	-	-	662	16,593	20,235	57	81	-	-												
Mich.	1	-	792	12,194	14,585	13	13	2	-												
Wis.	-	-	503	4,954	5,146	7	31	-	1												
W.N. CENTRAL	1	3	1,721	13,835	14,199	57	60	1	1												
Minn.	1	-	668	2,464	2,222	42	33	1	-												
Iowa	-	-	266	1,045	1,108	1	-	-	-												
Mo.	N	N	417	7,199	7,345	10	16	-	-												
N. Dak.	-	3	27	42	40	-	7	-	-												
S. Dak.	-	-	62	222	232	-	-	-	-												
Nebr.	-	-	133	713	1,003	1	2	-	1												
Kans.	-	-	148	2,150	2,249	3	2	-	-												
S. ATLANTIC	1	-	2,460	71,054	78,299	323	304	4	1												
Del.	-	-	44	1,358	1,449	-	-	-	-												
Md.	-	-	104	7,474	7,756	77	73	2	-												
D.C.	-	-	37	2,340	2,441	-	-	-	-												
Va.	-	-	254	7,929	9,211	30	27	-	-												
W. Va.	1	-	48	812	581	15	14	-	1												
N.C.	-	-	-	13,702	14,311	30	44	-	-												
S.C.	-	-	114	6,304	9,402	12	5	-	-												
Ga.	-	-	757	13,669	15,058	80	79	-	-												
Fla.	-	-	1,102	17,466	18,090	79	62	2	-												
E.S. CENTRAL	8	3	319	23,041	27,137	59	65	1	-												
Ky.	8	3	-	3,214	3,048	4	2	-	-												
Tenn.	-	-	151	7,974	8,350	30	35	-	-												
Ala.	-	-	168	7,059	9,050	16	26	1	-												
Miss.	-	-	-	4,794	6,689	9	2	-	-												
W.S. CENTRAL	1	-	205	40,716	44,609	56	49	2	2												
Ark.	-	-	143	3,861	3,922	2	1	-	-												
La.	-	-	3	9,909	10,729	8	9	-	-												
Okla.	-	-	59	4,011	4,040	41	37	-	-												
Tex.	1	-	-	22,935	25,918	5	2	2	2												
MOUNTAIN	11	1	1,408	8,415	8,831	149	127	3	7												
Mont.	-	-	77	77	88	-	-	-	-												
Idaho	-	-	109	81	65	2	1	-	-												
Wyo.	-	-	28	55	68	1	1	-	-												
Colo.	11	1	462	2,914	2,703	31	35	-	-												
N. Mex.	-	-	135	1,047	855	23	21	-	1												
Ariz.	-	-	189	3,132	3,336	63	52	1	4												
Utah	-	-	274	208	162	17	6	1	-												
Nev.	-	-	134	901	1,554	12	11	1	2												
PACIFIC	-	-	962	23,469	23,942	113	118	3	4												
Wash.	-	-	346	2,427	2,563	3	5	2	-												
Oreg.	-	-	381	738	980	55	33	-	-												
Calif.	-	-	63	19,225	19,507	22	52	1	4												
Alaska	-	-	94	508	362	1	6	-	-												
Hawaii	-	-	78	571	530	32	22	-	-												
Guam	-	-	-	-	44	-	-	-	-												
P.R.	-	-	36	292	501	1	1	-	-												
V.I.	-	-	-	31	23	-	-	-	-												
Amer. Samoa	U	U	U	U	U	U	U	U	U												
C.N.M.I.	-	U	1	13	U	-	U	-	U												

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


