
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending November 12, 2005 (WEEK 45)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcal Disease, Invasive, Group A cummulative for 2005
Streptococcal Disease, Invasive, Group A cummulative for 2004
Streptococcus pneumoniae, Invasive, Drug Resistant, all ages cummulative for 2005
Streptococcus pneumoniae, Invasive, Drug Resistant, all ages cummulative for 2004
Streptococcus pneumoniae, Invasive, Age < 5 Years cummulative for 2005
Streptococcus pneumoniae, Invasive, Age < 5 Years cummulative for 2004
Syphilis (Primary and Secondary) cummulative for 2005
Syphilis (Primary and Secondary) cummulative for 2004
Syphilis (Congenital) cummulative for 2005
Syphilis (Congenital) cummulative for 2004

tab delimited data:
test
UNITED STATES	3,697	3,839	1,828	1,894	716	696	6,836	6,755	223	335											
NEW ENGLAND	156	246	107	140	56	98	184	168	1	4											
Maine	10	11	N	N	-	7	1	2	-	-											
N.H.	14	17	-	-	4	N	14	4	-	3											
Vt.	9	8	11	6	5	3	1	-	-	-											
Mass.	114	109	80	44	46	55	109	104	-	-											
R.I.	9	21	16	18	1	6	20	23	-	1											
Conn.	U	80	U	72	U	27	39	35	1	-											
MID. ATLANTIC	763	638	174	131	122	106	851	864	25	32											
Upstate N.Y.	227	207	68	57	53	74	77	81	6	4											
N.Y. City	143	108	U	U	20	U	520	542	5	14											
N.J.	153	132	N	N	22	8	113	129	14	13											
Pa.	240	191	106	74	27	24	141	112	-	1											
E.N. CENTRAL	731	863	488	423	177	162	708	774	29	53											
Ohio	171	199	311	293	67	66	189	200	1	2											
Ind.	91	89	165	130	45	37	55	53	1	3											
Ill.	157	226	12	-	53	10	361	332	10	18											
Mich.	277	265	-	N	-	N	72	160	14	30											
Wis.	35	84	N	N	12	49	31	29	3	-											
W.N. CENTRAL	233	276	40	18	80	92	211	141	5	5											
Minn.	90	130	-	-	48	59	54	23	1	1											
Iowa	N	N	N	N	-	N	4	5	-	-											
Mo.	61	59	33	13	9	13	128	85	4	2											
N. Dak.	9	11	2	-	4	4	1	-	-	-											
S. Dak.	20	17	3	5	-	-	2	-	-	-											
Nebr.	20	19	2	-	7	8	4	6	-	-											
Kans.	33	40	N	N	12	8	18	22	-	2											
S. ATLANTIC	809	779	718	946	71	53	1,729	1,716	37	55											
Del.	5	3	1	4	-	N	10	8	-	1											
Md.	180	131	-	-	46	38	262	312	13	9											
D.C.	9	10	15	8	3	4	86	58	-	1											
Va.	77	66	N	N	-	N	120	90	4	3											
W. Va.	22	24	104	99	22	11	4	3	-	-											
N.C.	115	118	N	N	U	U	227	171	8	10											
S.C.	29	51	-	83	-	N	68	101	4	11											
Ga.	155	179	111	242	-	N	319	336	1	4											
Fla.	217	197	487	510	-	N	633	637	7	16											
E.S. CENTRAL	154	196	147	138	13	15	384	357	18	21											
Ky.	31	58	25	26	N	N	46	42	-	1											
Tenn.	123	138	122	110	-	N	188	114	12	8											
Ala.	-	-	-	-	-	N	115	149	5	10											
Miss.	-	-	-	2	13	15	35	52	1	2											
W.S. CENTRAL	231	303	99	70	141	135	1,106	1,076	65	66											
Ark.	19	16	12	8	14	8	43	46	-	3											
La.	6	2	87	62	24	31	223	280	11	5											
Okla.	100	62	N	N	24	40	32	25	1	2											
Tex.	106	223	N	N	79	56	808	725	53	56											
MOUNTAIN	529	426	55	27	47	33	328	339	17	44											
Mont.	-	-	-	-	-	-	5	1	-	-											
Idaho	2	8	N	N	-	N	20	21	1	2											
Wyo.	4	9	22	10	-	-	-	3	-	-											
Colo.	183	96	N	N	46	33	33	55	1	1											
N. Mex.	41	86	-	N	-	-	38	74	2	2											
Ariz.	225	188	N	N	-	N	148	139	12	38											
Utah	73	35	31	15	1	-	6	11	-	1											
Nev.	1	4	2	2	-	-	78	35	1	-											
PACIFIC	91	112	-	1	9	2	1,335	1,320	26	55											
Wash.	N	N	N	N	N	N	126	119	-	-											
Oreg.	N	N	N	N	6	N	22	25	-	-											
Calif.	-	-	N	N	N	N	1,177	1,168	26	55											
Alaska	-	-	-	-	-	N	6	1	-	-											
Hawaii	91	112	-	1	3	2	4	7	-	-											
Guam	-	-	-	-	-	-	-	1	-	-											
P.R.	N	N	N	N	-	N	179	139	8	5											
V.I.	-	-	-	-	-	-	-	4	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 2005 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


