
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending January 4, 2003 (WEEK 01)*

column labels in same order that data fields appears in each record below:
Reporting Area
Malaria cummulative for 2003
Malaria cummulative for 2002
Meningococcal Disease cummulative for 2003
Meningococcal Disease cummulative for 2002
Pertussis cummulative for 2003
Pertussis cummulative for 2002
Rabies, Animal cummulative for 2003
Rabies, Animal cummulative for 2002
Rocky Mountain Spotted Fever cummulative for 2003
Rocky Mountain Spotted Fever cummulative for 2002

tab delimited data:
test
UNITED STATES	11	26	25	50	68	129	59	212	5	8											
NEW ENGLAND	1	3	1	4	6	48	7	8	-	-											
Maine	1	-	-	-	-	-	-	-	-	-											
N.H.	-	1	-	-	-	-	-	-	-	-											
Vt.	-	-	-	1	6	11	2	2	-	-											
Mass.	-	2	-	3	-	34	-	2	-	-											
R.I.	-	-	-	-	-	-	-	1	-	-											
Conn.	-	-	1	-	-	3	5	3	-	-											
MID. ATLANTIC	-	7	-	5	-	2	8	20	-	1											
Upstate N.Y.	-	-	-	2	-	-	8	14	-	-											
N.Y. City	-	4	-	1	-	2	-	-	-	-											
N.J.	-	2	-	1	-	-	-	4	-	-											
Pa.	-	1	-	1	-	-	-	2	-	1											
E.N. CENTRAL	2	-	4	11	8	21	-	1	-	1											
Ohio	1	-	2	8	6	4	-	-	-	1											
Ind.	-	-	1	-	-	-	-	1	-	-											
Ill.	-	-	-	-	-	8	-	-	-	-											
Mich.	1	-	1	1	2	1	-	-	-	-											
Wis.	-	-	-	2	-	8	-	-	-	-											
W.N. CENTRAL	1	2	4	2	8	13	8	15	-	-											
Minn.	-	-	1	-	-	-	-	-	-	-											
Iowa	1	1	2	-	-	9	-	2	-	-											
Mo.	-	1	1	1	5	4	-	-	-	-											
N. Dak.	-	-	-	-	-	-	-	-	-	-											
S. Dak.	-	-	-	1	-	-	-	7	-	-											
Nebr.	-	-	-	-	-	-	-	-	-	-											
Kans.	-	-	-	-	3	-	8	6	-	-											
S. ATLANTIC	7	3	12	8	24	3	30	27	5	6											
Del.	-	-	-	-	-	1	-	-	-	-											
Md.	2	1	2	-	4	2	2	10	2	1											
D.C.	-	1	-	-	-	-	-	-	-	-											
Va.	-	-	-	-	-	-	8	4	-	-											
W. Va.	-	-	-	-	-	-	1	3	-	-											
N.C.	-	1	1	1	6	-	16	10	3	5											
S.C.	-	-	-	-	-	-	2	-	-	-											
Ga.	1	-	1	3	13	-	-	-	-	-											
Fla.	4	-	8	4	1	-	1	-	-	-											
E.S. CENTRAL	-	1	3	-	2	8	1	108	-	-											
Ky.	-	-	-	-	-	-	-	-	-	-											
Tenn.	-	-	1	-	-	1	-	108	-	-											
Ala.	-	-	2	-	2	1	1	-	-	-											
Miss.	-	1	-	-	-	6	-	-	-	-											
W.S. CENTRAL	-	-	-	8	-	6	1	23	-	-											
Ark.	-	-	-	1	-	5	-	-	-	-											
La.	-	-	-	1	-	-	-	-	-	-											
Okla.	-	-	-	-	-	1	1	3	-	-											
Tex.	-	-	-	6	-	-	-	20	-	-											
MOUNTAIN	-	-	1	3	20	19	4	4	-	-											
Mont.	-	-	-	-	-	-	1	-	-	-											
Idaho	-	-	-	-	-	4	-	-	-	-											
Wyo.	-	-	-	-	-	-	-	-	-	-											
Colo.	-	-	-	1	10	10	-	-	-	-											
N. Mex.	-	-	-	-	-	4	-	-	-	-											
Ariz.	-	-	1	-	10	-	3	4	-	-											
Utah	-	-	-	-	-	-	-	-	-	-											
Nev.	-	-	-	2	-	1	-	-	-	-											
PACIFIC	-	10	-	9	-	9	-	6	-	-											
Wash.	-	-	-	-	-	-	-	-	-	-											
Oreg.	-	-	-	4	-	-	-	-	-	-											
Calif.	-	8	-	5	-	8	-	4	-	-											
Alaska	-	-	-	-	-	-	-	2	-	-											
Hawaii	-	2	-	-	-	1	-	-	-	-											
Guam	-	-	-	-	-	-	-	-	-	-											
P.R.	-	-	-	-	-	-	-	3	-	-											
V.I.	-	-	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2002 and 2003 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


